"Title","Phonics attainment for children aged 5 to 7 by ethnicity, gender and area"
"Location","England"
"Time period","2015/16"
"Data source","Phonics screening check and key stage 1 assessments: England 2016"
"Data source link","https://www.gov.uk/government/statistics/phonics-screening-check-and-key-stage-1-assessments-england-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","14/12/16"

"Ethnicity","Local authority","All","Boys","Girls"
"Mixed","Telford and Wrekin","87","85","91"
"Mixed","Thurrock","85","82","89"
"Mixed","Torbay","88","88","100"
"Mixed","Tower Hamlets","79","74","84"
"Mixed","Trafford","81","76","85"
"Mixed","Wakefield","85","82","88"
"Mixed","Walsall","83","80","87"
"Mixed","Waltham Forest","84","81","88"
"Mixed","Wandsworth","83","80","87"
"Mixed","Warrington","89","89","!"
"Mixed","Warwickshire","81","77","85"
"Mixed","West Berkshire","78","73","82"
"Mixed","West Sussex","79","75","84"
"Mixed","Westminster","88","87","93"
"Mixed","Wigan","91","!","!"
"Mixed","Wiltshire","80","76","84"
"Mixed","Windsor and Maidenhead","83","80","87"
"Mixed","Wirral","82","78","86"
"Mixed","Wokingham","84","81","88"
"Mixed","Wolverhampton","79","74","83"
"Mixed","Worcestershire","85","82","89"
"Mixed","York","86","83","90"
"White","All - England","80","77","84"
"White","Barking and Dagenham","77","73","81"
"White","Barnet","83","80","87"
"White","Barnsley","79","75","83"
"White","Bath and North East Somerset","79","75","83"
"White","Bedford","75","71","78"
"White","Bexley","82","79","86"
"White","Birmingham","78","74","82"
"White","Blackburn with Darwen","77","72","81"
"White","Blackpool","80","76","84"
"White","Bolton","79","75","82"
"White","Bournemouth","80","76","84"
"White","Bracknell Forest","83","80","87"
"White","Bradford","78","74","82"
"White","Brent","83","80","87"
"White","Brighton and Hove","80","76","84"
"White","Bristol, City of","80","77","84"
"White","Bromley","85","82","89"
"White","Buckinghamshire","82","79","86"
"White","Bury","83","79","86"
"White","Calderdale","82","78","85"
"White","Cambridgeshire","78","74","82"
"White","Camden","80","76","84"
"White","Central Bedfordshire","80","76","84"
"White","Cheshire East","83","79","86"
"White","Cheshire West and Chester","80","76","84"
"White","City of London","!","!","!"
"White","Cornwall","80","77","84"
"White","County Durham","82","78","85"
"White","Coventry","77","73","81"
"White","Croydon","78","75","82"
"White","Cumbria","77","73","81"
"White","Darlington","86","82","89"
"White","Derby","78","74","82"
"White","Derbyshire","79","75","83"
"White","Devon","82","79","86"
"White","Doncaster","77","73","81"
"White","Dorset","80","77","84"
"White","Dudley","79","75","83"
"White","Ealing","84","81","88"
"White","East Riding of Yorkshire","81","77","84"
"White","East Sussex","81","78","85"
"White","Enfield","76","72","80"
"White","Essex","81","77","85"
"White","Gateshead","80","76","84"
"White","Gloucestershire","80","77","84"
"White","Greenwich","82","79","86"
"White","Hackney","86","82","89"
"White","Halton","76","71","80"
"White","Hammersmith and Fulham","86","82","90"
"White","Hampshire","81","78","85"
"White","Haringey","82","79","86"
"White","Harrow","79","75","83"
"White","Hartlepool","85","81","88"
"White","Havering","84","81","88"
"White","Herefordshire, County of","81","77","85"
"White","Hertfordshire","82","79","86"
"White","Hillingdon","79","75","83"
"White","Hounslow","83","80","87"
"White","Isle of Wight","76","72","80"
"White","Isles of Scilly","!","!","!"
"White","Islington","81","77","85"
"White","Kensington and Chelsea","88","86","91"
"White","Kent","81","78","85"
"White","Kingston upon Hull, City of","77","73","81"
"White","Kingston upon Thames","87","85","90"
"White","Kirklees","78","74","82"
"White","Knowsley","78","74","82"
"White","Lambeth","85","82","88"
"White","Lancashire","81","77","84"
"White","Leeds","77","73","81"
"White","Leicester","71","67","75"
"White","Leicestershire","80","76","84"
"White","Lewisham","84","81","88"
"White","Lincolnshire","83","79","87"
"White","Liverpool","76","72","80"
"White","Luton","77","73","81"
"White","Manchester","78","74","82"
"White","Medway","81","78","85"
"White","Merton","78","75","82"
"White","Middlesbrough","74","68","78"
"White","Milton Keynes","78","75","82"
"White","Newcastle upon Tyne","81","77","84"
"White","Newham","84","81","88"
"White","Norfolk","78","74","82"
"White","North East Lincolnshire","79","75","83"
"White","North Lincolnshire","83","79","87"
"White","North Somerset","83","80","87"
"White","North Tyneside","81","77","84"
"White","North Yorkshire","78","74","82"
"White","Northamptonshire","81","77","85"
"White","Northumberland","84","80","87"
"White","Nottingham","74","71","78"
"White","Nottinghamshire","77","73","81"
"White","Oldham","78","74","82"
"White","Oxfordshire","80","76","84"
"White","Peterborough","75","71","79"
"White","Plymouth","80","77","84"
"White","Poole","83","80","87"
"White","Portsmouth","81","78","85"
"White","Reading","77","74","82"
"White","Redbridge","75","71","79"
"White","Redcar and Cleveland","82","78","85"
"White","Richmond upon Thames","89","88","92"
"White","Rochdale","83","79","86"
"White","Rotherham","79","75","83"
"White","Rutland","85","82","88"
"White","Salford","79","75","82"
"White","Sandwell","78","74","82"
"White","Sefton","78","74","82"
"White","Sheffield","78","74","82"
"White","Shropshire","81","77","85"
"White","Slough","75","71","80"
"White","Solihull","83","80","87"
"White","Somerset","79","76","83"
"White","South Gloucestershire","81","78","85"
"White","South Tyneside","81","77","84"
"White","Southampton","81","78","85"
"White","Southend-on-Sea","80","76","84"
"White","Southwark","84","81","88"
"White","St. Helens","79","75","82"
"White","Staffordshire","83","80","87"
"White","Stockport","82","78","85"
"White","Stockton-on-Tees","84","80","88"
"White","Stoke-on-Trent","80","76","84"
"White","Suffolk","79","75","83"
"White","Sunderland","81","77","84"
"White","Surrey","82","79","86"
"White","Sutton","81","77","85"
"White","Swindon","76","72","80"
"White","Tameside","77","73","81"
"White","Telford and Wrekin","84","80","88"
"White","Thurrock","81","77","85"
"White","Torbay","81","78","85"
"White","Tower Hamlets","77","73","81"
"White","Trafford","87","84","90"
"White","Wakefield","76","72","80"
"White","Walsall","82","78","86"
"White","Waltham Forest","82","79","86"
"White","Wandsworth","87","85","90"
"White","Warrington","83","79","86"
"White","Warwickshire","82","79","86"
"White","West Berkshire","80","76","84"
"White","West Sussex","77","74","82"
"White","Westminster","88","88","91"
"White","Wigan","83","79","86"
"White","Wiltshire","78","75","82"
"White","Windsor and Maidenhead","80","76","84"
"White","Wirral","80","76","84"
"White","Wokingham","82","79","86"
"White","Wolverhampton","77","73","81"
"White","Worcestershire","81","77","85"
"White","York","82","78","85"
