"Title","Pupil progress (‘Progress 8’) between ages 11 and 16 (key stage 2 to key stage 4)"
"Location","England"
"Time period","2015/16"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","2018-03-05"
"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","Somerset","Local Authority","E10000027","Girls","All pupils","0.17","2447","0.12","0.21"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","South Gloucestershire","Local Authority","E06000025","Girls","All pupils","-0.15","1273","-0.21","-0.09"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","Swindon","Local Authority","E06000030","Girls","All pupils","-0.02","976","-0.09","0.04"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","Torbay","Local Authority","E06000027","Girls","All pupils","0.03","685","-0.05","0.11"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","Wiltshire","Local Authority","E06000054","Girls","All pupils","0.14","2345","0.09","0.18"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","0.05","200058","0.05","0.06"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","North East","Region","E12000001","Girls","All pupils","-0.08","11720","-0.1","-0.07"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","County Durham","Local Authority","E06000047","Girls","All pupils","0","2382","-0.05","0.04"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Darlington","Local Authority","E06000005","Girls","All pupils","-0.23","503","-0.32","-0.14"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Gateshead","Local Authority","E08000037","Girls","All pupils","-0.13","847","-0.2","-0.06"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Hartlepool","Local Authority","E06000001","Girls","All pupils","-0.19","527","-0.28","-0.1"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Middlesbrough","Local Authority","E06000002","Girls","All pupils","-0.14","586","-0.23","-0.06"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Newcastle upon Tyne","Local Authority","E08000021","Girls","All pupils","-0.15","932","-0.22","-0.08"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","North Tyneside","Local Authority","E08000022","Girls","All pupils","0.04","873","-0.03","0.11"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Northumberland","Local Authority","E06000057","Girls","All pupils","-0.07","1486","-0.12","-0.01"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Redcar and Cleveland","Local Authority","E06000003","Girls","All pupils","-0.19","763","-0.27","-0.12"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","South Tyneside","Local Authority","E08000023","Girls","All pupils","-0.05","725","-0.12","0.03"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Stockton-on-Tees","Local Authority","E06000004","Girls","All pupils","-0.05","847","-0.12","0.02"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Sunderland","Local Authority","E08000024","Girls","All pupils","-0.12","1249","-0.17","-0.06"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","North West","Region","E12000002","Girls","All pupils","-0.06","30055","-0.07","-0.05"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Blackburn with Darwen","Local Authority","E06000008","Girls","All pupils","-0.02","456","-0.12","0.08"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Blackpool","Local Authority","E06000009","Girls","All pupils","-0.33","625","-0.41","-0.25"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Bolton","Local Authority","E08000001","Girls","All pupils","-0.18","1086","-0.24","-0.12"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Bury","Local Authority","E08000002","Girls","All pupils","0.05","772","-0.03","0.12"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Cheshire East","Local Authority","E06000049","Girls","All pupils","-0.02","1734","-0.07","0.03"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Cheshire West and Chester","Local Authority","E06000050","Girls","All pupils","0.22","1555","0.17","0.27"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Cumbria","Local Authority","E10000006","Girls","All pupils","-0.06","2377","-0.1","-0.01"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Halton","Local Authority","E06000006","Girls","All pupils","-0.08","654","-0.16","0.01"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Knowsley","Local Authority","E08000011","Girls","All pupils","-0.71","511","-0.8","-0.62"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Lancashire","Local Authority","E10000017","Girls","All pupils","0.01","4988","-0.02","0.04"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Liverpool","Local Authority","E08000012","Girls","All pupils","-0.3","1912","-0.35","-0.26"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Manchester","Local Authority","E08000003","Girls","All pupils","-0.17","1065","-0.23","-0.1"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Oldham","Local Authority","E08000004","Girls","All pupils","-0.24","906","-0.31","-0.17"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Rochdale","Local Authority","E08000005","Girls","All pupils","-0.1","761","-0.18","-0.03"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Salford","Local Authority","E08000006","Girls","All pupils","-0.27","923","-0.34","-0.2"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Sefton","Local Authority","E08000014","Girls","All pupils","-0.03","1397","-0.09","0.03"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","St. Helens","Local Authority","E08000013","Girls","All pupils","-0.19","795","-0.26","-0.12"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Stockport","Local Authority","E08000007","Girls","All pupils","0.11","1220","0.05","0.17"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Tameside","Local Authority","E08000008","Girls","All pupils","-0.16","1028","-0.22","-0.09"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Trafford","Local Authority","E08000009","Girls","All pupils","0.13","1005","0.07","0.2"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Warrington","Local Authority","E06000007","Girls","All pupils","-0.03","1055","-0.1","0.03"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Wigan","Local Authority","E08000010","Girls","All pupils","0.06","1588","0","0.11"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Wirral","Local Authority","E08000015","Girls","All pupils","0.08","1642","0.03","0.14"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Yorkshire and the Humber","Region","E12000003","Girls","All pupils","0.08","21456","0.06","0.09"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Barnsley","Local Authority","E08000016","Girls","All pupils","-0.09","993","-0.16","-0.02"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Bradford","Local Authority","E08000032","Girls","All pupils","-0.11","1456","-0.16","-0.05"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Calderdale","Local Authority","E08000033","Girls","All pupils","0.06","950","-0.01","0.13"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Doncaster","Local Authority","E08000017","Girls","All pupils","-0.09","1339","-0.15","-0.04"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","East Riding of Yorkshire","Local Authority","E06000011","Girls","All pupils","0.22","1589","0.17","0.27"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Kingston upon Hull, City of","Local Authority","E06000010","Girls","All pupils","0.1","991","0.04","0.17"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Kirklees","Local Authority","E08000034","Girls","All pupils","-0.01","1501","-0.07","0.04"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Leeds","Local Authority","E08000035","Girls","All pupils","0.05","2687","0.01","0.09"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","North East Lincolnshire","Local Authority","E06000012","Girls","All pupils","0.01","737","-0.07","0.09"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","North Lincolnshire","Local Authority","E06000013","Girls","All pupils","0.18","832","0.11","0.26"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","North Yorkshire","Local Authority","E10000023","Girls","All pupils","0.16","2741","0.12","0.2"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Rotherham","Local Authority","E08000018","Girls","All pupils","0.13","1475","0.07","0.18"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Sheffield","Local Authority","E08000019","Girls","All pupils","0.09","1874","0.04","0.14"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Wakefield","Local Authority","E08000036","Girls","All pupils","0.2","1583","0.15","0.25"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","York","Local Authority","E06000014","Girls","All pupils","0.15","708","0.07","0.23"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","East Midlands","Region","E12000004","Girls","All pupils","-0.03","18922","-0.04","-0.01"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Derby","Local Authority","E06000015","Girls","All pupils","-0.06","919","-0.13","0.01"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Derbyshire","Local Authority","E10000007","Girls","All pupils","-0.13","3583","-0.16","-0.09"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Leicester","Local Authority","E06000016","Girls","All pupils","-0.37","512","-0.46","-0.27"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Leicestershire","Local Authority","E10000018","Girls","All pupils","-0.02","2940","-0.06","0.02"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Lincolnshire","Local Authority","E10000019","Girls","All pupils","0.03","3511","0","0.07"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Northamptonshire","Local Authority","E10000021","Girls","All pupils","-0.01","3091","-0.05","0.03"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Nottingham","Local Authority","E06000018","Girls","All pupils","-0.37","715","-0.45","-0.3"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Nottinghamshire","Local Authority","E10000024","Girls","All pupils","0.09","3447","0.05","0.12"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Rutland","Local Authority","E06000017","Girls","All pupils","0.47","204","0.32","0.61"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","West Midlands","Region","E12000005","Girls","All pupils","0.02","20982","0","0.03"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Birmingham","Local Authority","E08000025","Girls","All pupils","0.05","2121","0","0.09"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Coventry","Local Authority","E08000026","Girls","All pupils","-0.09","1055","-0.16","-0.03"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Dudley","Local Authority","E08000027","Girls","All pupils","-0.1","1411","-0.16","-0.05"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Herefordshire, County of","Local Authority","E06000019","Girls","All pupils","0.17","751","0.09","0.24"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Sandwell","Local Authority","E08000028","Girls","All pupils","-0.4","931","-0.46","-0.33"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Shropshire","Local Authority","E06000051","Girls","All pupils","0.09","1335","0.04","0.15"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Solihull","Local Authority","E08000029","Girls","All pupils","0.03","1131","-0.03","0.09"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Staffordshire","Local Authority","E10000028","Girls","All pupils","0.05","3950","0.02","0.08"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Stoke-on-Trent","Local Authority","E06000021","Girls","All pupils","-0.03","902","-0.1","0.04"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Telford and Wrekin","Local Authority","E06000020","Girls","All pupils","0","799","-0.07","0.08"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Walsall","Local Authority","E08000030","Girls","All pupils","-0.19","1086","-0.25","-0.12"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Warwickshire","Local Authority","E10000031","Girls","All pupils","0.1","2292","0.06","0.15"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Wolverhampton","Local Authority","E08000031","Girls","All pupils","-0.11","709","-0.18","-0.03"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Worcestershire","Local Authority","E10000034","Girls","All pupils","0.18","2509","0.13","0.22"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","East","Region","E12000006","Girls","All pupils","0.13","24548","0.11","0.14"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Bedford","Local Authority","E06000055","Girls","All pupils","0.21","611","0.12","0.29"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Cambridgeshire","Local Authority","E10000003","Girls","All pupils","0.24","2468","0.2","0.29"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Central Bedfordshire","Local Authority","E06000056","Girls","All pupils","0.05","1180","-0.01","0.11"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Essex","Local Authority","E10000012","Girls","All pupils","0.1","6219","0.07","0.13"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Hertfordshire","Local Authority","E10000015","Girls","All pupils","0.18","4808","0.15","0.21"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Luton","Local Authority","E06000032","Girls","All pupils","-0.11","418","-0.21","-0.01"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Norfolk","Local Authority","E10000020","Girls","All pupils","0.12","3563","0.08","0.15"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Peterborough","Local Authority","E06000031","Girls","All pupils","0.06","776","-0.01","0.14"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Southend-on-Sea","Local Authority","E06000033","Girls","All pupils","-0.01","799","-0.08","0.07"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Suffolk","Local Authority","E10000029","Girls","All pupils","0.12","3033","0.08","0.15"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Thurrock","Local Authority","E06000034","Girls","All pupils","0.04","673","-0.04","0.12"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","London","Region","E12000007","Girls","All pupils","0.17","15024","0.16","0.19"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Inner London","Upper Tier Local Authority","E13000001","Girls","All pupils","0.23","3432","0.2","0.27"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Camden","Local Authority","E09000007","Girls","All pupils","0.14","303","0.02","0.26"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","City of London","Local Authority","E09000001","Girls","All pupils","N/A","N/A","N/A","N/A"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Hackney","Local Authority","E09000012","Girls","All pupils","0.5","365","0.39","0.61"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Hammersmith and Fulham","Local Authority","E09000013","Girls","All pupils","0.24","310","0.12","0.35"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Haringey","Local Authority","E09000014","Girls","All pupils","0.4","437","0.3","0.5"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Islington","Local Authority","E09000019","Girls","All pupils","0.15","211","0","0.29"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Kensington and Chelsea","Local Authority","E09000020","Girls","All pupils","0.46","100","0.25","0.66"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Lambeth","Local Authority","E09000022","Girls","All pupils","0.39","196","0.24","0.53"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Lewisham","Local Authority","E09000023","Girls","All pupils","-0.04","286","-0.17","0.08"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Newham","Local Authority","E09000025","Girls","All pupils","0.06","218","-0.08","0.2"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Southwark","Local Authority","E09000028","Girls","All pupils","0.06","341","-0.05","0.18"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Tower Hamlets","Local Authority","E09000030","Girls","All pupils","-0.3","133","-0.48","-0.12"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Wandsworth","Local Authority","E09000032","Girls","All pupils","0.2","260","0.07","0.33"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Westminster","Local Authority","E09000033","Girls","All pupils","0.49","272","0.37","0.62"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Outer London","Upper Tier Local Authority","E13000002","Girls","All pupils","0.16","11592","0.14","0.18"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Barking and Dagenham","Local Authority","E09000002","Girls","All pupils","0.1","487","0.01","0.2"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Barnet","Local Authority","E09000003","Girls","All pupils","0.39","825","0.32","0.46"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Bexley","Local Authority","E09000004","Girls","All pupils","-0.06","1043","-0.12","0.01"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Brent","Local Authority","E09000005","Girls","All pupils","0.46","223","0.32","0.6"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Bromley","Local Authority","E09000006","Girls","All pupils","0.21","1202","0.15","0.27"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Croydon","Local Authority","E09000008","Girls","All pupils","0.21","771","0.13","0.28"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Ealing","Local Authority","E09000009","Girls","All pupils","0.37","343","0.26","0.48"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Enfield","Local Authority","E09000010","Girls","All pupils","0.18","801","0.1","0.25"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Greenwich","Local Authority","E09000011","Girls","All pupils","-0.13","526","-0.22","-0.04"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Harrow","Local Authority","E09000015","Girls","All pupils","0.4","272","0.28","0.53"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Havering","Local Authority","E09000016","Girls","All pupils","-0.1","1076","-0.16","-0.03"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Hillingdon","Local Authority","E09000017","Girls","All pupils","-0.15","684","-0.23","-0.07"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Hounslow","Local Authority","E09000018","Girls","All pupils","0.25","464","0.16","0.35"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Kingston upon Thames","Local Authority","E09000021","Girls","All pupils","0.3","454","0.2","0.4"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Merton","Local Authority","E09000024","Girls","All pupils","0.41","331","0.3","0.53"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Redbridge","Local Authority","E09000026","Girls","All pupils","0.31","410","0.21","0.41"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Richmond upon Thames","Local Authority","E09000027","Girls","All pupils","0.2","525","0.1","0.29"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Sutton","Local Authority","E09000029","Girls","All pupils","0.16","746","0.08","0.24"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Waltham Forest","Local Authority","E09000031","Girls","All pupils","0.35","409","0.25","0.45"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","South East","Region","E12000008","Girls","All pupils","0.13","34446","0.12","0.14"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Bracknell Forest","Local Authority","E06000036","Girls","All pupils","0.18","450","0.08","0.28"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Brighton and Hove","Local Authority","E06000043","Girls","All pupils","0.1","870","0.03","0.17"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Buckinghamshire","Local Authority","E10000002","Girls","All pupils","0.16","1952","0.11","0.21"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","East Sussex","Local Authority","E10000011","Girls","All pupils","0.16","2202","0.12","0.21"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Hampshire","Local Authority","E10000014","Girls","All pupils","0.11","5733","0.08","0.13"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Isle of Wight","Local Authority","E06000046","Girls","All pupils","-0.14","598","-0.23","-0.06"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Kent","Local Authority","E10000016","Girls","All pupils","0.07","6593","0.04","0.09"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Medway","Local Authority","E06000035","Girls","All pupils","0.08","1178","0.02","0.15"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Milton Keynes","Local Authority","E06000042","Girls","All pupils","-0.09","964","-0.16","-0.02"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Oxfordshire","Local Authority","E10000025","Girls","All pupils","0.15","2435","0.11","0.2"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Portsmouth","Local Authority","E06000044","Girls","All pupils","-0.08","688","-0.16","0"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Reading","Local Authority","E06000038","Girls","All pupils","-0.12","282","-0.25","0"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Slough","Local Authority","E06000039","Girls","All pupils","0.06","227","-0.08","0.2"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Southampton","Local Authority","E06000045","Girls","All pupils","-0.1","761","-0.17","-0.02"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Surrey","Local Authority","E10000030","Girls","All pupils","0.25","4188","0.21","0.28"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","West Berkshire","Local Authority","E06000037","Girls","All pupils","0.24","805","0.17","0.31"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","West Sussex","Local Authority","E10000032","Girls","All pupils","0.22","3456","0.19","0.26"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Windsor and Maidenhead","Local Authority","E06000040","Girls","All pupils","0.19","493","0.1","0.29"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Wokingham","Local Authority","E06000041","Girls","All pupils","0.39","571","0.31","0.48"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","South West","Region","E12000009","Girls","All pupils","0.07","22905","0.06","0.09"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Bath and North East Somerset","Local Authority","E06000022","Girls","All pupils","0.04","931","-0.03","0.11"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Bournemouth","Local Authority","E06000028","Girls","All pupils","0.12","647","0.04","0.2"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Bristol, City of","Local Authority","E06000023","Girls","All pupils","-0.09","1119","-0.16","-0.03"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Cornwall","Local Authority","E06000052","Girls","All pupils","0.15","2502","0.11","0.19"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Devon","Local Authority","E10000008","Girls","All pupils","0.11","3130","0.07","0.15"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Dorset","Local Authority","E10000009","Girls","All pupils","0.05","1897","0","0.09"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Gloucestershire","Local Authority","E10000013","Girls","All pupils","0.08","2669","0.04","0.12"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Isles of Scilly","Local Authority","E06000053","Girls","All pupils","-0.22","10","-0.88","0.44"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","North Somerset","Local Authority","E06000024","Girls","All pupils","0.02","976","-0.05","0.08"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Plymouth","Local Authority","E06000026","Girls","All pupils","0.01","1189","-0.05","0.07"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Poole","Local Authority","E06000029","Girls","All pupils","0.2","621","0.12","0.28"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Somerset","Local Authority","E10000027","Girls","All pupils","0.16","2366","0.12","0.2"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","South Gloucestershire","Local Authority","E06000025","Girls","All pupils","-0.16","1186","-0.22","-0.1"
