"Title","Percentage of apprenticeships by ethnicity"
"Location","England"
"Time period","2008/09 to 2015/16"
"Data source","Apprenticeship statistics https://www.gov.uk/government/statistical-data-sets/fe-data-library-apprenticeships"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography_type","Gender","Gender_type","Age Bracket","Age Bracket Type","Value"
"Apprenticeship participation","2011/12","Academic Year","Not known/not provided","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","0.8"
"Apprenticeship participation","2011/12","Academic Year","Ethnic minority (excl. White minorities)","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","9.6"
"Apprenticeship participation","2012/13","Academic Year","Asian","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","3.8"
"Apprenticeship participation","2012/13","Academic Year","Black","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","3.3"
"Apprenticeship participation","2012/13","Academic Year","Mixed","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","1.9"
"Apprenticeship participation","2012/13","Academic Year","White","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","89.4"
"Apprenticeship participation","2012/13","Academic Year","Other","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","0.7"
"Apprenticeship participation","2012/13","Academic Year","Not known/not provided","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","1"
"Apprenticeship participation","2012/13","Academic Year","Ethnic minority (excl. White minorities)","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","9.7"
"Apprenticeship participation","2013/14","Academic Year","Asian","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","4"
"Apprenticeship participation","2013/14","Academic Year","Black","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","3.2"
"Apprenticeship participation","2013/14","Academic Year","Mixed","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","2"
"Apprenticeship participation","2013/14","Academic Year","White","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","89.1"
"Apprenticeship participation","2013/14","Academic Year","Other","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","0.6"
"Apprenticeship participation","2013/14","Academic Year","Not known/not provided","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","1.1"
"Apprenticeship participation","2013/14","Academic Year","Ethnic minority (excl. White minorities)","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","9.8"
"Apprenticeship participation","2014/15","Academic Year","Asian","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","4.2"
"Apprenticeship participation","2014/15","Academic Year","Black","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","3.4"
"Apprenticeship participation","2014/15","Academic Year","Mixed","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","2.1"
"Apprenticeship participation","2014/15","Academic Year","White","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","88.7"
"Apprenticeship participation","2014/15","Academic Year","Other","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","0.7"
"Apprenticeship participation","2014/15","Academic Year","Not known/not provided","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","0.9"
"Apprenticeship participation","2014/15","Academic Year","Ethnic minority (excl. White minorities)","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","10.4"
"Apprenticeship participation","2015/16","Academic Year","Asian","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","4.3"
"Apprenticeship participation","2015/16","Academic Year","Black","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","3.5"
"Apprenticeship participation","2015/16","Academic Year","Mixed","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","2.1"
"Apprenticeship participation","2015/16","Academic Year","White","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","88"
"Apprenticeship participation","2015/16","Academic Year","Other","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","0.7"
"Apprenticeship participation","2015/16","Academic Year","Not known/not provided","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","1.4"
"Apprenticeship participation","2015/16","Academic Year","Ethnic minority (excl. White minorities)","2001 ONS 5+1","K02000001","ONS geography code","All","Male/Female/All","16+","Labour force age brackets","10.6  "
