"Standard Ethnicity","Local authority","Boys","Girls"
"White","Richmond upon Thames","92","92"
"White","Rochdale","77","82"
"White","Rotherham","77","84"
"White","Rutland","87","89"
"White","Salford","80","86"
"White","Sandwell","74","81"
"White","Sefton","81","86"
"White","Sheffield","80","84"
"White","Shropshire","82","88"
"White","Slough","72","84"
"White","Solihull","80","88"
"White","Somerset","85","89"
"White","South Gloucestershire","86","91"
"White","South Tyneside","77","83"
"White","Southampton","76","81"
"White","Southend-on-Sea","84","89"
"White","Southwark","84","87"
"White","St. Helens","74","82"
"White","Staffordshire","83","87"
"White","Stockport","83","89"
"White","Stockton-on-Tees","84","88"
"White","Stoke-on-Trent","75","81"
"White","Suffolk","80","84"
"White","Sunderland","80","86"
"White","Surrey","85","88"
"White","Sutton","82","87"
"White","Swindon","81","87"
"White","Tameside","78","85"
"White","Telford and Wrekin","81","87"
"White","Thurrock","75","80"
"White","Torbay","80","83"
"White","Tower Hamlets","78","84"
"White","Trafford","87","91"
"White","Wakefield","77","83"
"White","Walsall","73","80"
"White","Waltham Forest","83","89"
"White","Wandsworth","90","92"
"White","Warrington","86","89"
"White","Warwickshire","82","87"
"White","West Berkshire","85","89"
"White","West Sussex","79","82"
"White","Westminster","87","89"
"White","Wigan","81","85"
"White","Wiltshire","81","85"
"White","Windsor and Maidenhead","87","92"
"White","Wirral","79","84"
"White","Wokingham","90","94"
"White","Wolverhampton","75","83"
"White","Worcestershire","83","86"
"White","York","85","89"
