"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Local_Authority","Local_Authority_Code","Gender","Value","Value_Type","Denominator"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Hounslow","E09000018","All","86","%","3359"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Westminster","E09000033","All","80","%","1563"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Redbridge","E09000026","All","80","%","4057"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Barnet","E09000003","All","83","%","4275"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Richmond upon Thames","E09000027","All","89","%","2442"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Hillingdon","E09000017","All","81","%","4178"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Hammersmith and Fulham","E09000013","All","83","%","1494"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Harrow","E09000015","All","85","%","3074"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Enfield","E09000010","All","77","%","4638"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Newham","E09000025","All","82","%","4844"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Wandsworth","E09000032","All","85","%","2772"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Barking and Dagenham","E09000002","All","82","%","3643"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Merton","E09000024","All","85","%","2489"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Sutton","E09000029","All","81","%","2521"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Havering","E09000016","All","86","%","3159"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Kingston upon Thames","E09000021","All","85","%","2004"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","City of London","E09000001","All","!","%","!"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Bexley","E09000004","All","86","%","3145"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Southwark","E09000028","All","82","%","3391"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Tower Hamlets","E09000030","All","80","%","3351"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Kensington and Chelsea","E09000020","All","88","%","986"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Brent","E09000005","All","80","%","3844"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Ealing","E09000009","All","79","%","4537"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Hackney","E09000012","All","85","%","2698"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North East","North Tyneside","E08000022","All","83","%","2345"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North East","Darlington","E06000005","All","84","%","1317"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North East","Hartlepool","E06000001","All","80","%","1184"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North East","Northumberland","E06000057","All","87","%","3297"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North East","Gateshead","E08000037","All","83","%","2246"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North East","Newcastle upon Tyne","E08000021","All","81","%","3126"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North East","County Durham","E06000047","All","84","%","5445"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North East","South Tyneside","E08000023","All","82","%","1670"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North East","Middlesbrough","E06000002","All","75","%","1863"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North East","Redcar and Cleveland","E06000003","All","82","%","1516"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North East","Sunderland","E08000024","All","84","%","3122"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North East","Stockton-on-Tees","E06000004","All","87","%","2397"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Sefton","E08000014","All","81","%","2965"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Wigan","E08000010","All","81","%","3832"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Knowsley","E08000011","All","77","%","1831"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Halton","E06000006","All","78","%","1454"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Warrington","E06000007","All","86","%","2541"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Stockport","E08000007","All","84","%","3473"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Bury","E08000002","All","81","%","2400"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Manchester","E08000003","All","77","%","7075"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Rochdale","E08000005","All","79","%","3027"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Trafford","E08000009","All","86","%","2959"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Salford","E08000006","All","81","%","3070"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Blackpool","E06000009","All","84","%","1632"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Cheshire West and Chester","E06000050","All","82","%","3778"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Tameside","E08000008","All","82","%","2937"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Liverpool","E08000012","All","71","%","5098"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Wirral","E08000015","All","81","%","3741"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Cumbria","E10000006","All","83","%","5228"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Blackburn with Darwen","E06000008","All","82","%","2235"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Bolton","E08000001","All","79","%","3997"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Lancashire","E10000017","All","82","%","14020"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Oldham","E08000004","All","72","%","3533"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","St. Helens","E08000013","All","77","%","2072"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Cheshire East","E06000049","All","82","%","4127"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Portsmouth","E06000044","All","82","%","2340"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","East Sussex","E10000011","All","84","%","5452"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Reading","E06000038","All","76","%","1909"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Kent","E10000016","All","86","%","17857"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Oxfordshire","E10000025","All","83","%","7296"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Surrey","E10000030","All","86","%","12809"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","West Sussex","E10000032","All","78","%","9240"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Isle of Wight","E06000046","All","81","%","1286"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Southampton","E06000045","All","81","%","2840"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Slough","E06000039","All","81","%","2425"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Milton Keynes","E06000042","All","82","%","3884"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Buckinghamshire","E10000002","All","82","%","6166"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Wokingham","E06000041","All","90","%","2034"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Windsor and Maidenhead","E06000040","All","88","%","1671"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Hampshire","E10000014","All","88","%","14937"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","West Berkshire","E06000037","All","85","%","1929"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Brighton and Hove","E06000043","All","85","%","2773"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Bracknell Forest","E06000036","All","86","%","1502"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Medway","E06000035","All","82","%","3479"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Devon","E10000008","All","82","%","7907"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Gloucestershire","E10000013","All","82","%","6709"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Swindon","E06000030","All","78","%","2877"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Bournemouth","E06000028","All","84","%","1946"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Plymouth","E06000026","All","79","%","2990"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Wiltshire","E06000054","All","83","%","5369"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Somerset","E10000027","All","86","%","5829"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","South Gloucestershire","E06000025","All","86","%","3348"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Isles of Scilly","E06000053","All","!","%","!"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Dorset","E10000009","All","81","%","4116"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","North Somerset","E06000024","All","85","%","2388"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Poole","E06000029","All","86","%","1545"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Cornwall","E06000052","All","85","%","5768"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Bath and North East Somerset","E06000022","All","83","%","1874"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Torbay","E06000027","All","81","%","1429"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Bristol, City of","E06000023","All","80","%","5063"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Coventry","E08000026","All","77","%","4412"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Birmingham","E08000025","All","74","%","16173"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Staffordshire","E10000028","All","84","%","9354"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Shropshire","E06000051","All","84","%","2946"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Warwickshire","E10000031","All","84","%","6193"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Stoke-on-Trent","E06000021","All","77","%","3266"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Solihull","E08000029","All","83","%","2648"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Wolverhampton","E08000031","All","75","%","3206"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Dudley","E08000027","All","81","%","3740"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Walsall","E08000030","All","78","%","3751"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Sandwell","E08000028","All","74","%","4676"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Telford and Wrekin","E06000020","All","83","%","2263"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Herefordshire, County of","E06000019","All","85","%","1858"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Worcestershire","E10000034","All","84","%","6207"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North Yorkshire","E10000023","All","84","%","6117"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Doncaster","E08000017","All","78","%","3733"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Wakefield","E08000036","All","80","%","3949"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Rotherham","E08000018","All","79","%","3328"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Leeds","E08000035","All","74","%","9731"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Kirklees","E08000034","All","79","%","5519"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Sheffield","E08000019","All","79","%","6418"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","All","77","%","3284"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","York","E06000014","All","83","%","1968"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North Lincolnshire","E06000013","All","87","%","2025"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Barnsley","E08000016","All","80","%","2776"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Bradford","E08000032","All","76","%","8039"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Calderdale","E08000033","All","75","%","2767"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","All","85","%","3469"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North East Lincolnshire","E06000012","All","79","%","1925"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","East","Norfolk","E10000020","Boys","83","%","4604"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","East","Cambridgeshire","E10000003","Boys","80","%","3655"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","East","Luton","E06000032","Boys","74","%","1718"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","East","Essex","E10000012","Boys","80","%","8465"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","East","Central Bedfordshire","E06000056","Boys","83","%","1727"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","East","Hertfordshire","E10000015","Boys","83","%","7306"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","East","Southend-on-Sea","E06000033","Boys","79","%","1126"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","East","Thurrock","E06000034","Boys","77","%","1222"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","East","Suffolk","E10000029","Boys","79","%","4047"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","East","Bedford","E06000055","Boys","79","%","1109"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","East","Peterborough","E06000031","Boys","71","%","1537"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Nottinghamshire","E10000024","Boys","79","%","4701"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Nottingham","E06000018","Boys","72","%","1975"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Derbyshire","E10000007","Boys","84","%","4297"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Northamptonshire","E10000021","Boys","78","%","4807"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Lincolnshire","E10000019","Boys","79","%","4070"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Derby","E06000015","Boys","72","%","1751"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Rutland","E06000017","Boys","85","%","190"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Leicester","E06000016","Boys","72","%","2365"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Leicestershire","E10000018","Boys","83","%","3901"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Sutton","E09000029","Boys","77","%","1285"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Kingston upon Thames","E09000021","Boys","84","%","995"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Hillingdon","E09000017","Boys","78","%","2138"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Harrow","E09000015","Boys","81","%","1579"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Bromley","E09000006","Boys","85","%","1976"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Enfield","E09000010","Boys","74","%","2407"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","City of London","E09000001","Boys","!","%","!"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Tower Hamlets","E09000030","Boys","76","%","1724"
