"Title","Mathematics attainments for children aged 5 to 7 by ethnicity, area and gender"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 1 statistics https://www.gov.uk/government/statistics/phonics-screening-check-and-key-stage-1-assessments-england-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Region","Local Authority","LA Code","Ethnicity","Ethnicity type","Gender","Gender_type","Value","Value_girls"
"South East","West Sussex","E10000032","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"London","Westminster","E09000033","Chinese","ONS 5","Boys","All/Boys/Girls","100","100"
"North West","Wigan","E08000010","Chinese","ONS 5","Boys","All/Boys/Girls","!","100"
"South West","Wiltshire","E06000054","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"South East","Windsor and Maidenhead","E06000040","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"North West","Wirral","E08000015","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"South East","Wokingham","E06000041","Chinese","ONS 5","Boys","All/Boys/Girls","!","100"
"West Midlands","Wolverhampton","E08000031","Chinese","ONS 5","Boys","All/Boys/Girls","!","100"
"West Midlands","Worcestershire","E10000034","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Yorkshire and The Humber","York","E06000014","Chinese","ONS 5","Boys","All/Boys/Girls","!","100"
"London","Barking and Dagenham","E09000002","Mixed","ONS 5","Boys","All/Boys/Girls","72","75"
"London","Barnet","E09000003","Mixed","ONS 5","Boys","All/Boys/Girls","72","72"
"Yorkshire and The Humber","Barnsley","E08000016","Mixed","ONS 5","Boys","All/Boys/Girls","78","61"
"South West","Bath and North East Somerset","E06000022","Mixed","ONS 5","Boys","All/Boys/Girls","67","82"
"East","Bedford","E06000055","Mixed","ONS 5","Boys","All/Boys/Girls","67","71"
"London","Bexley","E09000004","Mixed","ONS 5","Boys","All/Boys/Girls","79","82"
"West Midlands","Birmingham","E08000025","Mixed","ONS 5","Boys","All/Boys/Girls","64","69"
"North West","Blackburn with Darwen","E06000008","Mixed","ONS 5","Boys","All/Boys/Girls","62","71"
"North West","Blackpool","E06000009","Mixed","ONS 5","Boys","All/Boys/Girls","67","84"
"North West","Bolton","E08000001","Mixed","ONS 5","Boys","All/Boys/Girls","71","70"
"South West","Bournemouth","E06000028","Mixed","ONS 5","Boys","All/Boys/Girls","75","73"
"South East","Bracknell Forest","E06000036","Mixed","ONS 5","Boys","All/Boys/Girls","89","79"
"Yorkshire and The Humber","Bradford","E08000032","Mixed","ONS 5","Boys","All/Boys/Girls","65","75"
"London","Brent","E09000005","Mixed","ONS 5","Boys","All/Boys/Girls","74","82"
"South East","Brighton and Hove","E06000043","Mixed","ONS 5","Boys","All/Boys/Girls","77","71"
"South West","Bristol, City of","E06000023","Mixed","ONS 5","Boys","All/Boys/Girls","65","66"
"London","Bromley","E09000006","Mixed","ONS 5","Boys","All/Boys/Girls","74","83"
"South East","Buckinghamshire","E10000002","Mixed","ONS 5","Boys","All/Boys/Girls","70","73"
"North West","Bury","E08000002","Mixed","ONS 5","Boys","All/Boys/Girls","63","77"
"Yorkshire and The Humber","Calderdale","E08000033","Mixed","ONS 5","Boys","All/Boys/Girls","70","63"
"East","Cambridgeshire","E10000003","Mixed","ONS 5","Boys","All/Boys/Girls","67","78"
"London","Camden","E09000007","Mixed","ONS 5","Boys","All/Boys/Girls","79","71"
"East","Central Bedfordshire","E06000056","Mixed","ONS 5","Boys","All/Boys/Girls","70","66"
"North West","Cheshire East","E06000049","Mixed","ONS 5","Boys","All/Boys/Girls","76","57"
"North West","Cheshire West and Chester","E06000050","Mixed","ONS 5","Boys","All/Boys/Girls","78","79"
"London","City of London","E09000001","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"South West","Cornwall","E06000052","Mixed","ONS 5","Boys","All/Boys/Girls","80","74"
"North East","County Durham","E06000047","Mixed","ONS 5","Boys","All/Boys/Girls","79","74"
"West Midlands","Coventry","E08000026","Mixed","ONS 5","Boys","All/Boys/Girls","69","72"
"London","Croydon","E09000008","Mixed","ONS 5","Boys","All/Boys/Girls","72","75"
"North West","Cumbria","E10000006","Mixed","ONS 5","Boys","All/Boys/Girls","57","74"
"North East","Darlington","E06000005","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"East Midlands","Derby","E06000015","Mixed","ONS 5","Boys","All/Boys/Girls","64","71"
"East Midlands","Derbyshire","E10000007","Mixed","ONS 5","Boys","All/Boys/Girls","67","77"
"South West","Devon","E10000008","Mixed","ONS 5","Boys","All/Boys/Girls","72","67"
"Yorkshire and The Humber","Doncaster","E08000017","Mixed","ONS 5","Boys","All/Boys/Girls","63","76"
"South West","Dorset","E10000009","Mixed","ONS 5","Boys","All/Boys/Girls","64","80"
"West Midlands","Dudley","E08000027","Mixed","ONS 5","Boys","All/Boys/Girls","72","78"
"London","Ealing","E09000009","Mixed","ONS 5","Boys","All/Boys/Girls","77","79"
"Yorkshire and The Humber","East Riding of Yorkshire","E06000011","Mixed","ONS 5","Boys","All/Boys/Girls","69","82"
"South East","East Sussex","E10000011","Mixed","ONS 5","Boys","All/Boys/Girls","70","81"
"London","Enfield","E09000010","Mixed","ONS 5","Boys","All/Boys/Girls","74","77"
"East","Essex","E10000012","Mixed","ONS 5","Boys","All/Boys/Girls","75","74"
"North East","Gateshead","E08000037","Mixed","ONS 5","Boys","All/Boys/Girls","82","71"
"South West","Gloucestershire","E10000013","Mixed","ONS 5","Boys","All/Boys/Girls","72","68"
"London","Greenwich","E09000011","Mixed","ONS 5","Boys","All/Boys/Girls","82","83"
"London","Hackney","E09000012","Mixed","ONS 5","Boys","All/Boys/Girls","84","86"
"North West","Halton","E06000006","Mixed","ONS 5","Boys","All/Boys/Girls","79","61"
"London","Hammersmith and Fulham","E09000013","Mixed","ONS 5","Boys","All/Boys/Girls","76","72"
"South East","Hampshire","E10000014","Mixed","ONS 5","Boys","All/Boys/Girls","76","78"
"London","Haringey","E09000014","Mixed","ONS 5","Boys","All/Boys/Girls","83","82"
"London","Harrow","E09000015","Mixed","ONS 5","Boys","All/Boys/Girls","80","71"
"North East","Hartlepool","E06000001","Mixed","ONS 5","Boys","All/Boys/Girls","57","56"
"London","Havering","E09000016","Mixed","ONS 5","Boys","All/Boys/Girls","74","78"
"West Midlands","Herefordshire, County of","E06000019","Mixed","ONS 5","Boys","All/Boys/Girls","83","82"
"East","Hertfordshire","E10000015","Mixed","ONS 5","Boys","All/Boys/Girls","78","79"
"London","Hillingdon","E09000017","Mixed","ONS 5","Boys","All/Boys/Girls","74","80"
"London","Hounslow","E09000018","Mixed","ONS 5","Boys","All/Boys/Girls","84","78"
"South East","Isle of Wight","E06000046","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"South West","Isles of Scilly","E06000053","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"London","Islington","E09000019","Mixed","ONS 5","Boys","All/Boys/Girls","78","80"
"London","Kensington and Chelsea","E09000020","Mixed","ONS 5","Boys","All/Boys/Girls","69","87"
"South East","Kent","E10000016","Mixed","ONS 5","Boys","All/Boys/Girls","81","84"
"Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","Mixed","ONS 5","Boys","All/Boys/Girls","77","82"
"London","Kingston upon Thames","E09000021","Mixed","ONS 5","Boys","All/Boys/Girls","74","70"
"Yorkshire and The Humber","Kirklees","E08000034","Mixed","ONS 5","Boys","All/Boys/Girls","63","71"
"North West","Knowsley","E08000011","Mixed","ONS 5","Boys","All/Boys/Girls","76","65"
"London","Lambeth","E09000022","Mixed","ONS 5","Boys","All/Boys/Girls","78","81"
"North West","Lancashire","E10000017","Mixed","ONS 5","Boys","All/Boys/Girls","66","74"
"Yorkshire and The Humber","Leeds","E08000035","Mixed","ONS 5","Boys","All/Boys/Girls","60","57"
"East Midlands","Leicester","E06000016","Mixed","ONS 5","Boys","All/Boys/Girls","63","65"
"East Midlands","Leicestershire","E10000018","Mixed","ONS 5","Boys","All/Boys/Girls","76","69"
"London","Lewisham","E09000023","Mixed","ONS 5","Boys","All/Boys/Girls","80","79"
"East Midlands","Lincolnshire","E10000019","Mixed","ONS 5","Boys","All/Boys/Girls","80","81"
"North West","Liverpool","E08000012","Mixed","ONS 5","Boys","All/Boys/Girls","57","70"
"East","Luton","E06000032","Mixed","ONS 5","Boys","All/Boys/Girls","74","75"
"North West","Manchester","E08000003","Mixed","ONS 5","Boys","All/Boys/Girls","74","71"
"South East","Medway","E06000035","Mixed","ONS 5","Boys","All/Boys/Girls","80","79"
"London","Merton","E09000024","Mixed","ONS 5","Boys","All/Boys/Girls","68","69"
"North East","Middlesbrough","E06000002","Mixed","ONS 5","Boys","All/Boys/Girls","64","64"
"South East","Milton Keynes","E06000042","Mixed","ONS 5","Boys","All/Boys/Girls","70","77"
"North East","Newcastle upon Tyne","E08000021","Mixed","ONS 5","Boys","All/Boys/Girls","78","83"
"London","Newham","E09000025","Mixed","ONS 5","Boys","All/Boys/Girls","82","88"
"East","Norfolk","E10000020","Mixed","ONS 5","Boys","All/Boys/Girls","73","75"
"Yorkshire and The Humber","North East Lincolnshire","E06000012","Mixed","ONS 5","Boys","All/Boys/Girls","84","75"
"Yorkshire and The Humber","North Lincolnshire","E06000013","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"South West","North Somerset","E06000024","Mixed","ONS 5","Boys","All/Boys/Girls","83","84"
"North East","North Tyneside","E08000022","Mixed","ONS 5","Boys","All/Boys/Girls","78","67"
"Yorkshire and The Humber","North Yorkshire","E10000023","Mixed","ONS 5","Boys","All/Boys/Girls","66","69"
"East Midlands","Northamptonshire","E10000021","Mixed","ONS 5","Boys","All/Boys/Girls","69","71"
"North East","Northumberland","E06000057","Mixed","ONS 5","Boys","All/Boys/Girls","77","67"
"East Midlands","Nottingham","E06000018","Mixed","ONS 5","Boys","All/Boys/Girls","67","68"
"East Midlands","Nottinghamshire","E10000024","Mixed","ONS 5","Boys","All/Boys/Girls","74","66"
"North West","Oldham","E08000004","Mixed","ONS 5","Boys","All/Boys/Girls","65","66"
"South East","Oxfordshire","E10000025","Mixed","ONS 5","Boys","All/Boys/Girls","70","72"
"East","Peterborough","E06000031","Mixed","ONS 5","Boys","All/Boys/Girls","70","65"
"South West","Plymouth","E06000026","Mixed","ONS 5","Boys","All/Boys/Girls","72","62"
"South West","Poole","E06000029","Mixed","ONS 5","Boys","All/Boys/Girls","78","77"
"South East","Portsmouth","E06000044","Mixed","ONS 5","Boys","All/Boys/Girls","69","73"
"South East","Reading","E06000038","Mixed","ONS 5","Boys","All/Boys/Girls","73","71"
"London","Redbridge","E09000026","Mixed","ONS 5","Boys","All/Boys/Girls","72","79"
"North East","Redcar and Cleveland","E06000003","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"London","Richmond upon Thames","E09000027","Mixed","ONS 5","Boys","All/Boys/Girls","76","77"
"North West","Rochdale","E08000005","Mixed","ONS 5","Boys","All/Boys/Girls","77","69"
"Yorkshire and The Humber","Rotherham","E08000018","Mixed","ONS 5","Boys","All/Boys/Girls","63","76"
"East Midlands","Rutland","E06000017","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"North West","Salford","E08000006","Mixed","ONS 5","Boys","All/Boys/Girls","73","75"
"West Midlands","Sandwell","E08000028","Mixed","ONS 5","Boys","All/Boys/Girls","68","73"
"North West","Sefton","E08000014","Mixed","ONS 5","Boys","All/Boys/Girls","61","84"
"Yorkshire and The Humber","Sheffield","E08000019","Mixed","ONS 5","Boys","All/Boys/Girls","66","73"
"West Midlands","Shropshire","E06000051","Mixed","ONS 5","Boys","All/Boys/Girls","69","78"
"South East","Slough","E06000039","Mixed","ONS 5","Boys","All/Boys/Girls","77","71"
"West Midlands","Solihull","E08000029","Mixed","ONS 5","Boys","All/Boys/Girls","74","77"
"South West","Somerset","E10000027","Mixed","ONS 5","Boys","All/Boys/Girls","69","80"
"South West","South Gloucestershire","E06000025","Mixed","ONS 5","Boys","All/Boys/Girls","69","78"
"North East","South Tyneside","E08000023","Mixed","ONS 5","Boys","All/Boys/Girls","74","60"
"South East","Southampton","E06000045","Mixed","ONS 5","Boys","All/Boys/Girls","76","74"
"East","Southend-on-Sea","E06000033","Mixed","ONS 5","Boys","All/Boys/Girls","69","73"
"London","Southwark","E09000028","Mixed","ONS 5","Boys","All/Boys/Girls","67","74"
"North West","St. Helens","E08000013","Mixed","ONS 5","Boys","All/Boys/Girls","59","72"
"West Midlands","Staffordshire","E10000028","Mixed","ONS 5","Boys","All/Boys/Girls","74","75"
"North West","Stockport","E08000007","Mixed","ONS 5","Boys","All/Boys/Girls","74","80"
"North East","Stockton-on-Tees","E06000004","Mixed","ONS 5","Boys","All/Boys/Girls","68","81"
"West Midlands","Stoke-on-Trent","E06000021","Mixed","ONS 5","Boys","All/Boys/Girls","64","81"
"East","Suffolk","E10000029","Mixed","ONS 5","Boys","All/Boys/Girls","71","71"
"North East","Sunderland","E08000024","Mixed","ONS 5","Boys","All/Boys/Girls","65","76"
"South East","Surrey","E10000030","Mixed","ONS 5","Boys","All/Boys/Girls","75","81"
"London","Sutton","E09000029","Mixed","ONS 5","Boys","All/Boys/Girls","83","79"
"South West","Swindon","E06000030","Mixed","ONS 5","Boys","All/Boys/Girls","64","79"
"North West","Tameside","E08000008","Mixed","ONS 5","Boys","All/Boys/Girls","70","77"
"West Midlands","Telford and Wrekin","E06000020","Mixed","ONS 5","Boys","All/Boys/Girls","78","63"
"East","Thurrock","E06000034","Mixed","ONS 5","Boys","All/Boys/Girls","73","74"
"South West","Torbay","E06000027","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"London","Tower Hamlets","E09000030","Mixed","ONS 5","Boys","All/Boys/Girls","71","85"
"North West","Trafford","E08000009","Mixed","ONS 5","Boys","All/Boys/Girls","71","72"
"Yorkshire and The Humber","Wakefield","E08000036","Mixed","ONS 5","Boys","All/Boys/Girls","70","78"
"West Midlands","Walsall","E08000030","Mixed","ONS 5","Boys","All/Boys/Girls","64","74"
"London","Waltham Forest","E09000031","Mixed","ONS 5","Boys","All/Boys/Girls","82","80"
"London","Wandsworth","E09000032","Mixed","ONS 5","Boys","All/Boys/Girls","77","69"
"North West","Warrington","E06000007","Mixed","ONS 5","Boys","All/Boys/Girls","77","73"
"West Midlands","Warwickshire","E10000031","Mixed","ONS 5","Boys","All/Boys/Girls","76","74"
"South East","West Berkshire","E06000037","Mixed","ONS 5","Boys","All/Boys/Girls","71","91"
"South East","West Sussex","E10000032","Mixed","ONS 5","Boys","All/Boys/Girls","66","63"
"London","Westminster","E09000033","Mixed","ONS 5","Boys","All/Boys/Girls","77","83"
"North West","Wigan","E08000010","Mixed","ONS 5","Boys","All/Boys/Girls","79","83"
"South West","Wiltshire","E06000054","Mixed","ONS 5","Boys","All/Boys/Girls","74","74"
"South East","Windsor and Maidenhead","E06000040","Mixed","ONS 5","Boys","All/Boys/Girls","84","79"
"North West","Wirral","E08000015","Mixed","ONS 5","Boys","All/Boys/Girls","75","85"
"South East","Wokingham","E06000041","Mixed","ONS 5","Boys","All/Boys/Girls","87","74"
"West Midlands","Wolverhampton","E08000031","Mixed","ONS 5","Boys","All/Boys/Girls","67","76"
"West Midlands","Worcestershire","E10000034","Mixed","ONS 5","Boys","All/Boys/Girls","69","71"
"Yorkshire and The Humber","York","E06000014","Mixed","ONS 5","Boys","All/Boys/Girls","67","75"
"London","Barking and Dagenham","E09000002","White","ONS 5","Boys","All/Boys/Girls","70","72"
"London","Barnet","E09000003","White","ONS 5","Boys","All/Boys/Girls","78","75"
"Yorkshire and The Humber","Barnsley","E08000016","White","ONS 5","Boys","All/Boys/Girls","68","74"
"South West","Bath and North East Somerset","E06000022","White","ONS 5","Boys","All/Boys/Girls","74","72"
"East","Bedford","E06000055","White","ONS 5","Boys","All/Boys/Girls","74","71"
"London","Bexley","E09000004","White","ONS 5","Boys","All/Boys/Girls","77","78"
"West Midlands","Birmingham","E08000025","White","ONS 5","Boys","All/Boys/Girls","65","69"
"North West","Blackburn with Darwen","E06000008","White","ONS 5","Boys","All/Boys/Girls","75","75"
"North West","Blackpool","E06000009","White","ONS 5","Boys","All/Boys/Girls","74","74"
"North West","Bolton","E08000001","White","ONS 5","Boys","All/Boys/Girls","72","73"
"South West","Bournemouth","E06000028","White","ONS 5","Boys","All/Boys/Girls","71","70"
"South East","Bracknell Forest","E06000036","White","ONS 5","Boys","All/Boys/Girls","76","73"
"Yorkshire and The Humber","Bradford","E08000032","White","ONS 5","Boys","All/Boys/Girls","68","70"
"London","Brent","E09000005","White","ONS 5","Boys","All/Boys/Girls","74","74"
"South East","Brighton and Hove","E06000043","White","ONS 5","Boys","All/Boys/Girls","74","74"
"South West","Bristol, City of","E06000023","White","ONS 5","Boys","All/Boys/Girls","72","75"
"London","Bromley","E09000006","White","ONS 5","Boys","All/Boys/Girls","79","78"
"South East","Buckinghamshire","E10000002","White","ONS 5","Boys","All/Boys/Girls","73","74"
"North West","Bury","E08000002","White","ONS 5","Boys","All/Boys/Girls","70","73"
"Yorkshire and The Humber","Calderdale","E08000033","White","ONS 5","Boys","All/Boys/Girls","67","70"
"East","Cambridgeshire","E10000003","White","ONS 5","Boys","All/Boys/Girls","71","72"
"London","Camden","E09000007","White","ONS 5","Boys","All/Boys/Girls","80","75"
"East","Central Bedfordshire","E06000056","White","ONS 5","Boys","All/Boys/Girls","75","78"
"North West","Cheshire East","E06000049","White","ONS 5","Boys","All/Boys/Girls","70","72"
"North West","Cheshire West and Chester","E06000050","White","ONS 5","Boys","All/Boys/Girls","68","71"
"London","City of London","E09000001","White","ONS 5","Boys","All/Boys/Girls","!","!"
"South West","Cornwall","E06000052","White","ONS 5","Boys","All/Boys/Girls","70","72"
"North East","County Durham","E06000047","White","ONS 5","Boys","All/Boys/Girls","73","77"
"West Midlands","Coventry","E08000026","White","ONS 5","Boys","All/Boys/Girls","68","67"
"London","Croydon","E09000008","White","ONS 5","Boys","All/Boys/Girls","75","73"
"North West","Cumbria","E10000006","White","ONS 5","Boys","All/Boys/Girls","66","68"
"North East","Darlington","E06000005","White","ONS 5","Boys","All/Boys/Girls","75","76"
"East Midlands","Derby","E06000015","White","ONS 5","Boys","All/Boys/Girls","63","64"
"East Midlands","Derbyshire","E10000007","White","ONS 5","Boys","All/Boys/Girls","72","74"
"South West","Devon","E10000008","White","ONS 5","Boys","All/Boys/Girls","69","71"
"Yorkshire and The Humber","Doncaster","E08000017","White","ONS 5","Boys","All/Boys/Girls","70","71"
"South West","Dorset","E10000009","White","ONS 5","Boys","All/Boys/Girls","68","68"
"West Midlands","Dudley","E08000027","White","ONS 5","Boys","All/Boys/Girls","70","74"
"London","Ealing","E09000009","White","ONS 5","Boys","All/Boys/Girls","76","75"
"Yorkshire and The Humber","East Riding of Yorkshire","E06000011","White","ONS 5","Boys","All/Boys/Girls","73","75"
"South East","East Sussex","E10000011","White","ONS 5","Boys","All/Boys/Girls","74","76"
"London","Enfield","E09000010","White","ONS 5","Boys","All/Boys/Girls","72","72"
"East","Essex","E10000012","White","ONS 5","Boys","All/Boys/Girls","73","76"
"North East","Gateshead","E08000037","White","ONS 5","Boys","All/Boys/Girls","74","75"
"South West","Gloucestershire","E10000013","White","ONS 5","Boys","All/Boys/Girls","69","69"
"London","Greenwich","E09000011","White","ONS 5","Boys","All/Boys/Girls","78","81"
"London","Hackney","E09000012","White","ONS 5","Boys","All/Boys/Girls","82","85"
"North West","Halton","E06000006","White","ONS 5","Boys","All/Boys/Girls","65","64"
"London","Hammersmith and Fulham","E09000013","White","ONS 5","Boys","All/Boys/Girls","82","82"
"South East","Hampshire","E10000014","White","ONS 5","Boys","All/Boys/Girls","76","78"
"London","Haringey","E09000014","White","ONS 5","Boys","All/Boys/Girls","80","79"
"London","Harrow","E09000015","White","ONS 5","Boys","All/Boys/Girls","68","74"
"North East","Hartlepool","E06000001","White","ONS 5","Boys","All/Boys/Girls","69","74"
"London","Havering","E09000016","White","ONS 5","Boys","All/Boys/Girls","77","77"
"West Midlands","Herefordshire, County of","E06000019","White","ONS 5","Boys","All/Boys/Girls","75","74"
"East","Hertfordshire","E10000015","White","ONS 5","Boys","All/Boys/Girls","76","77"
"London","Hillingdon","E09000017","White","ONS 5","Boys","All/Boys/Girls","71","73"
"London","Hounslow","E09000018","White","ONS 5","Boys","All/Boys/Girls","77","76"
"South East","Isle of Wight","E06000046","White","ONS 5","Boys","All/Boys/Girls","73","73"
"South West","Isles of Scilly","E06000053","White","ONS 5","Boys","All/Boys/Girls","!","!"
"London","Islington","E09000019","White","ONS 5","Boys","All/Boys/Girls","78","75"
"London","Kensington and Chelsea","E09000020","White","ONS 5","Boys","All/Boys/Girls","84","84"
"South East","Kent","E10000016","White","ONS 5","Boys","All/Boys/Girls","76","78"
"Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","White","ONS 5","Boys","All/Boys/Girls","71","74"
"London","Kingston upon Thames","E09000021","White","ONS 5","Boys","All/Boys/Girls","75","74"
"Yorkshire and The Humber","Kirklees","E08000034","White","ONS 5","Boys","All/Boys/Girls","72","72"
"North West","Knowsley","E08000011","White","ONS 5","Boys","All/Boys/Girls","66","67"
"London","Lambeth","E09000022","White","ONS 5","Boys","All/Boys/Girls","79","80"
"North West","Lancashire","E10000017","White","ONS 5","Boys","All/Boys/Girls","72","74"
"Yorkshire and The Humber","Leeds","E08000035","White","ONS 5","Boys","All/Boys/Girls","65","66"
"East Midlands","Leicester","E06000016","White","ONS 5","Boys","All/Boys/Girls","60","60"
"East Midlands","Leicestershire","E10000018","White","ONS 5","Boys","All/Boys/Girls","71","72"
"London","Lewisham","E09000023","White","ONS 5","Boys","All/Boys/Girls","80","83"
"East Midlands","Lincolnshire","E10000019","White","ONS 5","Boys","All/Boys/Girls","69","73"
"North West","Liverpool","E08000012","White","ONS 5","Boys","All/Boys/Girls","61","64"
"East","Luton","E06000032","White","ONS 5","Boys","All/Boys/Girls","70","70"
"North West","Manchester","E08000003","White","ONS 5","Boys","All/Boys/Girls","70","71"
"South East","Medway","E06000035","White","ONS 5","Boys","All/Boys/Girls","72","76"
"London","Merton","E09000024","White","ONS 5","Boys","All/Boys/Girls","72","73"
"North East","Middlesbrough","E06000002","White","ONS 5","Boys","All/Boys/Girls","65","66"
"South East","Milton Keynes","E06000042","White","ONS 5","Boys","All/Boys/Girls","70","72"
"North East","Newcastle upon Tyne","E08000021","White","ONS 5","Boys","All/Boys/Girls","73","74"
"London","Newham","E09000025","White","ONS 5","Boys","All/Boys/Girls","74","74"
"East","Norfolk","E10000020","White","ONS 5","Boys","All/Boys/Girls","73","75"
"Yorkshire and The Humber","North East Lincolnshire","E06000012","White","ONS 5","Boys","All/Boys/Girls","70","74"
"Yorkshire and The Humber","North Lincolnshire","E06000013","White","ONS 5","Boys","All/Boys/Girls","76","79"
"South West","North Somerset","E06000024","White","ONS 5","Boys","All/Boys/Girls","76","77"
"North East","North Tyneside","E08000022","White","ONS 5","Boys","All/Boys/Girls","75","75"
"Yorkshire and The Humber","North Yorkshire","E10000023","White","ONS 5","Boys","All/Boys/Girls","71","70"
"East Midlands","Northamptonshire","E10000021","White","ONS 5","Boys","All/Boys/Girls","69","71"
"North East","Northumberland","E06000057","White","ONS 5","Boys","All/Boys/Girls","75","78"
"East Midlands","Nottingham","E06000018","White","ONS 5","Boys","All/Boys/Girls","66","68"
"East Midlands","Nottinghamshire","E10000024","White","ONS 5","Boys","All/Boys/Girls","71","72"
"North West","Oldham","E08000004","White","ONS 5","Boys","All/Boys/Girls","67","70"
"South East","Oxfordshire","E10000025","White","ONS 5","Boys","All/Boys/Girls","71","72"
"East","Peterborough","E06000031","White","ONS 5","Boys","All/Boys/Girls","69","72"
"South West","Plymouth","E06000026","White","ONS 5","Boys","All/Boys/Girls","70","68"
"South West","Poole","E06000029","White","ONS 5","Boys","All/Boys/Girls","76","76"
"South East","Portsmouth","E06000044","White","ONS 5","Boys","All/Boys/Girls","69","73"
"South East","Reading","E06000038","White","ONS 5","Boys","All/Boys/Girls","73","77"
"London","Redbridge","E09000026","White","ONS 5","Boys","All/Boys/Girls","71","73"
"North East","Redcar and Cleveland","E06000003","White","ONS 5","Boys","All/Boys/Girls","74","78"
"London","Richmond upon Thames","E09000027","White","ONS 5","Boys","All/Boys/Girls","79","79"
"North West","Rochdale","E08000005","White","ONS 5","Boys","All/Boys/Girls","68","75"
"Yorkshire and The Humber","Rotherham","E08000018","White","ONS 5","Boys","All/Boys/Girls","70","73"
"East Midlands","Rutland","E06000017","White","ONS 5","Boys","All/Boys/Girls","79","80"
"North West","Salford","E08000006","White","ONS 5","Boys","All/Boys/Girls","74","75"
"West Midlands","Sandwell","E08000028","White","ONS 5","Boys","All/Boys/Girls","65","68"
"North West","Sefton","E08000014","White","ONS 5","Boys","All/Boys/Girls","72","75"
"Yorkshire and The Humber","Sheffield","E08000019","White","ONS 5","Boys","All/Boys/Girls","71","74"
"West Midlands","Shropshire","E06000051","White","ONS 5","Boys","All/Boys/Girls","70","68"
"South East","Slough","E06000039","White","ONS 5","Boys","All/Boys/Girls","73","70"
"West Midlands","Solihull","E08000029","White","ONS 5","Boys","All/Boys/Girls","75","76"
"South West","Somerset","E10000027","White","ONS 5","Boys","All/Boys/Girls","73","74"
"South West","South Gloucestershire","E06000025","White","ONS 5","Boys","All/Boys/Girls","74","75"
"North East","South Tyneside","E08000023","White","ONS 5","Boys","All/Boys/Girls","76","80"
"South East","Southampton","E06000045","White","ONS 5","Boys","All/Boys/Girls","73","76"
"East","Southend-on-Sea","E06000033","White","ONS 5","Boys","All/Boys/Girls","72","76"
"London","Southwark","E09000028","White","ONS 5","Boys","All/Boys/Girls","80","77"
"North West","St. Helens","E08000013","White","ONS 5","Boys","All/Boys/Girls","66","69"
"West Midlands","Staffordshire","E10000028","White","ONS 5","Boys","All/Boys/Girls","74","77"
"North West","Stockport","E08000007","White","ONS 5","Boys","All/Boys/Girls","73","73"
"North East","Stockton-on-Tees","E06000004","White","ONS 5","Boys","All/Boys/Girls","74","78"
"West Midlands","Stoke-on-Trent","E06000021","White","ONS 5","Boys","All/Boys/Girls","68","72"
"East","Suffolk","E10000029","White","ONS 5","Boys","All/Boys/Girls","71","72"
"North East","Sunderland","E08000024","White","ONS 5","Boys","All/Boys/Girls","74","78"
"South East","Surrey","E10000030","White","ONS 5","Boys","All/Boys/Girls","75","77"
"London","Sutton","E09000029","White","ONS 5","Boys","All/Boys/Girls","71","76"
"South West","Swindon","E06000030","White","ONS 5","Boys","All/Boys/Girls","68","70"
"North West","Tameside","E08000008","White","ONS 5","Boys","All/Boys/Girls","68","73"
"West Midlands","Telford and Wrekin","E06000020","White","ONS 5","Boys","All/Boys/Girls","74","79"
"East","Thurrock","E06000034","White","ONS 5","Boys","All/Boys/Girls","75","72"
"South West","Torbay","E06000027","White","ONS 5","Boys","All/Boys/Girls","66","72"
"London","Tower Hamlets","E09000030","White","ONS 5","Boys","All/Boys/Girls","71","78"
"North West","Trafford","E08000009","White","ONS 5","Boys","All/Boys/Girls","78","77"
"Yorkshire and The Humber","Wakefield","E08000036","White","ONS 5","Boys","All/Boys/Girls","69","74"
"West Midlands","Walsall","E08000030","White","ONS 5","Boys","All/Boys/Girls","69","73"
"London","Waltham Forest","E09000031","White","ONS 5","Boys","All/Boys/Girls","78","81"
"London","Wandsworth","E09000032","White","ONS 5","Boys","All/Boys/Girls","86","85"
"North West","Warrington","E06000007","White","ONS 5","Boys","All/Boys/Girls","75","77"
"West Midlands","Warwickshire","E10000031","White","ONS 5","Boys","All/Boys/Girls","73","75"
"South East","West Berkshire","E06000037","White","ONS 5","Boys","All/Boys/Girls","73","70"
"South East","West Sussex","E10000032","White","ONS 5","Boys","All/Boys/Girls","63","65"
