"Title"," EBacc entry by ethnicity, gender and area"
"Location","England"
"Time period","2015 to 2016"
"Data source","Revised GCSE and equivalent results in England: 2015 to 2016"
"Source","https://ethnicity-facts-and-figures.herokuapp.com"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval","Notes","Boys-Value","Boys-Denominator","Girls-Value","Girls-Denominator"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Swindon","Local Authority","E06000030","All pupils","All pupils","30","60","NA","NA","","28","29","32","31"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Torbay","Local Authority","E06000027","All pupils","All pupils","43","40","NA","NA","","50","18","36","22"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Wiltshire","Local Authority","E06000054","All pupils","All pupils","52","115","NA","NA","","53","61","52","54"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","County Durham","Local Authority","E06000047","All pupils","All pupils","76","33","NA","NA","","82","17","69","16"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Darlington","Local Authority","E06000005","All pupils","All pupils","43","21","NA","NA","","38","8","46","13"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Gateshead","Local Authority","E08000037","All pupils","All pupils","60","35","NA","NA","","x","20","x","15"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Hartlepool","Local Authority","E06000001","All pupils","All pupils","64","14","NA","NA","","x","7","x","7"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","22","172","NA","NA","","16","77","26","95"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","45","249","NA","NA","","39","135","51","114"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","North Tyneside","Local Authority","E08000022","All pupils","All pupils","45","38","NA","NA","","33","12","50","26"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Northumberland","Local Authority","E06000057","All pupils","All pupils","50","42","NA","NA","","44","25","59","17"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","43","21","NA","NA","","x","11","x","10"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","South Tyneside","Local Authority","E08000023","All pupils","All pupils","49","57","NA","NA","","39","26","58","31"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","43","106","NA","NA","","28","54","58","52"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Sunderland","Local Authority","E08000024","All pupils","All pupils","57","90","NA","NA","","32","34","71","56"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","48","735","NA","NA","","38","388","58","347"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Blackpool","Local Authority","E06000009","All pupils","All pupils","32","19","NA","NA","","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Bolton","Local Authority","E08000001","All pupils","All pupils","58","611","NA","NA","","47","334","70","277"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Bury","Local Authority","E08000002","All pupils","All pupils","48","244","NA","NA","","48","120","48","124"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Cheshire East","Local Authority","E06000049","All pupils","All pupils","39","62","NA","NA","","35","26","42","36"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","38","37","NA","NA","","33","18","42","19"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Cumbria","Local Authority","E10000006","All pupils","All pupils","39","31","NA","NA","","29","14","47","17"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Halton","Local Authority","E06000006","All pupils","All pupils","x","x","NA","NA","Suppressed","x","x",".","0"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Knowsley","Local Authority","E08000011","All pupils","All pupils","x","x","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Lancashire","Local Authority","E10000017","All pupils","All pupils","36","1147","NA","NA","","29","593","43","554"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Liverpool","Local Authority","E08000012","All pupils","All pupils","61","132","NA","NA","","62","71","59","61"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Manchester","Local Authority","E08000003","All pupils","All pupils","44","974","NA","NA","","30","478","59","496"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Oldham","Local Authority","E08000004","All pupils","All pupils","22","822","NA","NA","","16","423","28","399"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Rochdale","Local Authority","E08000005","All pupils","All pupils","37","551","NA","NA","","25","279","48","272"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Salford","Local Authority","E08000006","All pupils","All pupils","55","38","NA","NA","","43","21","71","17"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Sefton","Local Authority","E08000014","All pupils","All pupils","52","23","NA","NA","","50","14","56","9"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","St. Helens","Local Authority","E08000013","All pupils","All pupils","50","14","NA","NA","","x","5","x","9"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Stockport","Local Authority","E08000007","All pupils","All pupils","57","168","NA","NA","","47","88","68","80"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Tameside","Local Authority","E08000008","All pupils","All pupils","35","253","NA","NA","","25","128","45","125"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Trafford","Local Authority","E08000009","All pupils","All pupils","46","327","NA","NA","","37","185","56","142"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Warrington","Local Authority","E06000007","All pupils","All pupils","53","49","NA","NA","","53","30","53","19"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Wigan","Local Authority","E08000010","All pupils","All pupils","30","30","NA","NA","","25","20","40","10"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Wirral","Local Authority","E08000015","All pupils","All pupils","67","64","NA","NA","","78","23","61","41"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Barnsley","Local Authority","E08000016","All pupils","All pupils","x","6","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Bradford","Local Authority","E08000032","All pupils","All pupils","34","2482","NA","NA","","26","1275","42","1207"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Calderdale","Local Authority","E08000033","All pupils","All pupils","35","375","NA","NA","","30","180","39","195"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Doncaster","Local Authority","E08000017","All pupils","All pupils","29","77","NA","NA","","26","35","31","42"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","58","12","NA","NA","","x","7","x","5"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","65","17","NA","NA","","x","9","x","8"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Kirklees","Local Authority","E08000034","All pupils","All pupils","39","1139","NA","NA","","32","567","46","572"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Leeds","Local Authority","E08000035","All pupils","All pupils","43","849","NA","NA","","36","442","51","407"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","x","10","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","37","62","NA","NA","","19","27","51","35"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","44","93","NA","NA","","33","54","59","39"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Rotherham","Local Authority","E08000018","All pupils","All pupils","21","231","NA","NA","","10","113","31","118"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Sheffield","Local Authority","E08000019","All pupils","All pupils","39","501","NA","NA","","30","266","50","235"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Wakefield","Local Authority","E08000036","All pupils","All pupils","40","116","NA","NA","","26","54","52","62"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","York","Local Authority","E06000014","All pupils","All pupils","73","11","NA","NA","","x","3","x","8"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Derby","Local Authority","E06000015","All pupils","All pupils","44","482","NA","NA","","38","229","49","253"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Derbyshire","Local Authority","E10000007","All pupils","All pupils","39","75","NA","NA","","x","44","x","31"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Leicester","Local Authority","E06000016","All pupils","All pupils","43","1631","NA","NA","","36","851","49","780"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Leicestershire","Local Authority","E10000018","All pupils","All pupils","51","505","NA","NA","","42","270","61","235"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","x","76","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","49","326","NA","NA","","45","165","53","161"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Nottingham","Local Authority","E06000018","All pupils","All pupils","42","438","NA","NA","","36","218","48","220"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","56","180","NA","NA","","52","93","61","87"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Rutland","Local Authority","E06000017","All pupils","All pupils","x","4","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Birmingham","Local Authority","E08000025","All pupils","All pupils","44","4580","NA","NA","","37","2337","51","2243"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Coventry","Local Authority","E08000026","All pupils","All pupils","49","660","NA","NA","","41","346","58","314"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Dudley","Local Authority","E08000027","All pupils","All pupils","34","298","NA","NA","","25","159","44","139"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","x","5","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Sandwell","Local Authority","E08000028","All pupils","All pupils","30","934","NA","NA","","23","509","38","425"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Shropshire","Local Authority","E06000051","All pupils","All pupils","x","19","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Solihull","Local Authority","E08000029","All pupils","All pupils","54","278","NA","NA","","42","158","68","120"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Staffordshire","Local Authority","E10000028","All pupils","All pupils","35","254","NA","NA","","32","140","40","114"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","33","301","NA","NA","","26","163","40","138"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","50","117","NA","NA","","46","78","56","39"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Walsall","Local Authority","E08000030","All pupils","All pupils","45","628","NA","NA","","44","331","48","297"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Warwickshire","Local Authority","E10000031","All pupils","All pupils","54","263","NA","NA","","45","120","62","143"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","40","530","NA","NA","","30","257","50","273"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Worcestershire","Local Authority","E10000034","All pupils","All pupils","27","142","NA","NA","","15","72","39","70"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Bedford","Local Authority","E06000055","All pupils","All pupils","27","273","NA","NA","","19","140","35","133"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","55","190","NA","NA","","47","103","64","87"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","59","46","NA","NA","","46","24","73","22"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Essex","Local Authority","E10000012","All pupils","All pupils","71","337","NA","NA","","62","177","81","160"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","56","849","NA","NA","","56","436","55","413"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Luton","Local Authority","E06000032","All pupils","All pupils","43","967","NA","NA","","49","492","38","475"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Norfolk","Local Authority","E10000020","All pupils","All pupils","51","88","NA","NA","","39","39","61","49"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Peterborough","Local Authority","E06000031","All pupils","All pupils","43","367","NA","NA","","34","195","52","172"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","70","135","NA","NA","","65","82","79","53"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Suffolk","Local Authority","E10000029","All pupils","All pupils","46","102","NA","NA","","43","51","49","51"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Thurrock","Local Authority","E06000034","All pupils","All pupils","55","65","NA","NA","","40","30","69","35"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Camden","Local Authority","E09000007","All pupils","All pupils","45","272","NA","NA","","42","135","48","137"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","City of London","Local Authority","E09000001","All pupils","All pupils",".",".","NA","NA","Not applicable",".",".",".","."
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Hackney","Local Authority","E09000012","All pupils","All pupils","61","272","NA","NA","","60","124","63","148"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","66","116","NA","NA","","60","63","72","53"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Haringey","Local Authority","E09000014","All pupils","All pupils","48","127","NA","NA","","41","59","54","68"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Islington","Local Authority","E09000019","All pupils","All pupils","49","170","NA","NA","","41","84","58","86"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","62","26","NA","NA","","67","9","59","17"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Lambeth","Local Authority","E09000022","All pupils","All pupils","60","79","NA","NA","","53","45","68","34"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Lewisham","Local Authority","E09000023","All pupils","All pupils","57","129","NA","NA","","53","68","62","61"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Newham","Local Authority","E09000025","All pupils","All pupils","59","1601","NA","NA","","54","784","63","817"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Southwark","Local Authority","E09000028","All pupils","All pupils","66","124","NA","NA","","56","54","74","70"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","53","1685","NA","NA","","52","845","54","840"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Wandsworth","Local Authority","E09000032","All pupils","All pupils","70","333","NA","NA","","64","182","78","151"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Westminster","Local Authority","E09000033","All pupils","All pupils","45","199","NA","NA","","39","106","53","93"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","41","398","NA","NA","","30","209","52","189"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Barnet","Local Authority","E09000003","All pupils","All pupils","75","512","NA","NA","","76","294","74","218"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Bexley","Local Authority","E09000004","All pupils","All pupils","61","207","NA","NA","","52","108","71","99"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Brent","Local Authority","E09000005","All pupils","All pupils","63","900","NA","NA","","57","456","69","444"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Bromley","Local Authority","E09000006","All pupils","All pupils","67","167","NA","NA","","60","83","73","84"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Croydon","Local Authority","E09000008","All pupils","All pupils","55","453","NA","NA","","48","242","63","211"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Ealing","Local Authority","E09000009","All pupils","All pupils","49","747","NA","NA","","42","398","56","349"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Enfield","Local Authority","E09000010","All pupils","All pupils","70","313","NA","NA","","65","162","76","151"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Greenwich","Local Authority","E09000011","All pupils","All pupils","61","207","NA","NA","","63","107","59","100"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Harrow","Local Authority","E09000015","All pupils","All pupils","57","900","NA","NA","","48","476","68","424"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Havering","Local Authority","E09000016","All pupils","All pupils","62","117","NA","NA","","57","56","67","61"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Hillingdon","Local Authority","E09000017","All pupils","All pupils","58","751","NA","NA","","52","399","64","352"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Hounslow","Local Authority","E09000018","All pupils","All pupils","68","696","NA","NA","","64","361","72","335"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","75","343","NA","NA","","75","175","74","168"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Merton","Local Authority","E09000024","All pupils","All pupils","49","222","NA","NA","","42","118","56","104"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Redbridge","Local Authority","E09000026","All pupils","All pupils","51","1623","NA","NA","","45","879","59","744"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","56","96","NA","NA","","46","46","66","50"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Sutton","Local Authority","E09000029","All pupils","All pupils","82","524","NA","NA","","77","258","87","266"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","46","635","NA","NA","","30","322","63","313"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","24","41","NA","NA","","x","22","x","19"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","42","82","NA","NA","","41","51","42","31"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","44","855","NA","NA","","39","457","49","398"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","East Sussex","Local Authority","E10000011","All pupils","All pupils","45","60","NA","NA","","40","35","52","25"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Hampshire","Local Authority","E10000014","All pupils","All pupils","53","333","NA","NA","","47","189","60","144"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","25","12","NA","NA","","x","6","x","6"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Kent","Local Authority","E10000016","All pupils","All pupils","63","526","NA","NA","","60","282","66","244"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Medway","Local Authority","E06000035","All pupils","All pupils","58","157","NA","NA","","57","85","60","72"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","55","204","NA","NA","","47","112","64","92"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","43","317","NA","NA","","33","175","55","142"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Portsmouth","Local Authority","E06000044","All pupils","All pupils","46","95","NA","NA","","51","39","43","56"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Reading","Local Authority","E06000038","All pupils","All pupils","44","221","NA","NA","","37","95","49","126"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Slough","Local Authority","E06000039","All pupils","All pupils","46","798","NA","NA","","43","391","48","407"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Southampton","Local Authority","E06000045","All pupils","All pupils","56","176","NA","NA","","51","90","61","86"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Surrey","Local Authority","E10000030","All pupils","All pupils","52","602","NA","NA","","46","310","58","292"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","West Berkshire","Local Authority","E06000037","All pupils","All pupils","54","50","NA","NA","","48","29","62","21"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","West Sussex","Local Authority","E10000032","All pupils","All pupils","51","330","NA","NA","","41","173","62","157"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","47","191","NA","NA","","28","97","66","94"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Wokingham","Local Authority","E06000041","All pupils","All pupils","57","166","NA","NA","","51","107","70","59"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","54","24","NA","NA","","58","12","50","12"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Bournemouth","Local Authority","E06000028","All pupils","All pupils","68","40","NA","NA","","69","26","64","14"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","37","253","NA","NA","","24","132","51","121"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Cornwall","Local Authority","E06000052","All pupils","All pupils","33","21","NA","NA","","x","10","x","11"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Devon","Local Authority","E10000008","All pupils","All pupils","62","26","NA","NA","","57","14","67","12"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Dorset","Local Authority","E10000009","All pupils","All pupils","35","46","NA","NA","","29","24","41","22"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","60","146","NA","NA","","57","83","65","63"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils",".","0","NA","NA","Not applicable",".","0",".","0"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","North Somerset","Local Authority","E06000024","All pupils","All pupils","41","32","NA","NA","","28","18","57","14"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Plymouth","Local Authority","E06000026","All pupils","All pupils","72","25","NA","NA","","75","12","69","13"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Poole","Local Authority","E06000029","All pupils","All pupils","61","31","NA","NA","","53","19","75","12"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Somerset","Local Authority","E10000027","All pupils","All pupils","44","50","NA","NA","","28","25","60","25"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","40","67","NA","NA","","31","42","56","25"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Swindon","Local Authority","E06000030","All pupils","All pupils","48","195","NA","NA","","43","102","53","93"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Torbay","Local Authority","E06000027","All pupils","All pupils","50","12","NA","NA","","x","5","x","7"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Wiltshire","Local Authority","E06000054","All pupils","All pupils","43","70","NA","NA","","46","37","39","33"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","County Durham","Local Authority","E06000047","All pupils","All pupils","50","6","NA","NA","","x","3","x","3"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Darlington","Local Authority","E06000005","All pupils","All pupils","x","x","NA","NA","Suppressed","x","x",".","0"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Gateshead","Local Authority","E08000037","All pupils","All pupils","36","14","NA","NA","","x","7","x","7"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Hartlepool","Local Authority","E06000001","All pupils","All pupils","x","5","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","27","15","NA","NA","","x","9","x","6"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","35","80","NA","NA","","18","39","51","41"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","North Tyneside","Local Authority","E08000022","All pupils","All pupils","73","11","NA","NA","","x","7","x","4"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Northumberland","Local Authority","E06000057","All pupils","All pupils","x","x","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","x","3","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","South Tyneside","Local Authority","E08000023","All pupils","All pupils","x","8","NA","NA","Suppressed","x","3","x","5"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","x","x","NA","NA","Suppressed","38","8","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Sunderland","Local Authority","E08000024","All pupils","All pupils","63","16","NA","NA","","x","5","x","11"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","20","15","NA","NA","","x","11","x","4"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Blackpool","Local Authority","E06000009","All pupils","All pupils","33","9","NA","NA","","x","4","x","5"
