"Title"," EBacc entry by ethnicity, gender and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 statistics https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Boys-Value","Girls-Value"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","York","Local Authority","E06000014","All pupils","All pupils","67","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Derby","Local Authority","E06000015","All pupils","All pupils","50","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Derbyshire","Local Authority","E10000007","All pupils","All pupils","36","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Leicester","Local Authority","E06000016","All pupils","All pupils","!","N/A","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Leicestershire","Local Authority","E10000018","All pupils","All pupils","55","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","76","79","71"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","70","70","70"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Nottingham","Local Authority","E06000018","All pupils","All pupils","!","!","100"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","68","62","75"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Rutland","Local Authority","E06000017","All pupils","All pupils","N/A","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Birmingham","Local Authority","E08000025","All pupils","All pupils","67","48","83"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Coventry","Local Authority","E08000026","All pupils","All pupils","67","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Dudley","Local Authority","E08000027","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Sandwell","Local Authority","E08000028","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Shropshire","Local Authority","E06000051","All pupils","All pupils","50","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Solihull","Local Authority","E08000029","All pupils","All pupils","50","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Staffordshire","Local Authority","E10000028","All pupils","All pupils","50","57","46"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","56","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","67","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Walsall","Local Authority","E08000030","All pupils","All pupils","100","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Warwickshire","Local Authority","E10000031","All pupils","All pupils","63","40","100"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Worcestershire","Local Authority","E10000034","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Bedford","Local Authority","E06000055","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","77","59","100"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","50","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Essex","Local Authority","E10000012","All pupils","All pupils","63","60","65"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","75","80","70"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Luton","Local Authority","E06000032","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Norfolk","Local Authority","E10000020","All pupils","All pupils","48","50","46"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Peterborough","Local Authority","E06000031","All pupils","All pupils","63","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","68","67","70"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Suffolk","Local Authority","E10000029","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Thurrock","Local Authority","E06000034","All pupils","All pupils","56","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Camden","Local Authority","E09000007","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","City of London","Local Authority","E09000001","All pupils","All pupils","N/A","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Hackney","Local Authority","E09000012","All pupils","All pupils","67","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","50","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Haringey","Local Authority","E09000014","All pupils","All pupils","25","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Islington","Local Authority","E09000019","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","!","N/A","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Lambeth","Local Authority","E09000022","All pupils","All pupils","67","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Lewisham","Local Authority","E09000023","All pupils","All pupils","57","57","57"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Newham","Local Authority","E09000025","All pupils","All pupils","46","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Southwark","Local Authority","E09000028","All pupils","All pupils","74","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","50","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Wandsworth","Local Authority","E09000032","All pupils","All pupils","79","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Westminster","Local Authority","E09000033","All pupils","All pupils","61","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Barnet","Local Authority","E09000003","All pupils","All pupils","78","71","84"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Bexley","Local Authority","E09000004","All pupils","All pupils","73","68","78"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Brent","Local Authority","E09000005","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Bromley","Local Authority","E09000006","All pupils","All pupils","72","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Croydon","Local Authority","E09000008","All pupils","All pupils","76","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Ealing","Local Authority","E09000009","All pupils","All pupils","100","N/A","100"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Enfield","Local Authority","E09000010","All pupils","All pupils","80","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Greenwich","Local Authority","E09000011","All pupils","All pupils","67","62","73"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Harrow","Local Authority","E09000015","All pupils","All pupils","73","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Havering","Local Authority","E09000016","All pupils","All pupils","55","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Hillingdon","Local Authority","E09000017","All pupils","All pupils","42","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Hounslow","Local Authority","E09000018","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","70","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Merton","Local Authority","E09000024","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Redbridge","Local Authority","E09000026","All pupils","All pupils","70","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","67","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Sutton","Local Authority","E09000029","All pupils","All pupils","81","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","32","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","100","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","67","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","East Sussex","Local Authority","E10000011","All pupils","All pupils","56","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Hampshire","Local Authority","E10000014","All pupils","All pupils","63","62","67"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Kent","Local Authority","E10000016","All pupils","All pupils","67","73","61"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Medway","Local Authority","E06000035","All pupils","All pupils","73","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","47","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","42","29","58"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Portsmouth","Local Authority","E06000044","All pupils","All pupils","!","!","100"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Reading","Local Authority","E06000038","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Slough","Local Authority","E06000039","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Southampton","Local Authority","E06000045","All pupils","All pupils","!","100","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Surrey","Local Authority","E10000030","All pupils","All pupils","75","72","79"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","West Berkshire","Local Authority","E06000037","All pupils","All pupils","67","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","West Sussex","Local Authority","E10000032","All pupils","All pupils","50","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","63","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Wokingham","Local Authority","E06000041","All pupils","All pupils","!","!","100"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Bournemouth","Local Authority","E06000028","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","33","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Cornwall","Local Authority","E06000052","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Devon","Local Authority","E10000008","All pupils","All pupils","77","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Dorset","Local Authority","E10000009","All pupils","All pupils","46","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","65","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","N/A","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","North Somerset","Local Authority","E06000024","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Plymouth","Local Authority","E06000026","All pupils","All pupils","62","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Poole","Local Authority","E06000029","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Somerset","Local Authority","E10000027","All pupils","All pupils","55","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Swindon","Local Authority","E06000030","All pupils","All pupils","40","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Torbay","Local Authority","E06000027","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Wiltshire","Local Authority","E06000054","All pupils","All pupils","!","!","100"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","All - England","Country","E92000001","All pupils","All other pupils","38","33","43"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","All - England","Country","E92000001","All pupils","All other pupils","42","37","47"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","All - England","Country","E92000001","All pupils","All other pupils","47","41","54"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","All - England","Country","E92000001","All pupils","All other pupils","43","36","50"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","All - England","Country","E92000001","All pupils","All other pupils","63","56","70"
"Percentage entering the English Baccalaureate","2016","Academic year","All","DFE","All - England","Country","E92000001","All pupils","All other pupils","40","34","45  "
