"Title"," EBacc entry by ethnicity, gender and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 statistics https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Boys-Value","Girls-Value"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","25","21","28"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Barnet","Local Authority","E09000003","All pupils","All pupils","63","61","64"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Bexley","Local Authority","E09000004","All pupils","All pupils","43","38","49"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Brent","Local Authority","E09000005","All pupils","All pupils","53","42","65"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Bromley","Local Authority","E09000006","All pupils","All pupils","54","52","55"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Croydon","Local Authority","E09000008","All pupils","All pupils","47","39","52"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Ealing","Local Authority","E09000009","All pupils","All pupils","59","53","64"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Enfield","Local Authority","E09000010","All pupils","All pupils","56","48","66"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Greenwich","Local Authority","E09000011","All pupils","All pupils","51","43","57"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Harrow","Local Authority","E09000015","All pupils","All pupils","56","47","63"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Havering","Local Authority","E09000016","All pupils","All pupils","50","51","50"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Hillingdon","Local Authority","E09000017","All pupils","All pupils","41","38","44"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Hounslow","Local Authority","E09000018","All pupils","All pupils","65","64","66"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","64","66","64"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Merton","Local Authority","E09000024","All pupils","All pupils","40","36","44"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Redbridge","Local Authority","E09000026","All pupils","All pupils","38","31","44"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","64","60","68"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Sutton","Local Authority","E09000029","All pupils","All pupils","62","57","67"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","37","32","42"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","51","56","46"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","48","45","51"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","41","38","44"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","East Sussex","Local Authority","E10000011","All pupils","All pupils","39","32","45"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Hampshire","Local Authority","E10000014","All pupils","All pupils","43","38","50"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","44","33","67"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Kent","Local Authority","E10000016","All pupils","All pupils","55","53","57"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Medway","Local Authority","E06000035","All pupils","All pupils","39","29","46"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","46","48","44"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","38","33","44"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Portsmouth","Local Authority","E06000044","All pupils","All pupils","43","48","38"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Reading","Local Authority","E06000038","All pupils","All pupils","24","26","22"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Slough","Local Authority","E06000039","All pupils","All pupils","37","40","33"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Southampton","Local Authority","E06000045","All pupils","All pupils","36","23","47"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Surrey","Local Authority","E10000030","All pupils","All pupils","48","43","53"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","West Berkshire","Local Authority","E06000037","All pupils","All pupils","47","39","52"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","West Sussex","Local Authority","E10000032","All pupils","All pupils","47","39","54"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","52","56","47"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Wokingham","Local Authority","E06000041","All pupils","All pupils","48","37","65"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","38","37","39"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Bournemouth","Local Authority","E06000028","All pupils","All pupils","53","48","61"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","34","27","42"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Cornwall","Local Authority","E06000052","All pupils","All pupils","38","36","41"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Devon","Local Authority","E10000008","All pupils","All pupils","39","37","41"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Dorset","Local Authority","E10000009","All pupils","All pupils","46","48","43"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","37","32","42"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","N/A","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","North Somerset","Local Authority","E06000024","All pupils","All pupils","47","41","53"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Plymouth","Local Authority","E06000026","All pupils","All pupils","49","39","56"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Poole","Local Authority","E06000029","All pupils","All pupils","40","46","35"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Somerset","Local Authority","E10000027","All pupils","All pupils","38","28","46"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","28","24","34"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Swindon","Local Authority","E06000030","All pupils","All pupils","30","28","32"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Torbay","Local Authority","E06000027","All pupils","All pupils","43","50","36"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Wiltshire","Local Authority","E06000054","All pupils","All pupils","52","53","52"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","County Durham","Local Authority","E06000047","All pupils","All pupils","76","82","69"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Darlington","Local Authority","E06000005","All pupils","All pupils","43","38","46"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Gateshead","Local Authority","E08000037","All pupils","All pupils","60","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Hartlepool","Local Authority","E06000001","All pupils","All pupils","64","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","22","16","26"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","45","39","51"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","North Tyneside","Local Authority","E08000022","All pupils","All pupils","45","33","50"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Northumberland","Local Authority","E06000057","All pupils","All pupils","50","44","59"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","43","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","South Tyneside","Local Authority","E08000023","All pupils","All pupils","49","39","58"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","43","28","58"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Sunderland","Local Authority","E08000024","All pupils","All pupils","57","32","71"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","48","38","58"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Blackpool","Local Authority","E06000009","All pupils","All pupils","32","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Bolton","Local Authority","E08000001","All pupils","All pupils","58","47","70"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Bury","Local Authority","E08000002","All pupils","All pupils","48","48","48"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Cheshire East","Local Authority","E06000049","All pupils","All pupils","39","35","42"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","38","33","42"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Cumbria","Local Authority","E10000006","All pupils","All pupils","39","29","47"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Halton","Local Authority","E06000006","All pupils","All pupils","!","!","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Knowsley","Local Authority","E08000011","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Lancashire","Local Authority","E10000017","All pupils","All pupils","36","29","43"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Liverpool","Local Authority","E08000012","All pupils","All pupils","61","62","59"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Manchester","Local Authority","E08000003","All pupils","All pupils","44","30","59"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Oldham","Local Authority","E08000004","All pupils","All pupils","22","16","28"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Rochdale","Local Authority","E08000005","All pupils","All pupils","37","25","48"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Salford","Local Authority","E08000006","All pupils","All pupils","55","43","71"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Sefton","Local Authority","E08000014","All pupils","All pupils","52","50","56"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","St. Helens","Local Authority","E08000013","All pupils","All pupils","50","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Stockport","Local Authority","E08000007","All pupils","All pupils","57","47","68"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Tameside","Local Authority","E08000008","All pupils","All pupils","35","25","45"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Trafford","Local Authority","E08000009","All pupils","All pupils","46","37","56"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Warrington","Local Authority","E06000007","All pupils","All pupils","53","53","53"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Wigan","Local Authority","E08000010","All pupils","All pupils","30","25","40"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Wirral","Local Authority","E08000015","All pupils","All pupils","67","78","61"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Barnsley","Local Authority","E08000016","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Bradford","Local Authority","E08000032","All pupils","All pupils","34","26","42"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Calderdale","Local Authority","E08000033","All pupils","All pupils","35","30","39"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Doncaster","Local Authority","E08000017","All pupils","All pupils","29","26","31"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","58","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","65","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Kirklees","Local Authority","E08000034","All pupils","All pupils","39","32","46"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Leeds","Local Authority","E08000035","All pupils","All pupils","43","36","51"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","37","19","51"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","44","33","59"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Rotherham","Local Authority","E08000018","All pupils","All pupils","21","10","31"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Sheffield","Local Authority","E08000019","All pupils","All pupils","39","30","50"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Wakefield","Local Authority","E08000036","All pupils","All pupils","40","26","52"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","York","Local Authority","E06000014","All pupils","All pupils","73","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Derby","Local Authority","E06000015","All pupils","All pupils","44","38","49"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Derbyshire","Local Authority","E10000007","All pupils","All pupils","39","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Leicester","Local Authority","E06000016","All pupils","All pupils","43","36","49"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Leicestershire","Local Authority","E10000018","All pupils","All pupils","51","42","61"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","49","45","53"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Nottingham","Local Authority","E06000018","All pupils","All pupils","42","36","48"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","56","52","61"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Rutland","Local Authority","E06000017","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Birmingham","Local Authority","E08000025","All pupils","All pupils","44","37","51"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Coventry","Local Authority","E08000026","All pupils","All pupils","49","41","58"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Dudley","Local Authority","E08000027","All pupils","All pupils","34","25","44"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Sandwell","Local Authority","E08000028","All pupils","All pupils","30","23","38"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Shropshire","Local Authority","E06000051","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Solihull","Local Authority","E08000029","All pupils","All pupils","54","42","68"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Staffordshire","Local Authority","E10000028","All pupils","All pupils","35","32","40"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","33","26","40"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","50","46","56"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Walsall","Local Authority","E08000030","All pupils","All pupils","45","44","48"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Warwickshire","Local Authority","E10000031","All pupils","All pupils","54","45","62"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","40","30","50"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Worcestershire","Local Authority","E10000034","All pupils","All pupils","27","15","39"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Bedford","Local Authority","E06000055","All pupils","All pupils","27","19","35"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","55","47","64"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","59","46","73"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Essex","Local Authority","E10000012","All pupils","All pupils","71","62","81"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","56","56","55"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Luton","Local Authority","E06000032","All pupils","All pupils","43","49","38"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Norfolk","Local Authority","E10000020","All pupils","All pupils","51","39","61"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Peterborough","Local Authority","E06000031","All pupils","All pupils","43","34","52"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","70","65","79"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Suffolk","Local Authority","E10000029","All pupils","All pupils","46","43","49"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Thurrock","Local Authority","E06000034","All pupils","All pupils","55","40","69"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Camden","Local Authority","E09000007","All pupils","All pupils","45","42","48"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","City of London","Local Authority","E09000001","All pupils","All pupils","N/A","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Hackney","Local Authority","E09000012","All pupils","All pupils","61","60","63"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","66","60","72"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Haringey","Local Authority","E09000014","All pupils","All pupils","48","41","54"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Islington","Local Authority","E09000019","All pupils","All pupils","49","41","58"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","62","67","59"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Lambeth","Local Authority","E09000022","All pupils","All pupils","60","53","68"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Lewisham","Local Authority","E09000023","All pupils","All pupils","57","53","62"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Newham","Local Authority","E09000025","All pupils","All pupils","59","54","63"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Southwark","Local Authority","E09000028","All pupils","All pupils","66","56","74"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","53","52","54"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Wandsworth","Local Authority","E09000032","All pupils","All pupils","70","64","78"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Westminster","Local Authority","E09000033","All pupils","All pupils","45","39","53"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","41","30","52"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Barnet","Local Authority","E09000003","All pupils","All pupils","75","76","74"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Bexley","Local Authority","E09000004","All pupils","All pupils","61","52","71"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Brent","Local Authority","E09000005","All pupils","All pupils","63","57","69"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Bromley","Local Authority","E09000006","All pupils","All pupils","67","60","73"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Croydon","Local Authority","E09000008","All pupils","All pupils","55","48","63"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Ealing","Local Authority","E09000009","All pupils","All pupils","49","42","56"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Enfield","Local Authority","E09000010","All pupils","All pupils","70","65","76"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Greenwich","Local Authority","E09000011","All pupils","All pupils","61","63","59"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Harrow","Local Authority","E09000015","All pupils","All pupils","57","48","68"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Havering","Local Authority","E09000016","All pupils","All pupils","62","57","67"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Hillingdon","Local Authority","E09000017","All pupils","All pupils","58","52","64"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Hounslow","Local Authority","E09000018","All pupils","All pupils","68","64","72"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","75","75","74"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Merton","Local Authority","E09000024","All pupils","All pupils","49","42","56"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Redbridge","Local Authority","E09000026","All pupils","All pupils","51","45","59"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","56","46","66"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Sutton","Local Authority","E09000029","All pupils","All pupils","82","77","87"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","46","30","63"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","24","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","42","41","42"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","44","39","49"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","East Sussex","Local Authority","E10000011","All pupils","All pupils","45","40","52"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Hampshire","Local Authority","E10000014","All pupils","All pupils","53","47","60"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","25","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Kent","Local Authority","E10000016","All pupils","All pupils","63","60","66"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Medway","Local Authority","E06000035","All pupils","All pupils","58","57","60"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","55","47","64"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","43","33","55"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Portsmouth","Local Authority","E06000044","All pupils","All pupils","46","51","43"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Reading","Local Authority","E06000038","All pupils","All pupils","44","37","49"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Slough","Local Authority","E06000039","All pupils","All pupils","46","43","48"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Southampton","Local Authority","E06000045","All pupils","All pupils","56","51","61"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Surrey","Local Authority","E10000030","All pupils","All pupils","52","46","58"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","West Berkshire","Local Authority","E06000037","All pupils","All pupils","54","48","62"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","West Sussex","Local Authority","E10000032","All pupils","All pupils","51","41","62"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","47","28","66"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Wokingham","Local Authority","E06000041","All pupils","All pupils","57","51","70"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","54","58","50"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Bournemouth","Local Authority","E06000028","All pupils","All pupils","68","69","64"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","37","24","51"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Cornwall","Local Authority","E06000052","All pupils","All pupils","33","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Devon","Local Authority","E10000008","All pupils","All pupils","62","57","67"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Dorset","Local Authority","E10000009","All pupils","All pupils","35","29","41"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","60","57","65"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","N/A","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","North Somerset","Local Authority","E06000024","All pupils","All pupils","41","28","57"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Plymouth","Local Authority","E06000026","All pupils","All pupils","72","75","69"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Poole","Local Authority","E06000029","All pupils","All pupils","61","53","75"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Somerset","Local Authority","E10000027","All pupils","All pupils","44","28","60"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","40","31","56"
