"DATE","DURATION","REGION","ETHNICITY","NUMERATOR","DENOMINATOR","SAMP_SIZE","Value","Confidence Interval","Supress?"
"Jan08-Dec08","3-12 months","North West","Ethnic Minority","10000","28500","57","35.2","19.6",""
"Jan08-Dec08","3-12 months","Scotland","All","45100","130100","354","34.7","5",""
"Jan08-Dec08","3-12 months","Scotland","White","42700","125100","340","34.2","8",""
"Jan08-Dec08","3-12 months","Scotland","Ethnic Minority","?","?","?","?","?","Supress"
"Jan08-Dec08","3-12 months","South East","All","66500","195900","264","34","5.7",""
"Jan08-Dec08","3-12 months","South East","White","58300","173500","224","33.6","9.8",""
"Jan08-Dec08","3-12 months","South East","Ethnic Minority","7800","22000","39","35.6","23.7",""
"Jan08-Dec08","3-12 months","South West","All","33400","109100","161","30.6","7.1",""
"Jan08-Dec08","3-12 months","South West","White","31000","102500","152","30.2","11.5",""
"Jan08-Dec08","3-12 months","South West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan08-Dec08","3-12 months","Wales","All","33000","90300","340","36.6","5.1",""
"Jan08-Dec08","3-12 months","Wales","White","32400","85900","333","37.7","8.2",""
"Jan08-Dec08","3-12 months","Wales","Ethnic Minority","?","?","?","?","?","Supress"
"Jan08-Dec08","3-12 months","West Midlands","All","61900","185600","271","33.3","5.6",""
"Jan08-Dec08","3-12 months","West Midlands","White","48300","141900","217","34","10",""
"Jan08-Dec08","3-12 months","West Midlands","Ethnic Minority","13600","43700","54","31.1","19.5",""
"Jan08-Dec08","3-12 months","Yorkshire and The Humber","All","54200","160000","269","33.9","5.7",""
"Jan08-Dec08","3-12 months","Yorkshire and The Humber","White","47500","139000","243","34.2","9.4",""
"Jan08-Dec08","3-12 months","Yorkshire and The Humber","Ethnic Minority","?","?","?","?","?","Supress"
"Jan09-Dec09","3-12 months","All","All","912200","2343300","4579","38.9","1.4",""
"Jan09-Dec09","3-12 months","All","White","756700","1937600","3976","39.1","2.4",""
"Jan09-Dec09","3-12 months","All","Ethnic Minority","154400","403300","599","38.3","6.2",""
"Jan09-Dec09","3-12 months","East Midlands","All","63900","166100","243","38.5","6.1",""
"Jan09-Dec09","3-12 months","East Midlands","White","53800","142100","196","37.9","10.7",""
"Jan09-Dec09","3-12 months","East Midlands","Ethnic Minority","10000","24000","47","41.9","22.3",""
"Jan09-Dec09","3-12 months","East of England","All","71800","186400","268","38.5","5.8",""
"Jan09-Dec09","3-12 months","East of England","White","61900","162000","228","38.2","10",""
"Jan09-Dec09","3-12 months","East of England","Ethnic Minority","9900","24300","40","40.7","24.1",""
"Jan09-Dec09","3-12 months","London","All","144500","381300","433","37.9","4.6",""
"Jan09-Dec09","3-12 months","London","White","75400","196000","233","38.5","9.9",""
"Jan09-Dec09","3-12 months","London","Ethnic Minority","68400","183700","199","37.2","10.6",""
"Jan09-Dec09","3-12 months","North East","All","47300","117500","336","40.2","5.2",""
"Jan09-Dec09","3-12 months","North East","White","45200","111900","322","40.4","8.5",""
"Jan09-Dec09","3-12 months","North East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan09-Dec09","3-12 months","North West","All","112900","290100","648","38.9","3.8",""
"Jan09-Dec09","3-12 months","North West","White","98400","250100","566","39.3","6.4",""
"Jan09-Dec09","3-12 months","North West","Ethnic Minority","14400","39900","81","36.1","16.5",""
"Jan09-Dec09","3-12 months","Scotland","All","74300","185700","583","40","4",""
"Jan09-Dec09","3-12 months","Scotland","White","72400","179400","569","40.4","6.4",""
"Jan09-Dec09","3-12 months","Scotland","Ethnic Minority","?","?","?","?","?","Supress"
"Jan09-Dec09","3-12 months","South East","All","94800","262300","401","36.2","4.7",""
"Jan09-Dec09","3-12 months","South East","White","85000","239100","352","35.6","7.9",""
"Jan09-Dec09","3-12 months","South East","Ethnic Minority","9800","23000","49","42.5","21.9",""
"Jan09-Dec09","3-12 months","South West","All","65300","164600","297","39.7","5.6",""
"Jan09-Dec09","3-12 months","South West","White","63500","155700","288","40.8","9",""
"Jan09-Dec09","3-12 months","South West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan09-Dec09","3-12 months","Wales","All","45200","118100","456","38.3","4.5",""
"Jan09-Dec09","3-12 months","Wales","White","42200","111700","436","37.8","7.2",""
"Jan09-Dec09","3-12 months","Wales","Ethnic Minority","?","?","?","?","?","Supress"
"Jan09-Dec09","3-12 months","West Midlands","All","105900","253200","480","41.8","4.4",""
"Jan09-Dec09","3-12 months","West Midlands","White","83800","198900","392","42.1","7.7",""
"Jan09-Dec09","3-12 months","West Midlands","Ethnic Minority","22100","54100","88","40.8","16.2",""
"Jan09-Dec09","3-12 months","Yorkshire and The Humber","All","86300","218100","434","39.6","4.6",""
"Jan09-Dec09","3-12 months","Yorkshire and The Humber","White","75100","190700","394","39.4","7.6",""
"Jan09-Dec09","3-12 months","Yorkshire and The Humber","Ethnic Minority","11100","27400","40","40.6","24",""
"Jan10-Dec10","3-12 months","All","All","830300","2341200","4083","35.5","1.5",""
"Jan10-Dec10","3-12 months","All","White","672400","1928200","3471","34.9","2.5",""
"Jan10-Dec10","3-12 months","All","Ethnic Minority","157400","410600","608","38.3","6.1",""
"Jan10-Dec10","3-12 months","East Midlands","All","54100","168900","195","32","6.5",""
"Jan10-Dec10","3-12 months","East Midlands","White","45400","142500","153","31.9","11.7",""
"Jan10-Dec10","3-12 months","East Midlands","Ethnic Minority","8700","25700","42","33.7","22.6",""
"Jan10-Dec10","3-12 months","East of England","All","71000","194800","246","36.4","6",""
"Jan10-Dec10","3-12 months","East of England","White","61900","172600","204","35.8","10.4",""
"Jan10-Dec10","3-12 months","East of England","Ethnic Minority","9100","22200","42","41","23.5",""
"Jan10-Dec10","3-12 months","London","All","128700","371900","399","34.6","4.7",""
"Jan10-Dec10","3-12 months","London","White","57100","179400","184","31.8","10.6",""
"Jan10-Dec10","3-12 months","London","Ethnic Minority","71600","191900","215","37.3","10.2",""
"Jan10-Dec10","3-12 months","North East","All","41800","120800","313","34.6","5.3",""
"Jan10-Dec10","3-12 months","North East","White","39600","114000","296","34.7","8.6",""
"Jan10-Dec10","3-12 months","North East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan10-Dec10","3-12 months","North West","All","97600","274700","557","35.5","4",""
"Jan10-Dec10","3-12 months","North West","White","83700","241600","480","34.7","6.7",""
"Jan10-Dec10","3-12 months","North West","Ethnic Minority","13700","33000","75","41.5","17.6",""
"Jan10-Dec10","3-12 months","Scotland","All","76600","205500","585","37.3","3.9",""
"Jan10-Dec10","3-12 months","Scotland","White","72800","197100","567","36.9","6.3",""
"Jan10-Dec10","3-12 months","Scotland","Ethnic Minority","?","?","?","?","?","Supress"
"Jan10-Dec10","3-12 months","South East","All","99500","266600","364","37.3","5",""
"Jan10-Dec10","3-12 months","South East","White","89100","236800","316","37.6","8.4",""
"Jan10-Dec10","3-12 months","South East","Ethnic Minority","10400","29800","48","34.8","21.3",""
"Jan10-Dec10","3-12 months","South West","All","50100","158100","219","31.7","6.2",""
"Jan10-Dec10","3-12 months","South West","White","46000","150000","201","30.7","10.1",""
"Jan10-Dec10","3-12 months","South West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan10-Dec10","3-12 months","Wales","All","46300","119300","447","38.8","4.5",""
"Jan10-Dec10","3-12 months","Wales","White","44000","113700","434","38.7","7.2",""
"Jan10-Dec10","3-12 months","Wales","Ethnic Minority","?","?","?","?","?","Supress"
"Jan10-Dec10","3-12 months","West Midlands","All","87400","236200","371","37","4.9",""
"Jan10-Dec10","3-12 months","West Midlands","White","66700","184300","294","36.2","8.7",""
"Jan10-Dec10","3-12 months","West Midlands","Ethnic Minority","20600","51500","76","40","17.4",""
"Jan10-Dec10","3-12 months","Yorkshire and The Humber","All","77300","224500","387","34.4","4.7",""
"Jan10-Dec10","3-12 months","Yorkshire and The Humber","White","66100","196200","342","33.7","7.9",""
"Jan10-Dec10","3-12 months","Yorkshire and The Humber","Ethnic Minority","11200","28000","45","40","22.6",""
"Jan11-Dec11","3-12 months","All","All","880300","2476600","4076","35.5","1.5",""
"Jan11-Dec11","3-12 months","East Midlands","All","67900","187000","232","36.3","6.2",""
"Jan11-Dec11","3-12 months","East of England","All","68500","201600","228","34","6.1",""
"Jan11-Dec11","3-12 months","London","All","143300","405900","429","35.3","4.5",""
"Jan11-Dec11","3-12 months","North East","All","52200","128400","364","40.6","5",""
"Jan11-Dec11","3-12 months","North West","All","104300","290500","532","35.9","4.1",""
"Jan11-Dec11","3-12 months","Scotland","All","75600","221300","534","34.2","4",""
"Jan11-Dec11","3-12 months","South East","All","99900","265300","374","37.6","4.9",""
"Jan11-Dec11","3-12 months","South West","All","58100","160100","251","36.3","5.9",""
"Jan11-Dec11","3-12 months","Wales","All","44300","120800","432","36.7","4.5",""
"Jan11-Dec11","3-12 months","West Midlands","All","83500","251500","338","33.2","5",""
"Jan11-Dec11","3-12 months","Yorkshire and The Humber","All","82800","244300","362","33.9","4.9",""
"Jan12-Dec12","3-12 months","All","All","859100","2454200","3951","35","1.5",""
"Jan12-Dec12","3-12 months","All","White","677600","1971400","3279","34.4","2.6",""
"Jan12-Dec12","3-12 months","All","Ethnic Minority","180900","482000","669","37.5","5.8",""
"Jan12-Dec12","3-12 months","East Midlands","All","62400","181100","224","34.4","6.2",""
"Jan12-Dec12","3-12 months","East Midlands","White","51700","152400","173","34","11.2",""
"Jan12-Dec12","3-12 months","East Midlands","Ethnic Minority","10600","28700","51","37.1","20.9",""
"Jan12-Dec12","3-12 months","East of England","All","70000","201400","231","34.7","6.1",""
"Jan12-Dec12","3-12 months","East of England","White","61700","177300","197","34.8","10.5",""
"Jan12-Dec12","3-12 months","East of England","Ethnic Minority","8300","24100","34","34.4","25.2",""
"Jan12-Dec12","3-12 months","London","All","145800","403100","429","36.2","4.5",""
"Jan12-Dec12","3-12 months","London","White","62100","183300","191","33.9","10.6",""
"Jan12-Dec12","3-12 months","London","Ethnic Minority","83400","219500","237","38","9.8",""
"Jan12-Dec12","3-12 months","North East","All","41000","133100","319","30.8","5.1",""
"Jan12-Dec12","3-12 months","North East","White","39500","125800","304","31.4","8.2",""
"Jan12-Dec12","3-12 months","North East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan12-Dec12","3-12 months","North West","All","107000","295500","517","36.2","4.1",""
"Jan12-Dec12","3-12 months","North West","White","91800","258300","444","35.5","7",""
"Jan12-Dec12","3-12 months","North West","Ethnic Minority","15200","37200","73","40.9","17.8",""
"Jan12-Dec12","3-12 months","Scotland","All","74800","214900","512","34.8","4.1",""
"Jan12-Dec12","3-12 months","Scotland","White","71300","204100","494","35","6.6",""
"Jan12-Dec12","3-12 months","Scotland","Ethnic Minority","?","?","?","?","?","Supress"
"Jan12-Dec12","3-12 months","South East","All","91000","267400","370","34","4.8",""
"Jan12-Dec12","3-12 months","South East","White","78400","230000","301","34.1","8.5",""
"Jan12-Dec12","3-12 months","South East","Ethnic Minority","12600","37400","69","33.7","17.6",""
"Jan12-Dec12","3-12 months","South West","All","53500","156000","236","34.3","6.1",""
"Jan12-Dec12","3-12 months","South West","White","50200","146900","221","34.2","9.9",""
"Jan12-Dec12","3-12 months","South West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan12-Dec12","3-12 months","Wales","All","38900","121000","403","32.1","4.6",""
"Jan12-Dec12","3-12 months","Wales","White","36900","113800","384","32.4","7.4",""
"Jan12-Dec12","3-12 months","Wales","Ethnic Minority","?","?","?","?","?","Supress"
"Jan12-Dec12","3-12 months","West Midlands","All","89000","235900","327","37.7","5.3",""
"Jan12-Dec12","3-12 months","West Midlands","White","62300","173800","237","35.9","9.6",""
"Jan12-Dec12","3-12 months","West Midlands","Ethnic Minority","26600","61800","90","43.1","16.2",""
"Jan12-Dec12","3-12 months","Yorkshire and The Humber","All","85800","244800","383","35","4.8",""
"Jan12-Dec12","3-12 months","Yorkshire and The Humber","White","71700","205800","333","34.8","8.1",""
"Jan12-Dec12","3-12 months","Yorkshire and The Humber","Ethnic Minority","14100","39000","50","36.1","21",""
"Jan13-Dec13","3-12 months","All","All","762600","2362600","3491","32.3","1.6",""
"Jan13-Dec13","3-12 months","All","White","598400","1867800","2892","32","2.7",""
"Jan13-Dec13","3-12 months","All","Ethnic Minority","163500","493300","597","33.1","6",""
"Jan13-Dec13","3-12 months","East Midlands","All","57500","169700","189","33.9","6.7",""
"Jan13-Dec13","3-12 months","East Midlands","White","49400","142000","148","34.8","12.1",""
"Jan13-Dec13","3-12 months","East Midlands","Ethnic Minority","8100","27700","41","29.4","22",""
"Jan13-Dec13","3-12 months","East of England","All","56000","188400","192","29.7","6.5",""
"Jan13-Dec13","3-12 months","East of England","White","47000","159900","154","29.4","11.4",""
"Jan13-Dec13","3-12 months","East of England","Ethnic Minority","8900","28300","37","31.3","23.6",""
"Jan13-Dec13","3-12 months","London","All","122000","390500","364","31.2","4.8",""
"Jan13-Dec13","3-12 months","London","White","51000","174600","155","29.2","11.3",""
"Jan13-Dec13","3-12 months","London","Ethnic Minority","70600","215000","208","32.8","10.1",""
"Jan13-Dec13","3-12 months","North East","All","35800","124400","268","28.8","5.4",""
"Jan13-Dec13","3-12 months","North East","White","34000","118300","255","28.7","8.8",""
"Jan13-Dec13","3-12 months","North East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan13-Dec13","3-12 months","North West","All","95700","273700","472","35","4.3",""
"Jan13-Dec13","3-12 months","North West","White","82100","239700","405","34.3","7.3",""
"Jan13-Dec13","3-12 months","North West","Ethnic Minority","13600","34000","67","39.9","18.5",""
"Jan13-Dec13","3-12 months","Scotland","All","65500","209200","423","31.3","4.4",""
"Jan13-Dec13","3-12 months","Scotland","White","60700","197300","407","30.8","7.1",""
"Jan13-Dec13","3-12 months","Scotland","Ethnic Minority","?","?","?","?","?","Supress"
"Jan13-Dec13","3-12 months","South East","All","87700","259000","352","33.8","4.9",""
"Jan13-Dec13","3-12 months","South East","White","75100","221800","292","33.8","8.6",""
"Jan13-Dec13","3-12 months","South East","Ethnic Minority","12600","37200","60","33.8","18.9",""
"Jan13-Dec13","3-12 months","South West","All","59300","156500","245","37.9","6.1",""
"Jan13-Dec13","3-12 months","South West","White","52800","141600","217","37.3","10.2",""
"Jan13-Dec13","3-12 months","South West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan13-Dec13","3-12 months","Wales","All","38100","117200","378","32.5","4.7",""
"Jan13-Dec13","3-12 months","Wales","White","37000","109900","367","33.7","7.6",""
"Jan13-Dec13","3-12 months","Wales","Ethnic Minority","?","?","?","?","?","Supress"
"Jan13-Dec13","3-12 months","West Midlands","All","71200","236700","272","30.1","5.5",""
"Jan13-Dec13","3-12 months","West Midlands","White","49200","163600","200","30.1","10",""
"Jan13-Dec13","3-12 months","West Midlands","Ethnic Minority","22000","72700","72","30.2","16.8",""
"Jan13-Dec13","3-12 months","Yorkshire and The Humber","All","73800","237400","336","31.1","4.9",""
"Jan13-Dec13","3-12 months","Yorkshire and The Humber","White","60200","199000","292","30.2","8.3",""
"Jan13-Dec13","3-12 months","Yorkshire and The Humber","Ethnic Minority","13600","38400","44","35.6","22.4",""
"Jan14-Dec14","3-12 months","All","All","602900","1971400","2740","30.6","1.7",""
"Jan14-Dec14","3-12 months","All","White","476600","1569500","2267","30.4","3",""
"Jan14-Dec14","3-12 months","All","Ethnic Minority","125100","396800","467","31.5","6.7",""
"Jan14-Dec14","3-12 months","East Midlands","All","41600","130900","143","31.8","7.6",""
"Jan14-Dec14","3-12 months","East Midlands","White","35400","110900","111","31.9","13.7",""
"Jan14-Dec14","3-12 months","East Midlands","Ethnic Minority","6200","19900","32","31","25.3",""
"Jan14-Dec14","3-12 months","East of England","All","47800","160500","158","29.8","7.1",""
"Jan14-Dec14","3-12 months","East of England","White","40300","139000","127","29","12.5",""
"Jan14-Dec14","3-12 months","East of England","Ethnic Minority","7500","21500","31","35","26.5",""
"Jan14-Dec14","3-12 months","London","All","101800","317600","295","32.1","5.3",""
"Jan14-Dec14","3-12 months","London","White","47600","150500","141","31.6","12.1",""
"Jan14-Dec14","3-12 months","London","Ethnic Minority","53900","165800","153","32.5","11.7",""
"Jan14-Dec14","3-12 months","North East","All","32100","108000","251","29.8","5.7",""
"Jan14-Dec14","3-12 months","North East","White","30400","102600","238","29.6","9.2",""
"Jan14-Dec14","3-12 months","North East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan14-Dec14","3-12 months","North West","All","72800","244000","371","29.9","4.7",""
"Jan14-Dec14","3-12 months","North West","White","61000","206300","310","29.6","8",""
"Jan14-Dec14","3-12 months","North West","Ethnic Minority","11900","37200","61","31.9","18.5",""
"Jan14-Dec14","3-12 months","Scotland","All","54000","169800","342","31.8","4.9",""
"Jan14-Dec14","3-12 months","Scotland","White","50100","157400","322","31.8","8",""
"Jan14-Dec14","3-12 months","Scotland","Ethnic Minority","?","?","?","?","?","Supress"
"Jan14-Dec14","3-12 months","South East","All","68700","218300","279","31.5","5.5",""
"Jan14-Dec14","3-12 months","South East","White","60000","190800","226","31.4","9.6",""
"Jan14-Dec14","3-12 months","South East","Ethnic Minority","8700","27600","53","31.5","19.8",""
"Jan14-Dec14","3-12 months","South West","All","38600","139600","165","27.6","6.8",""
"Jan14-Dec14","3-12 months","South West","White","33800","122300","148","27.6","11.4",""
"Jan14-Dec14","3-12 months","South West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan14-Dec14","3-12 months","Wales","All","31400","100100","295","31.4","5.3",""
"Jan14-Dec14","3-12 months","Wales","White","29700","95600","281","31","8.5",""
"Jan14-Dec14","3-12 months","Wales","Ethnic Minority","?","?","?","?","?","Supress"
"Jan14-Dec14","3-12 months","West Midlands","All","52800","186700","190","28.3","6.4",""
"Jan14-Dec14","3-12 months","West Midlands","White","40400","136100","150","29.7","11.6",""
"Jan14-Dec14","3-12 months","West Midlands","Ethnic Minority","12400","50200","40","24.7","21.1",""
"Jan14-Dec14","3-12 months","Yorkshire and The Humber","All","61200","195900","251","31.2","5.7",""
"Jan14-Dec14","3-12 months","Yorkshire and The Humber","White","48000","158000","213","30.4","9.8",""
"Jan14-Dec14","3-12 months","Yorkshire and The Humber","Ethnic Minority","13000","36900","37","35.1","24.3",""
"Jan15-Dec15","3-12 months","All","All","541700","1675500","2374","32.3","1.9",""
"Jan15-Dec15","3-12 months","All","White","412900","1310100","1935","31.5","3.3",""
"Jan15-Dec15","3-12 months","All","Ethnic Minority","128400","364100","438","35.3","7.1",""
"Jan15-Dec15","3-12 months","East Midlands","All","38600","109700","118","35.2","8.6",""
"Jan15-Dec15","3-12 months","East Midlands","White","32400","90200","92","35.9","15.5",""
"Jan15-Dec15","3-12 months","East Midlands","Ethnic Minority","?","?","?","?","?","Supress"
"Jan15-Dec15","3-12 months","East of England","All","40000","123100","129","32.5","8.1",""
"Jan15-Dec15","3-12 months","East of England","White","36000","109000","109","33","13.9",""
"Jan15-Dec15","3-12 months","East of England","Ethnic Minority","?","?","?","?","?","Supress"
"Jan15-Dec15","3-12 months","London","All","97800","283800","277","34.5","5.6",""
"Jan15-Dec15","3-12 months","London","White","40000","129300","118","30.9","13.2",""
"Jan15-Dec15","3-12 months","London","Ethnic Minority","57800","154500","159","37.4","11.9",""
"Jan15-Dec15","3-12 months","North East","All","28500","97700","194","29.2","6.4",""
"Jan15-Dec15","3-12 months","North East","White","26600","91800","181","29","10.4",""
"Jan15-Dec15","3-12 months","North East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan15-Dec15","3-12 months","North West","All","58800","186000","296","31.6","5.3",""
"Jan15-Dec15","3-12 months","North West","White","44700","150300","235","29.8","9.2",""
"Jan15-Dec15","3-12 months","North West","Ethnic Minority","14100","35700","61","39.6","19.4",""
"Jan15-Dec15","3-12 months","Scotland","All","50700","159300","316","31.8","5.1",""
"Jan15-Dec15","3-12 months","Scotland","White","48200","148800","305","32.4","8.3",""
"Jan15-Dec15","3-12 months","Scotland","Ethnic Minority","?","?","?","?","?","Supress"
"Jan15-Dec15","3-12 months","South East","All","57200","194000","223","29.5","6",""
"Jan15-Dec15","3-12 months","South East","White","47400","162300","180","29.2","10.5",""
"Jan15-Dec15","3-12 months","South East","Ethnic Minority","9800","31700","43","30.9","21.8",""
"Jan15-Dec15","3-12 months","South West","All","33400","110100","130","30.3","7.9",""
"Jan15-Dec15","3-12 months","South West","White","29600","99600","118","29.7","13",""
"Jan15-Dec15","3-12 months","South West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan15-Dec15","3-12 months","Wales","All","29100","87900","272","33.1","5.6",""
"Jan15-Dec15","3-12 months","Wales","White","26900","82400","258","32.7","9",""
"Jan15-Dec15","3-12 months","Wales","Ethnic Minority","?","?","?","?","?","Supress"
"Jan15-Dec15","3-12 months","West Midlands","All","54900","161300","200","34","6.6",""
"Jan15-Dec15","3-12 months","West Midlands","White","40700","114600","158","35.5","11.8",""
"Jan15-Dec15","3-12 months","West Midlands","Ethnic Minority","14200","46700","42","30.5","22",""
"Jan15-Dec15","3-12 months","Yorkshire and The Humber","All","52700","162600","219","32.4","6.2",""
"Jan15-Dec15","3-12 months","Yorkshire and The Humber","White","40400","131900","181","30.7","10.6",""
"Jan15-Dec15","3-12 months","Yorkshire and The Humber","Ethnic Minority","12300","30700","38","40.1","24.6",""
"Jan16-Dec16","3-12 months","All","All","495800","1551400","1960","32","2.1",""
"Jan16-Dec16","3-12 months","All","White","378800","1212300","1598","31.2","3.6",""
"Jan16-Dec16","3-12 months","All","Ethnic Minority","117000","337900","362","34.6","7.7",""
"Jan16-Dec16","3-12 months","East Midlands","All","34300","100400","99","34.1","9.3",""
"Jan16-Dec16","3-12 months","East Midlands","White","29900","87700","84","34.1","16",""
"Jan16-Dec16","3-12 months","East Midlands","Ethnic Minority","?","?","?","?","?","Supress"
"Jan16-Dec16","3-12 months","East of England","All","41700","120200","134","34.7","8.1",""
"Jan16-Dec16","3-12 months","East of England","White","36700","103900","111","35.3","14",""
"Jan16-Dec16","3-12 months","East of England","Ethnic Minority","?","?","?","?","?","Supress"
"Jan16-Dec16","3-12 months","London","All","88500","272600","225","32.5","6.1",""
"Jan16-Dec16","3-12 months","London","White","34500","119300","96","28.9","14.3",""
"Jan16-Dec16","3-12 months","London","Ethnic Minority","54000","153300","129","35.2","13",""
"Jan16-Dec16","3-12 months","North East","All","30500","84700","172","36","7.2",""
"Jan16-Dec16","3-12 months","North East","White","28100","78800","159","35.6","11.8",""
"Jan16-Dec16","3-12 months","North East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan16-Dec16","3-12 months","North West","All","58200","180600","257","32.2","5.7",""
"Jan16-Dec16","3-12 months","North West","White","48300","150000","217","32.2","9.8",""
"Jan16-Dec16","3-12 months","North West","Ethnic Minority","10000","30600","40","32.6","23",""
"Jan16-Dec16","3-12 months","Scotland","All","39500","129700","243","30.5","5.8",""
"Jan16-Dec16","3-12 months","Scotland","White","36300","121900","230","29.8","9.3",""
"Jan16-Dec16","3-12 months","Scotland","Ethnic Minority","?","?","?","?","?","Supress"
"Jan16-Dec16","3-12 months","South East","All","64200","188100","210","34.1","6.4",""
"Jan16-Dec16","3-12 months","South East","White","56700","159500","175","35.5","11.2",""
"Jan16-Dec16","3-12 months","South East","Ethnic Minority","7500","28200","35","26.6","23.1",""
"Jan16-Dec16","3-12 months","South West","All","31700","113700","116","27.9","8.2",""
"Jan16-Dec16","3-12 months","South West","White","28100","103800","105","27.1","13.4",""
"Jan16-Dec16","3-12 months","South West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan16-Dec16","3-12 months","Wales","All","19500","68100","163","28.6","6.9",""
"Jan16-Dec16","3-12 months","Wales","White","18700","65600","159","28.5","11.1",""
"Jan16-Dec16","3-12 months","Wales","Ethnic Minority","?","?","?","?","?","Supress"
"Jan16-Dec16","3-12 months","West Midlands","All","47200","154300","175","30.6","6.8",""
"Jan16-Dec16","3-12 months","West Midlands","White","30400","103200","125","29.5","12.6",""
"Jan16-Dec16","3-12 months","West Midlands","Ethnic Minority","16800","50700","50","33.2","20.6",""
"Jan16-Dec16","3-12 months","Yorkshire and The Humber","All","40400","139000","166","29.1","6.9",""
"Jan16-Dec16","3-12 months","Yorkshire and The Humber","White","31100","118500","137","26.3","11.6",""
"Jan16-Dec16","3-12 months","Yorkshire and The Humber","Ethnic Minority","?","?","?","?","?","Supress"
"Jan17-Dec17","3-12 months","All","All","446600","1424700","1800","31.3","2.1",""
"Jan17-Dec17","3-12 months","All","White","338000","1105300","1455","30.6","3.7",""
"Jan17-Dec17","3-12 months","All","Ethnic Minority","108400","317000","344","34.2","7.9",""
"Jan17-Dec17","3-12 months","East Midlands","All","31400","104000","89","30.2","9.5",""
"Jan17-Dec17","3-12 months","East Midlands","White","26300","87400","69","30.1","17.1",""
"Jan17-Dec17","3-12 months","East Midlands","Ethnic Minority","?","?","?","?","?","Supress"
"Jan17-Dec17","3-12 months","East of England","All","38900","114700","123","33.9","8.4",""
"Jan17-Dec17","3-12 months","East of England","White","31100","97500","95","31.9","14.8",""
"Jan17-Dec17","3-12 months","East of England","Ethnic Minority","?","?","?","?","?","Supress"
"Jan17-Dec17","3-12 months","London","All","81600","260200","209","31.4","6.3",""
"Jan17-Dec17","3-12 months","London","White","30200","119400","84","25.3","14.7",""
"Jan17-Dec17","3-12 months","London","Ethnic Minority","51400","140300","125","36.7","13.4",""
"Jan17-Dec17","3-12 months","North East","All","27000","79200","170","34.1","7.1",""
"Jan17-Dec17","3-12 months","North East","White","25600","73600","160","34.8","11.7",""
"Jan17-Dec17","3-12 months","North East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan17-Dec17","3-12 months","North West","All","53000","157200","241","33.7","6",""
"Jan17-Dec17","3-12 months","North West","White","42300","127300","194","33.2","10.5",""
"Jan17-Dec17","3-12 months","North West","Ethnic Minority","10700","30000","47","35.7","21.6",""
"Jan17-Dec17","3-12 months","Scotland","All","35600","111200","214","32","6.2",""
"Jan17-Dec17","3-12 months","Scotland","White","34100","104600","206","32.6","10.1",""
"Jan17-Dec17","3-12 months","Scotland","Ethnic Minority","?","?","?","?","?","Supress"
"Jan17-Dec17","3-12 months","South East","All","45700","149900","164","30.5","7",""
"Jan17-Dec17","3-12 months","South East","White","41300","127500","140","32.4","12.2",""
"Jan17-Dec17","3-12 months","South East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan17-Dec17","3-12 months","South West","All","27000","93500","113","28.8","8.3",""
"Jan17-Dec17","3-12 months","South West","White","23800","83800","101","28.4","13.9",""
"Jan17-Dec17","3-12 months","South West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan17-Dec17","3-12 months","Wales","All","19000","71500","173","26.6","6.6",""
"Jan17-Dec17","3-12 months","Wales","White","18700","67100","169","27.8","10.7",""
"Jan17-Dec17","3-12 months","Wales","Ethnic Minority","?","?","?","?","?","Supress"
"Jan17-Dec17","3-12 months","West Midlands","All","46700","148300","158","31.5","7.2",""
"Jan17-Dec17","3-12 months","West Midlands","White","32200","107700","113","29.9","13.3",""
"Jan17-Dec17","3-12 months","West Midlands","Ethnic Minority","14500","39900","45","36.3","22.2",""
"Jan17-Dec17","3-12 months","Yorkshire and The Humber","All","40700","134900","146","30.2","7.4",""
"Jan17-Dec17","3-12 months","Yorkshire and The Humber","White","32400","109200","124","29.7","12.7",""
"Jan17-Dec17","3-12 months","Yorkshire and The Humber","Ethnic Minority","?","?","?","?","?","Supress"
"Jan04-Dec04","12+ months","All","All","287200","1379000","2216","20.8","1.7",""
"Jan04-Dec04","12+ months","All","White","235500","1133500","1968","20.8","2.8",""
"Jan04-Dec04","12+ months","All","Ethnic Minority","51400","243300","245","21.1","8.1",""
"Jan04-Dec04","12+ months","East Midlands","All","20000","91200","173","21.9","6.2",""
