"DATE","DURATION","REGION","ETHNICITY","NUMERATOR","DENOMINATOR","SAMP_SIZE","Value","Confidence Interval","Supress?"
"Jan14-Dec14","12+ months","All","All","676400","1971400","3156","34.3","1.7",""
"Jan14-Dec14","12+ months","All","White","526900","1569500","2616","33.6","2.9",""
"Jan14-Dec14","12+ months","All","Ethnic Minority","147200","396800","532","37.1","6.5",""
"Jan14-Dec14","12+ months","East Midlands","All","44900","130900","154","34.3","7.5",""
"Jan14-Dec14","12+ months","East Midlands","White","38400","110900","123","34.6","13.3",""
"Jan14-Dec14","12+ months","East Midlands","Ethnic Minority","6500","19900","31","32.8","26.1",""
"Jan14-Dec14","12+ months","East of England","All","49800","160500","158","31.1","7.2",""
"Jan14-Dec14","12+ months","East of England","White","44000","139000","132","31.7","12.5",""
"Jan14-Dec14","12+ months","East of England","Ethnic Minority","?","?","?","?","?","Supress"
"Jan14-Dec14","12+ months","London","All","112800","317600","333","35.5","5.1",""
"Jan14-Dec14","12+ months","London","White","46900","150500","142","31.1","12",""
"Jan14-Dec14","12+ months","London","Ethnic Minority","65000","165800","189","39.2","11",""
"Jan14-Dec14","12+ months","North East","All","39800","108000","323","36.9","5.3",""
"Jan14-Dec14","12+ months","North East","White","38100","102600","308","37.1","8.5",""
"Jan14-Dec14","12+ months","North East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan14-Dec14","12+ months","North West","All","88500","244000","442","36.3","4.5",""
"Jan14-Dec14","12+ months","North West","White","76400","206300","374","37","7.7",""
"Jan14-Dec14","12+ months","North West","Ethnic Minority","11600","37200","65","31.2","17.8",""
"Jan14-Dec14","12+ months","Scotland","All","59300","169800","394","34.9","4.7",""
"Jan14-Dec14","12+ months","Scotland","White","55100","157400","379","35","7.6",""
"Jan14-Dec14","12+ months","Scotland","Ethnic Minority","?","?","?","?","?","Supress"
"Jan14-Dec14","12+ months","South East","All","58800","218300","261","26.9","5.4",""
"Jan14-Dec14","12+ months","South East","White","52900","190800","226","27.8","9.2",""
"Jan14-Dec14","12+ months","South East","Ethnic Minority","5900","27600","35","21.2","21.4",""
"Jan14-Dec14","12+ months","South West","All","36600","139600","147","26.2","7.1",""
"Jan14-Dec14","12+ months","South West","White","32200","122300","128","26.3","12.1",""
"Jan14-Dec14","12+ months","South West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan14-Dec14","12+ months","Wales","All","35400","100100","349","35.3","5",""
"Jan14-Dec14","12+ months","Wales","White","34400","95600","342","35.9","8",""
"Jan14-Dec14","12+ months","Wales","Ethnic Minority","?","?","?","?","?","Supress"
"Jan14-Dec14","12+ months","West Midlands","All","76400","186700","276","40.9","5.8",""
"Jan14-Dec14","12+ months","West Midlands","White","51700","136100","199","38","10.7",""
"Jan14-Dec14","12+ months","West Midlands","Ethnic Minority","24200","50200","76","48.3","17.8",""
"Jan14-Dec14","12+ months","Yorkshire and The Humber","All","74000","195900","319","37.8","5.3",""
"Jan14-Dec14","12+ months","Yorkshire and The Humber","White","56900","158000","263","36","9.2",""
"Jan14-Dec14","12+ months","Yorkshire and The Humber","Ethnic Minority","17000","36900","56","46.1","20.6",""
"Jan15-Dec15","12+ months","All","All","488900","1675500","2294","29.2","1.9",""
"Jan15-Dec15","12+ months","All","White","383800","1310100","1927","29.3","3.2",""
"Jan15-Dec15","12+ months","All","Ethnic Minority","104700","364100","366","28.8","7.3",""
"Jan15-Dec15","12+ months","East Midlands","All","29700","109700","100","27.1","8.7",""
"Jan15-Dec15","12+ months","East Midlands","White","24300","90200","75","26.9","15.9",""
"Jan15-Dec15","12+ months","East Midlands","Ethnic Minority","?","?","?","?","?","Supress"
"Jan15-Dec15","12+ months","East of England","All","32800","123100","111","26.6","8.2",""
"Jan15-Dec15","12+ months","East of England","White","28300","109000","91","25.9","14.2",""
"Jan15-Dec15","12+ months","East of England","Ethnic Minority","?","?","?","?","?","Supress"
"Jan15-Dec15","12+ months","London","All","79100","283800","236","27.9","5.7",""
"Jan15-Dec15","12+ months","London","White","32600","129300","95","25.2","13.8",""
"Jan15-Dec15","12+ months","London","Ethnic Minority","46500","154500","141","30.1","12",""
"Jan15-Dec15","12+ months","North East","All","36000","97700","250","36.8","6",""
"Jan15-Dec15","12+ months","North East","White","34400","91800","239","37.5","9.7",""
"Jan15-Dec15","12+ months","North East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan15-Dec15","12+ months","North West","All","60000","186000","293","32.3","5.4",""
"Jan15-Dec15","12+ months","North West","White","50900","150300","250","33.9","9.3",""
"Jan15-Dec15","12+ months","North West","Ethnic Minority","9100","35700","43","25.6","20.6",""
"Jan15-Dec15","12+ months","Scotland","All","51900","159300","321","32.6","5.1",""
"Jan15-Dec15","12+ months","Scotland","White","48600","148800","310","32.7","8.3",""
"Jan15-Dec15","12+ months","Scotland","Ethnic Minority","?","?","?","?","?","Supress"
"Jan15-Dec15","12+ months","South East","All","43100","194000","181","22.2","6.1",""
"Jan15-Dec15","12+ months","South East","White","36500","162300","152","22.5","10.5",""
"Jan15-Dec15","12+ months","South East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan15-Dec15","12+ months","South West","All","22900","110100","96","20.8","8.1",""
"Jan15-Dec15","12+ months","South West","White","19400","99600","84","19.5","13.4",""
"Jan15-Dec15","12+ months","South West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan15-Dec15","12+ months","Wales","All","29800","87900","284","33.9","5.5",""
"Jan15-Dec15","12+ months","Wales","White","28300","82400","274","34.3","8.9",""
"Jan15-Dec15","12+ months","Wales","Ethnic Minority","?","?","?","?","?","Supress"
"Jan15-Dec15","12+ months","West Midlands","All","54000","161300","199","33.5","6.6",""
"Jan15-Dec15","12+ months","West Midlands","White","37100","114600","154","32.4","11.7",""
"Jan15-Dec15","12+ months","West Midlands","Ethnic Minority","16900","46700","45","36.2","22.2",""
"Jan15-Dec15","12+ months","Yorkshire and The Humber","All","49500","162600","223","30.4","6",""
"Jan15-Dec15","12+ months","Yorkshire and The Humber","White","43300","131900","203","32.8","10.2",""
"Jan15-Dec15","12+ months","Yorkshire and The Humber","Ethnic Minority","?","?","?","?","?","Supress"
"Jan16-Dec16","12+ months","All","All","398200","1551400","1689","25.7","2.1",""
"Jan16-Dec16","12+ months","All","White","302900","1212300","1383","25","3.6",""
"Jan16-Dec16","12+ months","All","Ethnic Minority","94800","337900","304","28.1","8",""
"Jan16-Dec16","12+ months","East Midlands","All","22800","100400","77","22.7","9.4",""
"Jan16-Dec16","12+ months","East Midlands","White","21300","87700","70","24.3","15.9",""
"Jan16-Dec16","12+ months","East Midlands","Ethnic Minority","?","?","?","?","?","Supress"
"Jan16-Dec16","12+ months","East of England","All","23900","120200","85","19.8","8.5",""
"Jan16-Dec16","12+ months","East of England","White","19600","103900","65","18.8","15",""
"Jan16-Dec16","12+ months","East of England","Ethnic Minority","?","?","?","?","?","Supress"
"Jan16-Dec16","12+ months","London","All","66100","272600","180","24.2","6.3",""
"Jan16-Dec16","12+ months","London","White","21700","119300","63","18.2","15.1",""
"Jan16-Dec16","12+ months","London","Ethnic Minority","44400","153300","117","29","13",""
"Jan16-Dec16","12+ months","North East","All","27900","84700","159","32.9","7.3",""
"Jan16-Dec16","12+ months","North East","White","25900","78800","148","32.9","12",""
"Jan16-Dec16","12+ months","North East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan16-Dec16","12+ months","North West","All","43900","180600","212","24.3","5.8",""
"Jan16-Dec16","12+ months","North West","White","35800","150000","172","23.8","10.1",""
"Jan16-Dec16","12+ months","North West","Ethnic Minority","8200","30600","40","26.7","21.7",""
"Jan16-Dec16","12+ months","Scotland","All","34400","129700","202","26.5","6.1",""
"Jan16-Dec16","12+ months","Scotland","White","32300","121900","193","26.5","9.8",""
"Jan16-Dec16","12+ months","Scotland","Ethnic Minority","?","?","?","?","?","Supress"
"Jan16-Dec16","12+ months","South East","All","37500","188100","130","20","6.9",""
"Jan16-Dec16","12+ months","South East","White","31800","159500","107","20","12",""
"Jan16-Dec16","12+ months","South East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan16-Dec16","12+ months","South West","All","25200","113700","91","22.1","8.5",""
"Jan16-Dec16","12+ months","South West","White","22800","103800","84","22","14",""
"Jan16-Dec16","12+ months","South West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan16-Dec16","12+ months","Wales","All","19700","68100","182","29","6.6",""
"Jan16-Dec16","12+ months","Wales","White","19500","65600","179","29.7","10.6",""
"Jan16-Dec16","12+ months","Wales","Ethnic Minority","?","?","?","?","?","Supress"
"Jan16-Dec16","12+ months","West Midlands","All","52300","154300","190","33.9","6.7",""
"Jan16-Dec16","12+ months","West Midlands","White","33500","103200","139","32.4","12.3",""
"Jan16-Dec16","12+ months","West Midlands","Ethnic Minority","18800","50700","51","37.1","20.9",""
"Jan16-Dec16","12+ months","Yorkshire and The Humber","All","44700","139000","181","32.1","6.8",""
"Jan16-Dec16","12+ months","Yorkshire and The Humber","White","38700","118500","163","32.7","11.4",""
"Jan16-Dec16","12+ months","Yorkshire and The Humber","Ethnic Minority","?","?","?","?","?","Supress"
"Jan17-Dec17","12+ months","All","All","351100","1424700","1483","24.6","2.2",""
"Jan17-Dec17","12+ months","All","White","277900","1105300","1246","25.1","3.8",""
"Jan17-Dec17","12+ months","All","Ethnic Minority","71200","317000","232","22.5","8.5",""
"Jan17-Dec17","12+ months","East Midlands","All","24000","104000","67","23","10.1",""
"Jan17-Dec17","12+ months","East Midlands","White","22500","87400","61","25.7","17.3",""
"Jan17-Dec17","12+ months","East Midlands","Ethnic Minority","?","?","?","?","?","Supress"
"Jan17-Dec17","12+ months","East of England","All","21800","114700","69","19","9.3",""
"Jan17-Dec17","12+ months","East of England","White","20500","97500","63","21.1","15.9",""
"Jan17-Dec17","12+ months","East of England","Ethnic Minority","?","?","?","?","?","Supress"
"Jan17-Dec17","12+ months","London","All","66800","260200","176","25.7","6.5",""
"Jan17-Dec17","12+ months","London","White","29100","119400","76","24.3","15.2",""
"Jan17-Dec17","12+ months","London","Ethnic Minority","37300","140300","99","26.6","13.8",""
"Jan17-Dec17","12+ months","North East","All","26000","79200","173","32.9","7",""
"Jan17-Dec17","12+ months","North East","White","23500","73600","158","31.9","11.5",""
"Jan17-Dec17","12+ months","North East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan17-Dec17","12+ months","North West","All","35700","157200","163","22.7","6.4",""
"Jan17-Dec17","12+ months","North West","White","29700","127300","135","23.3","11.3",""
"Jan17-Dec17","12+ months","North West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan17-Dec17","12+ months","Scotland","All","32000","111200","198","28.7","6.3",""
"Jan17-Dec17","12+ months","Scotland","White","30100","104600","192","28.8","10.1",""
"Jan17-Dec17","12+ months","Scotland","Ethnic Minority","?","?","?","?","?","Supress"
"Jan17-Dec17","12+ months","South East","All","30100","149900","98","20.1","7.9",""
"Jan17-Dec17","12+ months","South East","White","26700","127500","85","20.9","13.7",""
"Jan17-Dec17","12+ months","South East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan17-Dec17","12+ months","South West","All","19200","93500","75","20.5","9.1",""
"Jan17-Dec17","12+ months","South West","White","18300","83800","69","21.8","15.4",""
"Jan17-Dec17","12+ months","South West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan17-Dec17","12+ months","Wales","All","20600","71500","187","28.8","6.5",""
"Jan17-Dec17","12+ months","Wales","White","19600","67100","179","29.2","10.5",""
"Jan17-Dec17","12+ months","Wales","Ethnic Minority","?","?","?","?","?","Supress"
"Jan17-Dec17","12+ months","West Midlands","All","35100","148300","131","23.7","7.3",""
"Jan17-Dec17","12+ months","West Midlands","White","26600","107700","106","24.7","13",""
"Jan17-Dec17","12+ months","West Midlands","Ethnic Minority","?","?","?","?","?","Supress"
"Jan17-Dec17","12+ months","Yorkshire and The Humber","All","40000","134900","146","29.6","7.4",""
"Jan17-Dec17","12+ months","Yorkshire and The Humber","White","31400","109200","122","28.7","12.7",""
"Jan17-Dec17","12+ months","Yorkshire and The Humber","Ethnic Minority","?","?","?","?","?","Supress"
"Jan04-Dec04","Unreported","All","All","?","?","?","?","?","Supress"
"Jan04-Dec04","Unreported","All","White","?","?","?","?","?","Supress"
"Jan04-Dec04","Unreported","All","Ethnic Minority","?","?","?","?","?","Supress"
"Jan04-Dec04","Unreported","East Midlands","All","?","?","?","?","?","Supress"
"Jan04-Dec04","Unreported","East Midlands","White","?","?","?","?","?","Supress"
"Jan04-Dec04","Unreported","East of England","All","?","?","?","?","?","Supress"
"Jan04-Dec04","Unreported","East of England","White","?","?","?","?","?","Supress"
"Jan04-Dec04","Unreported","London","All","?","?","?","?","?","Supress"
"Jan04-Dec04","Unreported","London","White","?","?","?","?","?","Supress"
"Jan04-Dec04","Unreported","London","Ethnic Minority","?","?","?","?","?","Supress"
"Jan04-Dec04","Unreported","North East","All","?","?","?","?","?","Supress"
"Jan04-Dec04","Unreported","North East","White","?","?","?","?","?","Supress"
"Jan04-Dec04","Unreported","North West","All","?","?","?","?","?","Supress"
"Jan04-Dec04","Unreported","North West","White","?","?","?","?","?","Supress"
"Jan04-Dec04","Unreported","Scotland","All","?","?","?","?","?","Supress"
"Jan04-Dec04","Unreported","Scotland","White","?","?","?","?","?","Supress"
"Jan04-Dec04","Unreported","South East","All","?","?","?","?","?","Supress"
"Jan04-Dec04","Unreported","South East","White","?","?","?","?","?","Supress"
"Jan04-Dec04","Unreported","South West","All","?","?","?","?","?","Supress"
"Jan04-Dec04","Unreported","South West","White","?","?","?","?","?","Supress"
"Jan04-Dec04","Unreported","West Midlands","All","?","?","?","?","?","Supress"
"Jan04-Dec04","Unreported","West Midlands","White","?","?","?","?","?","Supress"
"Jan04-Dec04","Unreported","West Midlands","Ethnic Minority","?","?","?","?","?","Supress"
"Jan04-Dec04","Unreported","Yorkshire and The Humber","All","?","?","?","?","?","Supress"
"Jan04-Dec04","Unreported","Yorkshire and The Humber","Ethnic Minority","?","?","?","?","?","Supress"
"Jan05-Dec05","Unreported","All","All","?","?","?","?","?","Supress"
"Jan05-Dec05","Unreported","All","White","?","?","?","?","?","Supress"
"Jan05-Dec05","Unreported","All","Ethnic Minority","?","?","?","?","?","Supress"
"Jan05-Dec05","Unreported","East Midlands","All","?","?","?","?","?","Supress"
"Jan05-Dec05","Unreported","East Midlands","White","?","?","?","?","?","Supress"
"Jan05-Dec05","Unreported","London","All","?","?","?","?","?","Supress"
"Jan05-Dec05","Unreported","London","White","?","?","?","?","?","Supress"
"Jan05-Dec05","Unreported","London","Ethnic Minority","?","?","?","?","?","Supress"
"Jan05-Dec05","Unreported","North East","All","?","?","?","?","?","Supress"
"Jan05-Dec05","Unreported","North East","White","?","?","?","?","?","Supress"
"Jan05-Dec05","Unreported","North West","All","?","?","?","?","?","Supress"
"Jan05-Dec05","Unreported","North West","White","?","?","?","?","?","Supress"
"Jan05-Dec05","Unreported","North West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan05-Dec05","Unreported","Scotland","All","?","?","?","?","?","Supress"
"Jan05-Dec05","Unreported","Scotland","White","?","?","?","?","?","Supress"
"Jan05-Dec05","Unreported","South East","All","?","?","?","?","?","Supress"
"Jan05-Dec05","Unreported","South East","White","?","?","?","?","?","Supress"
"Jan05-Dec05","Unreported","Wales","All","?","?","?","?","?","Supress"
"Jan05-Dec05","Unreported","Wales","White","?","?","?","?","?","Supress"
"Jan05-Dec05","Unreported","West Midlands","All","?","?","?","?","?","Supress"
"Jan05-Dec05","Unreported","West Midlands","White","?","?","?","?","?","Supress"
"Jan05-Dec05","Unreported","West Midlands","Ethnic Minority","?","?","?","?","?","Supress"
"Jan05-Dec05","Unreported","Yorkshire and The Humber","All","?","?","?","?","?","Supress"
"Jan05-Dec05","Unreported","Yorkshire and The Humber","White","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","All","All","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","All","White","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","All","Ethnic Minority","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","East Midlands","All","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","East Midlands","White","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","East of England","All","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","East of England","White","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","London","All","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","London","White","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","London","Ethnic Minority","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","North East","All","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","North East","White","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","North West","All","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","North West","White","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","North West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","Scotland","All","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","Scotland","White","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","South East","All","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","South East","White","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","Wales","All","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","Wales","White","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","West Midlands","All","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","West Midlands","White","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","West Midlands","Ethnic Minority","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","Yorkshire and The Humber","All","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","Yorkshire and The Humber","White","?","?","?","?","?","Supress"
"Jan06-Dec06","Unreported","Yorkshire and The Humber","Ethnic Minority","?","?","?","?","?","Supress"
"Jan07-Dec07","Unreported","All","All","?","?","?","?","?","Supress"
"Jan07-Dec07","Unreported","All","White","?","?","?","?","?","Supress"
"Jan07-Dec07","Unreported","All","Ethnic Minority","?","?","?","?","?","Supress"
"Jan07-Dec07","Unreported","London","All","?","?","?","?","?","Supress"
"Jan07-Dec07","Unreported","London","White","?","?","?","?","?","Supress"
"Jan07-Dec07","Unreported","London","Ethnic Minority","?","?","?","?","?","Supress"
"Jan07-Dec07","Unreported","North East","All","?","?","?","?","?","Supress"
"Jan07-Dec07","Unreported","North East","White","?","?","?","?","?","Supress"
"Jan07-Dec07","Unreported","North West","All","?","?","?","?","?","Supress"
"Jan07-Dec07","Unreported","North West","White","?","?","?","?","?","Supress"
"Jan07-Dec07","Unreported","Wales","All","?","?","?","?","?","Supress"
"Jan07-Dec07","Unreported","Wales","White","?","?","?","?","?","Supress"
"Jan07-Dec07","Unreported","Yorkshire and The Humber","All","?","?","?","?","?","Supress"
"Jan07-Dec07","Unreported","Yorkshire and The Humber","White","?","?","?","?","?","Supress"
"Jan08-Dec08","Unreported","All","All","?","?","?","?","?","Supress"
"Jan08-Dec08","Unreported","All","White","?","?","?","?","?","Supress"
"Jan08-Dec08","Unreported","All","Ethnic Minority","?","?","?","?","?","Supress"
"Jan08-Dec08","Unreported","East Midlands","All","?","?","?","?","?","Supress"
"Jan08-Dec08","Unreported","East Midlands","White","?","?","?","?","?","Supress"
"Jan08-Dec08","Unreported","London","All","?","?","?","?","?","Supress"
"Jan08-Dec08","Unreported","London","White","?","?","?","?","?","Supress"
"Jan08-Dec08","Unreported","North East","All","?","?","?","?","?","Supress"
"Jan08-Dec08","Unreported","North East","White","?","?","?","?","?","Supress"
"Jan08-Dec08","Unreported","North West","All","?","?","?","?","?","Supress"
"Jan08-Dec08","Unreported","North West","White","?","?","?","?","?","Supress"
"Jan08-Dec08","Unreported","Scotland","All","?","?","?","?","?","Supress"
"Jan08-Dec08","Unreported","Scotland","White","?","?","?","?","?","Supress"
"Jan08-Dec08","Unreported","South East","All","?","?","?","?","?","Supress"
"Jan08-Dec08","Unreported","South East","White","?","?","?","?","?","Supress"
"Jan08-Dec08","Unreported","South East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan08-Dec08","Unreported","West Midlands","All","?","?","?","?","?","Supress"
"Jan08-Dec08","Unreported","West Midlands","White","?","?","?","?","?","Supress"
"Jan08-Dec08","Unreported","Yorkshire and The Humber","All","?","?","?","?","?","Supress"
"Jan08-Dec08","Unreported","Yorkshire and The Humber","White","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","All","All","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","All","White","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","All","Ethnic Minority","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","East Midlands","All","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","East Midlands","White","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","East of England","All","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","East of England","White","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","East of England","Ethnic Minority","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","London","All","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","London","Ethnic Minority","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","North East","All","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","North East","White","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","North West","All","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","North West","White","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","Scotland","All","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","Scotland","White","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","South East","All","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","South East","White","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","South West","All","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","South West","White","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","Wales","All","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","Wales","White","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","West Midlands","All","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","West Midlands","White","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","West Midlands","Ethnic Minority","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","Yorkshire and The Humber","All","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","Yorkshire and The Humber","White","?","?","?","?","?","Supress"
"Jan09-Dec09","Unreported","Yorkshire and The Humber","Ethnic Minority","?","?","?","?","?","Supress"
"Jan10-Dec10","Unreported","All","All","?","?","?","?","?","Supress"
"Jan10-Dec10","Unreported","All","White","?","?","?","?","?","Supress"
"Jan10-Dec10","Unreported","All","Ethnic Minority","?","?","?","?","?","Supress"
"Jan10-Dec10","Unreported","London","All","?","?","?","?","?","Supress"
"Jan10-Dec10","Unreported","London","Ethnic Minority","?","?","?","?","?","Supress"
"Jan10-Dec10","Unreported","North East","All","?","?","?","?","?","Supress"
"Jan10-Dec10","Unreported","North East","White","?","?","?","?","?","Supress"
"Jan10-Dec10","Unreported","North West","All","?","?","?","?","?","Supress"
"Jan10-Dec10","Unreported","North West","White","?","?","?","?","?","Supress"
"Jan10-Dec10","Unreported","Scotland","All","?","?","?","?","?","Supress"
"Jan10-Dec10","Unreported","Scotland","White","?","?","?","?","?","Supress"
"Jan10-Dec10","Unreported","South East","All","?","?","?","?","?","Supress"
"Jan10-Dec10","Unreported","South East","White","?","?","?","?","?","Supress"
"Jan10-Dec10","Unreported","Wales","All","?","?","?","?","?","Supress"
"Jan10-Dec10","Unreported","Wales","White","?","?","?","?","?","Supress"
"Jan10-Dec10","Unreported","West Midlands","All","?","?","?","?","?","Supress"
"Jan10-Dec10","Unreported","West Midlands","White","?","?","?","?","?","Supress"
"Jan10-Dec10","Unreported","West Midlands","Ethnic Minority","?","?","?","?","?","Supress"
"Jan11-Dec11","Unreported","All","All","?","?","?","?","?","Supress"
"Jan11-Dec11","Unreported","East Midlands","All","?","?","?","?","?","Supress"
"Jan11-Dec11","Unreported","East of England","All","?","?","?","?","?","Supress"
"Jan11-Dec11","Unreported","London","All","?","?","?","?","?","Supress"
"Jan11-Dec11","Unreported","North East","All","?","?","?","?","?","Supress"
"Jan11-Dec11","Unreported","North West","All","?","?","?","?","?","Supress"
"Jan11-Dec11","Unreported","South East","All","?","?","?","?","?","Supress"
"Jan11-Dec11","Unreported","South West","All","?","?","?","?","?","Supress"
"Jan11-Dec11","Unreported","Wales","All","?","?","?","?","?","Supress"
"Jan11-Dec11","Unreported","West Midlands","All","?","?","?","?","?","Supress"
"Jan11-Dec11","Unreported","Yorkshire and The Humber","All","?","?","?","?","?","Supress"
"Jan12-Dec12","Unreported","All","All","8600","2454200","40","0.3","1.7",""
"Jan12-Dec12","Unreported","All","White","5400","1971400","30","0.3","3.1",""
"Jan12-Dec12","Unreported","All","Ethnic Minority","?","?","?","?","?","Supress"
"Jan12-Dec12","Unreported","East of England","All","?","?","?","?","?","Supress"
"Jan12-Dec12","Unreported","East of England","White","?","?","?","?","?","Supress"
"Jan12-Dec12","Unreported","London","All","?","?","?","?","?","Supress"
"Jan12-Dec12","Unreported","London","White","?","?","?","?","?","Supress"
"Jan12-Dec12","Unreported","London","Ethnic Minority","?","?","?","?","?","Supress"
"Jan12-Dec12","Unreported","North East","All","?","?","?","?","?","Supress"
"Jan12-Dec12","Unreported","North East","White","?","?","?","?","?","Supress"
"Jan12-Dec12","Unreported","North West","All","?","?","?","?","?","Supress"
"Jan12-Dec12","Unreported","North West","White","?","?","?","?","?","Supress"
"Jan12-Dec12","Unreported","Scotland","All","?","?","?","?","?","Supress"
"Jan12-Dec12","Unreported","Scotland","White","?","?","?","?","?","Supress"
"Jan12-Dec12","Unreported","South East","All","?","?","?","?","?","Supress"
"Jan12-Dec12","Unreported","South East","White","?","?","?","?","?","Supress"
"Jan12-Dec12","Unreported","South East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan12-Dec12","Unreported","South West","All","?","?","?","?","?","Supress"
"Jan12-Dec12","Unreported","South West","White","?","?","?","?","?","Supress"
"Jan12-Dec12","Unreported","Wales","All","?","?","?","?","?","Supress"
"Jan12-Dec12","Unreported","Wales","White","?","?","?","?","?","Supress"
"Jan12-Dec12","Unreported","West Midlands","All","?","?","?","?","?","Supress"
"Jan12-Dec12","Unreported","West Midlands","White","?","?","?","?","?","Supress"
"Jan12-Dec12","Unreported","West Midlands","Ethnic Minority","?","?","?","?","?","Supress"
"Jan12-Dec12","Unreported","Yorkshire and The Humber","All","?","?","?","?","?","Supress"
"Jan12-Dec12","Unreported","Yorkshire and The Humber","White","?","?","?","?","?","Supress"
"Jan12-Dec12","Unreported","Yorkshire and The Humber","Ethnic Minority","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","All","All","9100","2362600","42","0.4","1.9",""
"Jan13-Dec13","Unreported","All","White","6100","1867800","33","0.3","2.9",""
"Jan13-Dec13","Unreported","All","Ethnic Minority","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","East Midlands","All","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","East Midlands","White","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","East Midlands","Ethnic Minority","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","East of England","All","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","East of England","White","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","London","All","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","London","White","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","London","Ethnic Minority","?","?","?","?","?","Supress"
