"Title","Length of time spent in unemployment"
"Location","England, Wales and Scotland"
"Time period","2004 to 2016"
"Data source","Department for Work and Pensions"
"Data source link","https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/qmis/annualpopulationsurveyapsqmi"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-09"
"DATE","DURATION","REGION","ETHNICITY","NUMERATOR","DENOMINATOR","SAMP_SIZE","Value","Confidence Interval","Suppress?"
"Jan05-Dec05","12+ months","Scotland","White","30916","133561","293","23.1","7.6",""
"Jan05-Dec05","12+ months","Scotland","Ethnic Minority","99","3902","2","?","?","Suppress"
"Jan05-Dec05","12+ months","South East","All","23670","159982","194","14.8","5",""
"Jan05-Dec05","12+ months","South East","White","21708","142363","177","15.2","8.4",""
"Jan05-Dec05","12+ months","South East","Ethnic Minority","1962","17150","17","?","?","Suppress"
"Jan05-Dec05","12+ months","South West","All","14537","87150","132","16.7","6.4",""
"Jan05-Dec05","12+ months","South West","White","14046","84270","129","16.7","10.2",""
"Jan05-Dec05","12+ months","South West","Ethnic Minority","491","2880","3","?","?","Suppress"
"Jan05-Dec05","12+ months","Wales","All","16412","71638","218","22.9","5.6",""
"Jan05-Dec05","12+ months","Wales","White","15422","66552","210","23.2","9",""
"Jan05-Dec05","12+ months","Wales","Ethnic Minority","990","5086","8","?","?","Suppress"
"Jan05-Dec05","12+ months","West Midlands","All","27967","132892","170","21","6.1",""
"Jan05-Dec05","12+ months","West Midlands","White","18287","98260","132","18.6","10.5",""
"Jan05-Dec05","12+ months","West Midlands","Ethnic Minority","9532","34330","37","?","?","Suppress"
"Jan05-Dec05","12+ months","Yorkshire and The Humber","All","21918","119551","119","18.3","6.9",""
"Jan06-Dec06","12+ months","Yorkshire and The Humber","White","18981","105928","109","17.9","11.4",""
"Jan06-Dec06","12+ months","Yorkshire and The Humber","Ethnic Minority","2937","13623","10","?","?","Suppress"
"Jan06-Dec06","12+ months","All","Ethnic Minority","75432","303853","315","24.8","7.5",""
"Jan06-Dec06","12+ months","East Midlands","All","25445","116416","114","21.9","7.6",""
"Jan06-Dec06","12+ months","East Midlands","White","22120","101660","94","?","?","Suppress"
"Jan06-Dec06","12+ months","East Midlands","Ethnic Minority","3325","14756","20","?","?","Suppress"
"Jan06-Dec06","12+ months","East of England","All","24590","131115","109","18.8","7.3",""
"Jan06-Dec06","12+ months","East of England","White","20763","114297","86","?","?","Suppress"
"Jan06-Dec06","12+ months","East of England","Ethnic Minority","3827","15935","23","?","?","Suppress"
"Jan06-Dec06","12+ months","London","All","78161","298955","283","26.1","5.1",""
"Jan06-Dec06","12+ months","London","White","34431","141274","128","24.4","11.8",""
"Jan06-Dec06","12+ months","London","Ethnic Minority","43730","157282","155","27.8","11.1",""
"Jan06-Dec06","12+ months","North East","All","20423","84161","174","24.3","6.4",""
"Jan06-Dec06","12+ months","North East","White","19097","80144","162","23.8","10.4",""
"Jan06-Dec06","12+ months","North East","Ethnic Minority","1119","3540","10","?","?","Suppress"
"Jan06-Dec06","12+ months","North West","All","42647","178427","252","23.9","5.3",""
"Jan06-Dec06","12+ months","North West","White","37682","156174","226","24.1","8.8",""
"Jan06-Dec06","12+ months","North West","Ethnic Minority","4965","22253","26","?","?","Suppress"
"Jan06-Dec06","12+ months","Scotland","All","29910","136648","297","21.9","4.7",""
"Jan06-Dec06","12+ months","Scotland","White","29769","131455","295","22.6","7.5",""
"Jan06-Dec06","12+ months","Scotland","Ethnic Minority","141","5193","2","?","?","Suppress"
"Jan06-Dec06","12+ months","South East","All","36929","195378","185","18.9","5.6",""
"Jan06-Dec06","12+ months","South East","White","34231","179864","167","19","9.4",""
"Jan06-Dec06","12+ months","South East","Ethnic Minority","2698","15514","18","?","?","Suppress"
"Jan06-Dec06","12+ months","South West","All","13100","96536","73","13.6","7.9",""
"Jan06-Dec06","12+ months","South West","White","12704","90806","72","?","?","Suppress"
"Jan06-Dec06","12+ months","South West","Ethnic Minority","396","5730","1","?","?","Suppress"
"Jan06-Dec06","12+ months","Wales","All","15979","73102","200","21.9","5.7",""
"Jan06-Dec06","12+ months","Wales","White","15206","69368","195","21.9","9.2",""
"Jan06-Dec06","12+ months","Wales","Ethnic Minority","773","3690","5","?","?","Suppress"
"Jan06-Dec06","12+ months","West Midlands","All","31870","146394","142","21.8","6.8",""
"Jan06-Dec06","12+ months","West Midlands","White","20675","103814","99","?","?","Suppress"
"Jan06-Dec06","12+ months","West Midlands","Ethnic Minority","11195","42580","43","?","?","Suppress"
"Jan06-Dec06","12+ months","Yorkshire and The Humber","All","35500","141395","174","25.1","6.4",""
"Jan06-Dec06","12+ months","Yorkshire and The Humber","White","32237","124015","162","26","10.7",""
"Jan06-Dec06","12+ months","Yorkshire and The Humber","Ethnic Minority","3263","17380","12","?","?","Suppress"
"Jan07-Dec07","12+ months","All","All","367852","1558666","1971","23.6","1.9",""
"Jan07-Dec07","12+ months","All","White","283767","1258081","1621","22.6","3.2",""
"Jan07-Dec07","12+ months","All","Ethnic Minority","83587","299148","348","27.9","7.4",""
"Jan07-Dec07","12+ months","East Midlands","All","24920","112652","110","22.1","7.8",""
"Jan07-Dec07","12+ months","East Midlands","White","21036","96574","88","?","?","Suppress"
"Jan07-Dec07","12+ months","East Midlands","Ethnic Minority","3884","15941","22","?","?","Suppress"
"Jan07-Dec07","12+ months","East of England","All","26696","124701","116","21.4","7.5",""
"Jan07-Dec07","12+ months","East of England","White","21866","105922","89","?","?","Suppress"
"Jan07-Dec07","12+ months","East of England","Ethnic Minority","4830","18779","27","?","?","Suppress"
"Jan07-Dec07","12+ months","London","All","71944","272793","259","26.4","5.4",""
"Jan07-Dec07","12+ months","London","White","29382","128085","108","22.9","12.5",""
"Jan07-Dec07","12+ months","London","Ethnic Minority","42562","144464","151","29.5","11.5",""
"Jan07-Dec07","12+ months","North East","All","18625","75769","147","24.6","7",""
"Jan07-Dec07","12+ months","North East","White","18536","73140","146","25.3","11.1",""
"Jan07-Dec07","12+ months","North East","Ethnic Minority","89","2629","1","?","?","Suppress"
"Jan07-Dec07","12+ months","North West","All","46302","189839","275","24.4","5.1",""
"Jan07-Dec07","12+ months","North West","White","39698","162834","238","24.4","8.6",""
"Jan07-Dec07","12+ months","North West","Ethnic Minority","6604","27005","37","?","?","Suppress"
"Jan07-Dec07","12+ months","Scotland","All","28569","124588","254","22.9","5.2",""
"Jan07-Dec07","12+ months","Scotland","White","27940","119974","248","23.3","8.3",""
"Jan07-Dec07","12+ months","Scotland","Ethnic Minority","629","4614","6","?","?","Suppress"
"Jan07-Dec07","12+ months","South East","All","33759","182381","165","18.5","5.9",""
"Jan07-Dec07","12+ months","South East","White","29947","162182","143","18.5","10.1",""
"Jan07-Dec07","12+ months","South East","Ethnic Minority","3437","19517","21","?","?","Suppress"
"Jan07-Dec07","12+ months","South West","All","18115","102301","72","17.7","8.8",""
"Jan07-Dec07","12+ months","South West","White","17903","95897","71","?","?","Suppress"
"Jan07-Dec07","12+ months","South West","Ethnic Minority","212","6404","1","?","?","Suppress"
"Jan07-Dec07","12+ months","Wales","All","17845","78994","203","22.6","5.8",""
"Jan07-Dec07","12+ months","Wales","White","16657","74762","194","22.3","9.3",""
"Jan07-Dec07","12+ months","Wales","Ethnic Minority","1065","4109","8","?","?","Suppress"
"Jan07-Dec07","12+ months","West Midlands","All","43317","156054","185","27.8","6.5",""
"Jan07-Dec07","12+ months","West Midlands","White","29508","119383","134","24.7","11.5",""
"Jan07-Dec07","12+ months","West Midlands","Ethnic Minority","13809","36671","51","?","?","Suppress"
"Jan07-Dec07","12+ months","Yorkshire and The Humber","All","37760","138594","185","27.2","6.4",""
"Jan07-Dec07","12+ months","Yorkshire and The Humber","White","31294","119328","162","26.2","10.7",""
"Jan07-Dec07","12+ months","Yorkshire and The Humber","Ethnic Minority","6466","19015","23","?","?","Suppress"
"Jan08-Dec08","12+ months","All","All","404140","1738374","2101","23.2","1.8",""
"Jan08-Dec08","12+ months","All","White","310778","1410446","1721","22","3.1",""
"Jan08-Dec08","12+ months","All","Ethnic Minority","92982","327128","378","28.4","7.2",""
"Jan08-Dec08","12+ months","East Midlands","All","32506","132900","127","24.5","7.5",""
"Jan08-Dec08","12+ months","East Midlands","White","24998","112975","86","?","?","Suppress"
"Jan08-Dec08","12+ months","East Midlands","Ethnic Minority","7508","19925","41","?","?","Suppress"
"Jan08-Dec08","12+ months","East of England","All","28607","142659","115","20.1","7.3",""
"Jan08-Dec08","12+ months","East of England","White","25477","125760","99","?","?","Suppress"
"Jan08-Dec08","12+ months","East of England","Ethnic Minority","3007","16776","15","?","?","Suppress"
"Jan08-Dec08","12+ months","London","All","78539","285533","267","27.5","5.4",""
"Jan08-Dec08","12+ months","London","White","29606","130528","104","22.7","12.7",""
"Jan08-Dec08","12+ months","London","Ethnic Minority","48676","154748","162","31.5","11.3",""
"Jan08-Dec08","12+ months","North East","All","22324","92918","177","24","6.3",""
"Jan08-Dec08","12+ months","North East","White","21275","88496","170","24","10.1",""
"Jan08-Dec08","12+ months","North East","Ethnic Minority","1049","4422","7","?","?","Suppress"
"Jan08-Dec08","12+ months","North West","All","54736","213353","313","25.7","4.8",""
"Jan08-Dec08","12+ months","North West","White","48245","184896","276","26.1","8.2",""
"Jan08-Dec08","12+ months","North West","Ethnic Minority","6491","28457","37","?","?","Suppress"
"Jan08-Dec08","12+ months","Scotland","All","24016","130125","212","18.5","5.2",""
"Jan08-Dec08","12+ months","Scotland","White","23619","125052","209","18.9","8.4",""
"Jan08-Dec08","12+ months","Scotland","Ethnic Minority","397","5073","3","?","?","Suppress"
"Jan08-Dec08","12+ months","South East","All","36404","195892","159","18.6","6",""
"Jan08-Dec08","12+ months","South East","White","33884","173470","144","19.5","10.2",""
"Jan08-Dec08","12+ months","South East","Ethnic Minority","2520","22002","15","?","?","Suppress"
"Jan08-Dec08","12+ months","South West","All","20355","109110","100","18.7","7.6",""
"Jan08-Dec08","12+ months","South West","White","18796","102469","93","?","?","Suppress"
"Jan08-Dec08","12+ months","South West","Ethnic Minority","1559","6641","7","?","?","Suppress"
"Jan08-Dec08","12+ months","Wales","All","19178","90289","215","21.2","5.5",""
"Jan08-Dec08","12+ months","Wales","White","17647","85879","206","20.5","8.7",""
"Jan08-Dec08","12+ months","Wales","Ethnic Minority","1531","4410","9","?","?","Suppress"
"Jan08-Dec08","12+ months","West Midlands","All","49240","185632","227","26.5","5.7",""
"Jan08-Dec08","12+ months","West Midlands","White","36270","141884","173","25.6","10.3",""
"Jan08-Dec08","12+ months","West Midlands","Ethnic Minority","12970","43748","54","?","?","Suppress"
"Jan08-Dec08","12+ months","Yorkshire and The Humber","All","38235","159963","189","23.9","6.1",""
"Jan08-Dec08","12+ months","Yorkshire and The Humber","White","30961","139037","161","22.3","10.2",""
"Jan08-Dec08","12+ months","Yorkshire and The Humber","Ethnic Minority","7274","20926","28","?","?","Suppress"
"Jan09-Dec09","12+ months","All","All","567810","2343262","2895","24.2","1.6",""
"Jan09-Dec09","12+ months","All","White","454402","1937556","2436","23.5","2.7",""
"Jan09-Dec09","12+ months","All","Ethnic Minority","112554","403254","455","27.9","6.5",""
"Jan09-Dec09","12+ months","East Midlands","All","39592","166073","154","23.8","6.7",""
"Jan09-Dec09","12+ months","East Midlands","White","31997","142116","120","22.5","11.8",""
"Jan09-Dec09","12+ months","East Midlands","Ethnic Minority","7595","23957","34","?","?","Suppress"
"Jan09-Dec09","12+ months","East of England","All","42653","186434","162","22.9","6.5",""
"Jan09-Dec09","12+ months","East of England","White","36163","162011","132","22.3","11.2",""
"Jan09-Dec09","12+ months","East of England","Ethnic Minority","6361","24294","29","?","?","Suppress"
"Jan09-Dec09","12+ months","London","All","95186","381261","306","25","4.9",""
"Jan09-Dec09","12+ months","London","White","43520","196032","144","22.2","10.7",""
"Jan09-Dec09","12+ months","London","Ethnic Minority","51276","183699","161","27.9","10.9",""
"Jan09-Dec09","12+ months","North East","All","33976","117535","249","28.9","5.6",""
"Jan09-Dec09","12+ months","North East","White","32241","111924","235","28.8","9.1",""
"Jan09-Dec09","12+ months","North East","Ethnic Minority","1735","5611","14","?","?","Suppress"
"Jan09-Dec09","12+ months","North West","All","76157","290061","430","26.3","4.2",""
"Jan09-Dec09","12+ months","North West","White","66437","250061","376","26.6","7.1",""
"Jan09-Dec09","12+ months","North West","Ethnic Minority","9720","39922","54","?","?","Suppress"
"Jan09-Dec09","12+ months","Scotland","All","47510","185699","359","25.6","4.5",""
"Jan09-Dec09","12+ months","Scotland","White","45071","179419","349","25.1","7.2",""
"Jan09-Dec09","12+ months","Scotland","Ethnic Minority","2439","6081","10","?","?","Suppress"
"Jan09-Dec09","12+ months","South East","All","53909","262256","223","20.6","5.3",""
"Jan09-Dec09","12+ months","South East","White","50358","239071","198","21.1","9",""
"Jan09-Dec09","12+ months","South East","Ethnic Minority","3551","23004","25","?","?","Suppress"
"Jan09-Dec09","12+ months","South West","All","27457","164621","126","16.7","6.5",""
"Jan09-Dec09","12+ months","South West","White","24991","155671","114","16.1","10.7",""
"Jan09-Dec09","12+ months","South West","Ethnic Minority","2275","8759","11","?","?","Suppress"
"Jan09-Dec09","12+ months","Wales","All","29517","118062","307","25","4.8",""
"Jan09-Dec09","12+ months","Wales","White","28331","111693","297","25.4","7.8",""
"Jan09-Dec09","12+ months","Wales","Ethnic Minority","1186","6369","10","?","?","Suppress"
"Jan09-Dec09","12+ months","West Midlands","All","68243","253180","309","27","5",""
"Jan09-Dec09","12+ months","West Midlands","White","49065","198903","230","24.7","8.8",""
"Jan09-Dec09","12+ months","West Midlands","Ethnic Minority","19034","54133","78","?","?","Suppress"
"Jan09-Dec09","12+ months","Yorkshire and The Humber","All","53610","218080","270","24.6","5.1",""
"Jan09-Dec09","12+ months","Yorkshire and The Humber","White","46228","190655","241","24.2","8.5",""
"Jan09-Dec09","12+ months","Yorkshire and The Humber","Ethnic Minority","7382","27425","29","?","?","Suppress"
"Jan10-Dec10","12+ months","All","All","732658","2341208","3638","31.3","1.5",""
"Jan10-Dec10","12+ months","All","White","607514","1928247","3143","31.5","2.6",""
"Jan10-Dec10","12+ months","All","Ethnic Minority","124053","410590","491","30.2","6.4",""
"Jan10-Dec10","12+ months","East Midlands","All","54923","168897","205","32.5","6.4",""
"Jan10-Dec10","12+ months","East Midlands","White","46051","142459","163","32.3","11.3",""
"Jan10-Dec10","12+ months","East Midlands","Ethnic Minority","8446","25669","41","?","?","Suppress"
"Jan10-Dec10","12+ months","East of England","All","58367","194792","206","30","6.3",""
"Jan10-Dec10","12+ months","East of England","White","53225","172639","188","30.8","10.4",""
"Jan10-Dec10","12+ months","East of England","Ethnic Minority","5142","22153","18","?","?","Suppress"
"Jan10-Dec10","12+ months","London","All","121672","371872","399","32.7","4.6",""
"Jan10-Dec10","12+ months","London","White","60824","179406","201","33.9","10.3",""
"Jan10-Dec10","12+ months","London","Ethnic Minority","60563","191928","197","31.6","10.3",""
"Jan10-Dec10","12+ months","North East","All","42729","120754","334","35.4","5.1",""
"Jan10-Dec10","12+ months","North East","White","40587","114047","317","35.6","8.3",""
"Jan10-Dec10","12+ months","North East","Ethnic Minority","2142","6707","17","?","?","Suppress"
"Jan10-Dec10","12+ months","North West","All","82282","274738","472","29.9","4.1",""
"Jan10-Dec10","12+ months","North West","White","74131","241566","428","30.7","6.9",""
"Jan10-Dec10","12+ months","North West","Ethnic Minority","8151","32969","44","?","?","Suppress"
"Jan10-Dec10","12+ months","Scotland","All","59281","205513","462","28.8","4.1",""
"Jan10-Dec10","12+ months","Scotland","White","57495","197068","451","29.2","6.6",""
"Jan10-Dec10","12+ months","Scotland","Ethnic Minority","1683","8342","10","?","?","Suppress"
"Jan10-Dec10","12+ months","South East","All","70026","266557","265","26.3","5.3",""
"Jan10-Dec10","12+ months","South East","White","62099","236763","228","26.2","9",""
"Jan10-Dec10","12+ months","South East","Ethnic Minority","7927","29794","37","?","?","Suppress"
"Jan10-Dec10","12+ months","South West","All","47867","158091","189","30.3","6.6",""
"Jan10-Dec10","12+ months","South West","White","46199","150036","179","30.8","10.7",""
"Jan10-Dec10","12+ months","South West","Ethnic Minority","1668","7896","10","?","?","Suppress"
"Jan10-Dec10","12+ months","Wales","All","36422","119317","374","30.5","4.7",""
"Jan10-Dec10","12+ months","Wales","White","35056","113684","364","30.8","7.5",""
"Jan10-Dec10","12+ months","Wales","Ethnic Minority","1366","5633","10","?","?","Suppress"
"Jan10-Dec10","12+ months","West Midlands","All","83408","236195","375","35.3","4.8",""
"Jan10-Dec10","12+ months","West Midlands","White","64341","184347","295","34.9","8.6",""
"Jan10-Dec10","12+ months","West Midlands","Ethnic Minority","19067","51526","80","?","?","Suppress"
"Jan10-Dec10","12+ months","Yorkshire and The Humber","All","75681","224482","357","33.7","4.9",""
"Jan10-Dec10","12+ months","Yorkshire and The Humber","White","67506","196232","329","34.4","8.1",""
"Jan10-Dec10","12+ months","Yorkshire and The Humber","Ethnic Minority","7898","27973","27","?","?","Suppress"
"Jan11-Dec11","12+ months","All","All","808784","2476624","3842","32.7","1.5",""
"Jan11-Dec11","12+ months","East Midlands","All","61041","186976","202","32.6","6.5",""
"Jan11-Dec11","12+ months","East of England","All","64599","201585","227","32","6.1",""
"Jan11-Dec11","12+ months","London","All","131761","405911","421","32.5","4.5",""
"Jan11-Dec11","12+ months","North East","All","46391","128365","360","36.1","5",""
"Jan11-Dec11","12+ months","North West","All","92051","290492","481","31.7","4.2",""
"Jan11-Dec11","12+ months","Scotland","All","70382","221310","487","31.8","4.1",""
"Jan11-Dec11","12+ months","South East","All","76516","265331","296","28.8","5.2",""
"Jan11-Dec11","12+ months","South West","All","47470","160121","203","29.6","6.3",""
"Jan11-Dec11","12+ months","Wales","All","37739","120767","398","31.2","4.6",""
"Jan11-Dec11","12+ months","West Midlands","All","94751","251511","377","37.7","4.9",""
"Jan11-Dec11","12+ months","Yorkshire and The Humber","All","86083","244255","390","35.2","4.7",""
"Jan12-Dec12","12+ months","All","All","842600","2454331","4084","34.3","1.5",""
"Jan12-Dec12","12+ months","All","White","679889","1971499","3466","34.5","2.5",""
"Jan12-Dec12","12+ months","All","Ethnic Minority","162711","482052","618","33.8","5.9",""
"Jan12-Dec12","12+ months","East Midlands","All","61539","181079","214","34","6.3",""
"Jan12-Dec12","12+ months","East Midlands","White","51122","152375","163","33.6","11.5",""
"Jan12-Dec12","12+ months","East Midlands","Ethnic Minority","10417","28704","51","?","?","Suppress"
"Jan12-Dec12","12+ months","East of England","All","72008","201410","236","35.8","6.1",""
"Jan12-Dec12","12+ months","East of England","White","63648","177293","197","35.9","10.6",""
"Jan12-Dec12","12+ months","East of England","Ethnic Minority","8360","24117","39","?","?","Suppress"
"Jan12-Dec12","12+ months","London","All","127184","403113","378","31.6","4.7",""
"Jan12-Dec12","12+ months","London","White","53914","183294","164","29.4","11",""
"Jan12-Dec12","12+ months","London","Ethnic Minority","73270","219497","214","33.4","10",""
"Jan12-Dec12","12+ months","North East","All","54817","133073","428","41.2","4.7",""
"Jan12-Dec12","12+ months","North East","White","51931","125797","409","41.3","7.5",""
"Jan12-Dec12","12+ months","North East","Ethnic Minority","2886","7276","19","?","?","Suppress"
"Jan12-Dec12","12+ months","North West","All","106320","295518","548","36","4",""
"Jan12-Dec12","12+ months","North West","White","94447","258278","485","36.6","6.8",""
"Jan12-Dec12","12+ months","North West","Ethnic Minority","11873","37240","63","?","?","Suppress"
"Jan12-Dec12","12+ months","Scotland","All","71266","214992","524","33.1","4",""
"Jan12-Dec12","12+ months","Scotland","White","68525","204156","513","33.6","6.5",""
"Jan12-Dec12","12+ months","Scotland","Ethnic Minority","2741","10623","11","?","?","Suppress"
"Jan12-Dec12","12+ months","South East","All","80006","267447","328","29.9","5",""
"Jan12-Dec12","12+ months","South East","White","69042","230046","268","30","8.7",""
"Jan12-Dec12","12+ months","South East","Ethnic Minority","10964","37401","60","?","?","Suppress"
"Jan12-Dec12","12+ months","South West","All","45653","156041","195","29.3","6.4",""
"Jan12-Dec12","12+ months","South West","White","43177","146871","185","29.4","10.4",""
"Jan12-Dec12","12+ months","South West","Ethnic Minority","2476","9170","10","?","?","Suppress"
"Jan12-Dec12","12+ months","Wales","All","44431","120975","441","36.7","4.5",""
"Jan12-Dec12","12+ months","Wales","White","42010","113761","421","36.9","7.3",""
"Jan12-Dec12","12+ months","Wales","Ethnic Minority","2421","7214","20","?","?","Suppress"
"Jan12-Dec12","12+ months","West Midlands","All","93459","235875","395","39.6","4.8",""
"Jan12-Dec12","12+ months","West Midlands","White","69511","173824","310","40","8.6",""
"Jan12-Dec12","12+ months","West Midlands","Ethnic Minority","23948","61806","85","?","?","Suppress"
"Jan12-Dec12","12+ months","Yorkshire and The Humber","All","85917","244808","397","35.1","4.7",""
"Jan12-Dec12","12+ months","Yorkshire and The Humber","White","72562","205804","351","35.3","7.9",""
"Jan12-Dec12","12+ months","Yorkshire and The Humber","Ethnic Minority","13355","39004","46","?","?","Suppress"
"Jan13-Dec13","12+ months","All","All","842800","2362655","3887","35.7","1.5",""
"Jan13-Dec13","12+ months","All","White","671902","1867876","3273","36","2.6",""
"Jan13-Dec13","12+ months","All","Ethnic Minority","170289","493282","612","34.5","6",""
"Jan13-Dec13","12+ months","East Midlands","All","63868","169684","217","37.6","6.4",""
"Jan13-Dec13","12+ months","East Midlands","White","54073","142022","169","38.1","11.6",""
"Jan13-Dec13","12+ months","East Midlands","Ethnic Minority","9795","27662","48","?","?","Suppress"
"Jan13-Dec13","12+ months","East of England","All","65087","188377","207","34.6","6.5",""
"Jan13-Dec13","12+ months","East of England","White","57560","159874","176","36","11.2",""
"Jan13-Dec13","12+ months","East of England","Ethnic Minority","7527","28315","31","?","?","Suppress"
"Jan13-Dec13","12+ months","London","All","133333","390454","418","34.1","4.5",""
"Jan13-Dec13","12+ months","London","White","56417","174623","180","32.3","10.8",""
"Jan13-Dec13","12+ months","London","Ethnic Minority","76512","215006","237","35.6","9.6",""
"Jan13-Dec13","12+ months","North East","All","53681","124385","404","43.2","4.8",""
"Jan13-Dec13","12+ months","North East","White","51293","118250","387","43.4","7.8",""
"Jan13-Dec13","12+ months","North East","Ethnic Minority","2388","6135","17","?","?","Suppress"
"Jan13-Dec13","12+ months","North West","All","98015","273676","508","35.8","4.2",""
"Jan13-Dec13","12+ months","North West","White","87958","239680","451","36.7","7",""
"Jan13-Dec13","12+ months","North West","Ethnic Minority","10057","33996","57","?","?","Suppress"
"Jan13-Dec13","12+ months","Scotland","All","74549","209283","510","35.6","4.2",""
"Jan13-Dec13","12+ months","Scotland","White","73242","197371","502","37.1","6.7",""
"Jan13-Dec13","12+ months","Scotland","Ethnic Minority","1307","11912","8","?","?","Suppress"
"Jan13-Dec13","12+ months","South East","All","76219","259006","298","29.4","5.2",""
"Jan13-Dec13","12+ months","South East","White","65585","221848","253","29.6","8.9",""
"Jan13-Dec13","12+ months","South East","Ethnic Minority","10634","37158","45","?","?","Suppress"
"Jan13-Dec13","12+ months","South West","All","45263","156473","170","28.9","6.8",""
"Jan13-Dec13","12+ months","South West","White","41467","141640","157","29.3","11.2",""
"Jan13-Dec13","12+ months","South West","Ethnic Minority","3796","14833","13","?","?","Suppress"
"Jan13-Dec13","12+ months","Wales","All","39686","117191","400","33.9","4.6",""
"Jan13-Dec13","12+ months","Wales","White","38138","109936","386","34.7","7.5",""
"Jan13-Dec13","12+ months","Wales","Ethnic Minority","1548","7255","14","?","?","Suppress"
"Jan13-Dec13","12+ months","West Midlands","All","102647","236736","370","43.4","5.1",""
"Jan13-Dec13","12+ months","West Midlands","White","67837","163599","265","41.5","9.4",""
"Jan13-Dec13","12+ months","West Midlands","Ethnic Minority","34605","72653","104","47.6","15.2",""
"Jan13-Dec13","12+ months","Yorkshire and The Humber","All","90452","237390","385","38.1","4.9",""
"Jan13-Dec13","12+ months","Yorkshire and The Humber","White","78332","199033","347","39.4","8.1",""
"Jan13-Dec13","12+ months","Yorkshire and The Humber","Ethnic Minority","12120","38357","38","?","?","Suppress"
"Jan14-Dec14","12+ months","All","All","676363","1971441","3156","34.3","1.7",""
"Jan14-Dec14","12+ months","All","White","526894","1569534","2616","33.6","2.9",""
"Jan14-Dec14","12+ months","All","Ethnic Minority","147236","396831","532","37.1","6.5",""
"Jan14-Dec14","12+ months","East Midlands","All","44889","130880","154","34.3","7.5",""
"Jan14-Dec14","12+ months","East Midlands","White","38353","110931","123","34.6","13.3",""
"Jan14-Dec14","12+ months","East Midlands","Ethnic Minority","6536","19949","31","?","?","Suppress"
"Jan14-Dec14","12+ months","East of England","All","49848","160491","158","31.1","7.2",""
"Jan14-Dec14","12+ months","East of England","White","43986","138951","132","31.7","12.5",""
"Jan14-Dec14","12+ months","East of England","Ethnic Minority","5862","21540","26","?","?","Suppress"
"Jan14-Dec14","12+ months","London","All","112764","317582","333","35.5","5.1",""
"Jan14-Dec14","12+ months","London","White","46869","150515","142","31.1","12",""
"Jan14-Dec14","12+ months","London","Ethnic Minority","65029","165822","189","39.2","11",""
"Jan14-Dec14","12+ months","North East","All","39801","107978","323","36.9","5.3",""
"Jan14-Dec14","12+ months","North East","White","38095","102632","308","37.1","8.5",""
"Jan14-Dec14","12+ months","North East","Ethnic Minority","1567","5207","14","?","?","Suppress"
"Jan14-Dec14","12+ months","North West","All","88538","243985","442","36.3","4.5",""
"Jan14-Dec14","12+ months","North West","White","76410","206255","374","37","7.7",""
"Jan14-Dec14","12+ months","North West","Ethnic Minority","11636","37238","65","?","?","Suppress"
"Jan14-Dec14","12+ months","Scotland","All","59348","169866","394","34.9","4.7",""
"Jan14-Dec14","12+ months","Scotland","White","55058","157443","379","35","7.6",""
"Jan14-Dec14","12+ months","Scotland","Ethnic Minority","4290","10924","15","?","?","Suppress"
"Jan14-Dec14","12+ months","South East","All","58806","218324","261","26.9","5.4",""
"Jan14-Dec14","12+ months","South East","White","52949","190761","226","27.8","9.2",""
"Jan14-Dec14","12+ months","South East","Ethnic Minority","5857","27563","35","?","?","Suppress"
"Jan14-Dec14","12+ months","South West","All","36621","139610","147","26.2","7.1",""
"Jan14-Dec14","12+ months","South West","White","32160","122334","128","26.3","12.1",""
"Jan14-Dec14","12+ months","South West","Ethnic Minority","4162","16977","18","?","?","Suppress"
"Jan14-Dec14","12+ months","Wales","All","35363","100121","349","35.3","5",""
"Jan14-Dec14","12+ months","Wales","White","34353","95635","342","35.9","8",""
"Jan14-Dec14","12+ months","Wales","Ethnic Minority","1010","4486","7","?","?","Suppress"
"Jan14-Dec14","12+ months","West Midlands","All","76407","186679","276","40.9","5.8",""
"Jan14-Dec14","12+ months","West Midlands","White","51728","136059","199","38","10.7",""
"Jan14-Dec14","12+ months","West Midlands","Ethnic Minority","24242","50183","76","?","?","Suppress"
"Jan14-Dec14","12+ months","Yorkshire and The Humber","All","73978","195925","319","37.8","5.3",""
"Jan14-Dec14","12+ months","Yorkshire and The Humber","White","56933","158018","263","36","9.2",""
"Jan14-Dec14","12+ months","Yorkshire and The Humber","Ethnic Minority","17045","36942","56","?","?","Suppress"
"Jan15-Dec15","12+ months","All","All","489219","1677296","2294","29.2","1.9",""
"Jan15-Dec15","12+ months","All","White","384273","1311538","1927","29.3","3.2",""
"Jan15-Dec15","12+ months","All","Ethnic Minority","104589","364501","366","28.7","7.3",""
"Jan15-Dec15","12+ months","East Midlands","All","29705","109694","100","27.1","8.7",""
"Jan15-Dec15","12+ months","East Midlands","White","24350","90342","75","?","?","Suppress"
"Jan15-Dec15","12+ months","East Midlands","Ethnic Minority","5355","19352","25","?","?","Suppress"
"Jan15-Dec15","12+ months","East of England","All","32950","123584","111","26.7","8.2",""
"Jan15-Dec15","12+ months","East of England","White","28420","109424","91","?","?","Suppress"
