"Ethnicity","Local authority","%"
"Asian","East Riding of Yorkshire","88"
"Asian","East Sussex","77"
"Asian","Enfield","84"
"Asian","Essex","86"
"Asian","Gateshead","82"
"Asian","Gloucestershire","78"
"Asian","Greenwich","89"
"Asian","Hackney","83"
"Asian","Halton","!"
"Asian","Hammersmith and Fulham","85"
"Asian","Hampshire","84"
"Asian","Haringey","84"
"Asian","Harrow","85"
"Asian","Hartlepool","75"
"Asian","Havering","80"
"Asian","Herefordshire, County of","!"
"Asian","Hertfordshire","83"
"Asian","Hillingdon","84"
"Asian","Hounslow","86"
"Asian","Isle of Wight","!"
"Asian","Isles of Scilly","!"
"Asian","Islington","77"
"Asian","Kensington and Chelsea","65"
"Asian","Kent","83"
"Asian","Kingston upon Hull, City of","73"
"Asian","Kingston upon Thames","84"
"Asian","Kirklees","69"
"Asian","Knowsley","81"
"Asian","Lambeth","85"
"Asian","Lancashire","73"
"Asian","Leeds","69"
"Asian","Leicester","79"
"Asian","Leicestershire","81"
"Asian","Lewisham","79"
"Asian","Lincolnshire","91"
"Asian","Liverpool","62"
"Asian","Luton","72"
"Asian","Manchester","71"
"Asian","Medway","86"
"Asian","Merton","82"
"Asian","Middlesbrough","70"
"Asian","Milton Keynes","86"
"Asian","Newcastle upon Tyne","72"
"Asian","Newham","81"
"Asian","Norfolk","78"
"Asian","North East Lincolnshire","83"
"Asian","North Lincolnshire","88"
"Asian","North Somerset","77"
"Asian","North Tyneside","66"
"Asian","North Yorkshire","78"
"Asian","Northamptonshire","78"
"Asian","Northumberland","87"
"Asian","Nottingham","74"
"Asian","Nottinghamshire","74"
"Asian","Oldham","66"
"Asian","Oxfordshire","71"
"Asian","Peterborough","68"
"Asian","Plymouth","79"
"Asian","Poole","89"
"Asian","Portsmouth","73"
"Asian","Reading","80"
"Asian","Redbridge","83"
"Asian","Redcar and Cleveland","!"
"Asian","Richmond upon Thames","85"
"Asian","Rochdale","71"
"Asian","Rotherham","75"
"Asian","Rutland","100"
"Asian","Salford","85"
"Asian","Sandwell","75"
"Asian","Sefton","81"
"Asian","Sheffield","74"
"Asian","Shropshire","82"
"Asian","Slough","83"
"Asian","Solihull","81"
"Asian","Somerset","78"
"Asian","South Gloucestershire","83"
"Asian","South Tyneside","88"
"Asian","Southampton","81"
"Asian","Southend-on-Sea","83"
"Asian","Southwark","77"
"Asian","St. Helens","64"
"Asian","Staffordshire","80"
"Asian","Stockport","74"
"Asian","Stockton-on-Tees","77"
"Asian","Stoke-on-Trent","76"
"Asian","Suffolk","82"
"Asian","Sunderland","75"
"Asian","Surrey","80"
"Asian","Sutton","88"
"Asian","Swindon","77"
"Asian","Tameside","72"
"Asian","Telford and Wrekin","80"
"Asian","Thurrock","81"
"Asian","Torbay","71"
"Asian","Tower Hamlets","79"
"Asian","Trafford","78"
"Asian","Wakefield","75"
"Asian","Walsall","78"
"Asian","Waltham Forest","84"
"Asian","Wandsworth","83"
"Asian","Warrington","85"
"Asian","Warwickshire","81"
"Asian","West Berkshire","90"
"Asian","West Sussex","68"
"Asian","Westminster","73"
"Asian","Wigan","82"
"Asian","Wiltshire","74"
"Asian","Windsor and Maidenhead","79"
"Asian","Wirral","71"
"Asian","Wokingham","87"
"Asian","Wolverhampton","78"
"Asian","Worcestershire","69"
"Asian","York","77"
"Black","Barking and Dagenham","77"
"Black","Barnet","68"
"Black","Barnsley","71"
"Black","Bath and North East Somerset","75"
"Black","Bedford","66"
"Black","Bexley","87"
"Black","Birmingham","71"
"Black","Blackburn with Darwen","58"
"Black","Blackpool","!"
"Black","Bolton","61"
"Black","Bournemouth","!"
"Black","Bracknell Forest","70"
"Black","Bradford","72"
"Black","Brent","74"
"Black","Brighton and Hove","74"
"Black","Bristol, City of","63"
"Black","Bromley","78"
"Black","Buckinghamshire","65"
"Black","Bury","68"
"Black","Calderdale","65"
"Black","Cambridgeshire","58"
"Black","Camden","71"
"Black","Central Bedfordshire","80"
"Black","Cheshire East","73"
"Black","Cheshire West and Chester","60"
"Black","City of London","!"
"Black","Cornwall","!"
"Black","County Durham","!"
"Black","Coventry","70"
"Black","Croydon","73"
"Black","Cumbria","!"
"Black","Darlington","73"
"Black","Derby","74"
"Black","Derbyshire","71"
"Black","Devon","71"
"Black","Doncaster","71"
"Black","Dorset","75"
"Black","Dudley","66"
"Black","Ealing","67"
"Black","East Riding of Yorkshire","!"
"Black","East Sussex","61"
"Black","Enfield","73"
"Black","Essex","78"
"Black","Gateshead","64"
"Black","Gloucestershire","68"
"Black","Greenwich","82"
"Black","Hackney","77"
"Black","Halton","N/A"
"Black","Hammersmith and Fulham","74"
"Black","Hampshire","75"
"Black","Haringey","75"
"Black","Harrow","62"
"Black","Hartlepool","!"
"Black","Havering","78"
"Black","Herefordshire, County of","!"
"Black","Hertfordshire","72"
"Black","Hillingdon","73"
"Black","Hounslow","73"
"Black","Isle of Wight","!"
"Black","Isles of Scilly","!"
"Black","Islington","74"
"Black","Kensington and Chelsea","78"
"Black","Kent","84"
"Black","Kingston upon Hull, City of","51"
"Black","Kingston upon Thames","71"
"Black","Kirklees","63"
"Black","Knowsley","!"
"Black","Lambeth","76"
"Black","Lancashire","56"
"Black","Leeds","60"
"Black","Leicester","69"
"Black","Leicestershire","69"
"Black","Lewisham","74"
"Black","Lincolnshire","72"
"Black","Liverpool","62"
"Black","Luton","71"
"Black","Manchester","74"
"Black","Medway","85"
"Black","Merton","76"
"Black","Middlesbrough","69"
"Black","Milton Keynes","73"
"Black","Newcastle upon Tyne","77"
"Black","Newham","78"
"Black","Norfolk","58"
"Black","North East Lincolnshire","!"
"Black","North Lincolnshire","58"
"Black","North Somerset","!"
"Black","North Tyneside","61"
"Black","North Yorkshire","81"
"Black","Northamptonshire","70"
"Black","Northumberland","!"
"Black","Nottingham","71"
"Black","Nottinghamshire","71"
"Black","Oldham","63"
"Black","Oxfordshire","74"
"Black","Peterborough","70"
"Black","Plymouth","69"
"Black","Poole","100"
"Black","Portsmouth","71"
"Black","Reading","70"
"Black","Redbridge","72"
"Black","Redcar and Cleveland","!"
"Black","Richmond upon Thames","67"
"Black","Rochdale","71"
"Black","Rotherham","78"
"Black","Rutland","44"
"Black","Salford","76"
"Black","Sandwell","70"
"Black","Sefton","73"
"Black","Sheffield","74"
"Black","Shropshire","70"
"Black","Slough","77"
"Black","Solihull","77"
"Black","Somerset","74"
"Black","South Gloucestershire","66"
"Black","South Tyneside","60"
"Black","Southampton","73"
"Black","Southend-on-Sea","77"
"Black","Southwark","76"
"Black","St. Helens","!"
"Black","Staffordshire","75"
"Black","Stockport","74"
"Black","Stockton-on-Tees","85"
"Black","Stoke-on-Trent","65"
"Black","Suffolk","68"
"Black","Sunderland","89"
"Black","Surrey","73"
"Black","Sutton","77"
"Black","Swindon","79"
"Black","Tameside","70"
"Black","Telford and Wrekin","73"
"Black","Thurrock","84"
"Black","Torbay","!"
"Black","Tower Hamlets","74"
"Black","Trafford","69"
"Black","Wakefield","56"
"Black","Walsall","75"
"Black","Waltham Forest","77"
"Black","Wandsworth","71"
"Black","Warrington","!"
"Black","Warwickshire","75"
"Black","West Berkshire","81"
"Black","West Sussex","62"
"Black","Westminster","78"
"Black","Wigan","74"
"Black","Wiltshire","68"
"Black","Windsor and Maidenhead","67"
"Black","Wirral","100"
"Black","Wokingham","68"
"Black","Wolverhampton","76"
"Black","Worcestershire","56"
"Black","York","!"
"Chinese","Barking and Dagenham","100"
"Chinese","Barnet","92"
"Chinese","Barnsley","!"
"Chinese","Bath and North East Somerset","!"
"Chinese","Bedford","100"
"Chinese","Bexley","!"
"Chinese","Birmingham","93"
"Chinese","Blackburn with Darwen","!"
"Chinese","Blackpool","100"
"Chinese","Bolton","!"
"Chinese","Bournemouth","100"
"Chinese","Bracknell Forest","!"
"Chinese","Bradford","!"
"Chinese","Brent","!"
"Chinese","Brighton and Hove","!"
"Chinese","Bristol, City of","!"
"Chinese","Bromley","88"
"Chinese","Buckinghamshire","100"
"Chinese","Bury","!"
"Chinese","Calderdale","!"
"Chinese","Cambridgeshire","93"
"Chinese","Camden","!"
"Chinese","Central Bedfordshire","100"
"Chinese","Cheshire East","100"
"Chinese","Cheshire West and Chester","60"
"Chinese","City of London","!"
"Chinese","Cornwall","!"
"Chinese","County Durham","!"
"Chinese","Coventry","!"
"Chinese","Croydon","!"
"Chinese","Cumbria","69"
"Chinese","Darlington","100"
"Chinese","Derby","85"
"Chinese","Derbyshire","83"
"Chinese","Devon","80"
"Chinese","Doncaster","!"
"Chinese","Dorset","!"
"Chinese","Dudley","79"
"Chinese","Ealing","!"
"Chinese","East Riding of Yorkshire","!"
"Chinese","East Sussex","!"
"Chinese","Enfield","!"
"Chinese","Essex","93"
"Chinese","Gateshead","!"
"Chinese","Gloucestershire","!"
"Chinese","Greenwich","!"
"Chinese","Hackney","83"
"Chinese","Halton","!"
"Chinese","Hammersmith and Fulham","100"
"Chinese","Hampshire","87"
"Chinese","Haringey","88"
"Chinese","Harrow","100"
"Chinese","Hartlepool","100"
"Chinese","Havering","!"
"Chinese","Herefordshire, County of","!"
"Chinese","Hertfordshire","96"
"Chinese","Hillingdon","!"
"Chinese","Hounslow","!"
"Chinese","Isle of Wight","!"
"Chinese","Isles of Scilly","!"
"Chinese","Islington","100"
"Chinese","Kensington and Chelsea","100"
"Chinese","Kent","!"
"Chinese","Kingston upon Hull, City of","!"
"Chinese","Kingston upon Thames","!"
"Chinese","Kirklees","69"
"Chinese","Knowsley","100"
"Chinese","Lambeth","100"
"Chinese","Lancashire","85"
"Chinese","Leeds","!"
"Chinese","Leicester","58"
"Chinese","Leicestershire","100"
"Chinese","Lewisham","89"
"Chinese","Lincolnshire","87"
"Chinese","Liverpool","90"
"Chinese","Luton","!"
"Chinese","Manchester","91"
"Chinese","Medway","!"
"Chinese","Merton","79"
"Chinese","Middlesbrough","!"
"Chinese","Milton Keynes","!"
"Chinese","Newcastle upon Tyne","85"
"Chinese","Newham","!"
"Chinese","Norfolk","!"
"Chinese","North East Lincolnshire","100"
"Chinese","North Lincolnshire","100"
"Chinese","North Somerset","!"
"Chinese","North Tyneside","!"
"Chinese","North Yorkshire","!"
"Chinese","Northamptonshire","91"
"Chinese","Northumberland","!"
"Chinese","Nottingham","!"
"Chinese","Nottinghamshire","80"
"Chinese","Oldham","100"
"Chinese","Oxfordshire","!"
"Chinese","Peterborough","!"
"Chinese","Plymouth","!"
"Chinese","Poole","100"
"Chinese","Portsmouth","!"
"Chinese","Reading","100"
"Chinese","Redbridge","90"
"Chinese","Redcar and Cleveland","N/A"
"Chinese","Richmond upon Thames","84"
"Chinese","Rochdale","100"
"Chinese","Rotherham","80"
"Chinese","Rutland","N/A"
"Chinese","Salford","!"
"Chinese","Sandwell","!"
"Chinese","Sefton","!"
"Chinese","Sheffield","!"
"Chinese","Shropshire","100"
"Chinese","Slough","!"
"Chinese","Solihull","!"
"Chinese","Somerset","!"
"Chinese","South Gloucestershire","!"
"Chinese","South Tyneside","!"
"Chinese","Southampton","84"
"Chinese","Southend-on-Sea","!"
"Chinese","Southwark","79"
"Chinese","St. Helens","!"
"Chinese","Staffordshire","!"
"Chinese","Stockport","74"
"Chinese","Stockton-on-Tees","!"
"Chinese","Stoke-on-Trent","80"
"Chinese","Suffolk","!"
"Chinese","Sunderland","!"
"Chinese","Surrey","80"
"Chinese","Sutton","!"
"Chinese","Swindon","!"
"Chinese","Tameside","76"
"Chinese","Telford and Wrekin","!"
"Chinese","Thurrock","100"
"Chinese","Torbay","!"
"Chinese","Tower Hamlets","!"
"Chinese","Trafford","!"
"Chinese","Wakefield","!"
"Chinese","Walsall","!"
"Chinese","Waltham Forest","!"
"Chinese","Wandsworth","78"
"Chinese","Warrington","!"
"Chinese","Warwickshire","100"
"Chinese","West Berkshire","100"
"Chinese","West Sussex","!"
"Chinese","Westminster","!"
"Chinese","Wigan","!"
"Chinese","Wiltshire","73"
"Chinese","Windsor and Maidenhead","100"
"Chinese","Wirral","!"
"Chinese","Wokingham","100"
"Chinese","Wolverhampton","!"
"Chinese","Worcestershire","!"
"Chinese","York","!"
"Mixed","Barking and Dagenham","74"
"Mixed","Barnet","77"
"Mixed","Barnsley","68"
"Mixed","Bath and North East Somerset","81"
"Mixed","Bedford","65"
"Mixed","Bexley","79"
"Mixed","Birmingham","72"
"Mixed","Blackburn with Darwen","78"
"Mixed","Blackpool","82"
"Mixed","Bolton","77"
"Mixed","Bournemouth","84"
"Mixed","Bracknell Forest","77"
"Mixed","Bradford","69"
"Mixed","Brent","77"
"Mixed","Brighton and Hove","72"
"Mixed","Bristol, City of","72"
"Mixed","Bromley","78"
"Mixed","Buckinghamshire","75"
"Mixed","Bury","65"
"Mixed","Calderdale","68"
"Mixed","Cambridgeshire","76"
"Mixed","Camden","77"
"Mixed","Central Bedfordshire","81"
"Mixed","Cheshire East","72"
"Mixed","Cheshire West and Chester","79"
"Mixed","City of London","!"
"Mixed","Cornwall","74"
"Mixed","County Durham","76"
"Mixed","Coventry","71"
"Mixed","Croydon","75"
"Mixed","Cumbria","72"
"Mixed","Darlington","85"
"Mixed","Derby","69"
"Mixed","Derbyshire","75"
"Mixed","Devon","79"
"Mixed","Doncaster","74"
"Mixed","Dorset","74"
"Mixed","Dudley","69"
"Mixed","Ealing","78"
"Mixed","East Riding of Yorkshire","79"
"Mixed","East Sussex","78"
"Mixed","Enfield","75"
"Mixed","Essex","78"
"Mixed","Gateshead","83"
"Mixed","Gloucestershire","76"
"Mixed","Greenwich","84"
"Mixed","Hackney","85"
"Mixed","Halton","66"
"Mixed","Hammersmith and Fulham","79"
"Mixed","Hampshire","84"
"Mixed","Haringey","82"
"Mixed","Harrow","82"
"Mixed","Hartlepool","!"
"Mixed","Havering","80"
"Mixed","Herefordshire, County of","82"
"Mixed","Hertfordshire","77"
"Mixed","Hillingdon","80"
"Mixed","Hounslow","83"
"Mixed","Isle of Wight","66"
"Mixed","Isles of Scilly","!"
"Mixed","Islington","76"
"Mixed","Kensington and Chelsea","81"
"Mixed","Kent","81"
"Mixed","Kingston upon Hull, City of","73"
"Mixed","Kingston upon Thames","75"
"Mixed","Kirklees","68"
"Mixed","Knowsley","62"
"Mixed","Lambeth","80"
"Mixed","Lancashire","73"
"Mixed","Leeds","65"
"Mixed","Leicester","74"
"Mixed","Leicestershire","72"
"Mixed","Lewisham","77"
"Mixed","Lincolnshire","73"
"Mixed","Liverpool","67"
"Mixed","Luton","71"
"Mixed","Manchester","73"
"Mixed","Medway","83"
"Mixed","Merton","77"
"Mixed","Middlesbrough","63"
"Mixed","Milton Keynes","78"
"Mixed","Newcastle upon Tyne","78"
"Mixed","Newham","82"
"Mixed","Norfolk","68"
"Mixed","North East Lincolnshire","81"
"Mixed","North Lincolnshire","85"
"Mixed","North Somerset","79"
"Mixed","North Tyneside","84"
"Mixed","North Yorkshire","74"
"Mixed","Northamptonshire","76"
"Mixed","Northumberland","83"
"Mixed","Nottingham","72"
"Mixed","Nottinghamshire","77"
"Mixed","Oldham","79"
"Mixed","Oxfordshire","73"
"Mixed","Peterborough","74"
"Mixed","Plymouth","74"
"Mixed","Poole","71"
"Mixed","Portsmouth","81"
"Mixed","Reading","76"
"Mixed","Redbridge","74"
"Mixed","Redcar and Cleveland","82"
"Mixed","Richmond upon Thames","80"
"Mixed","Rochdale","77"
"Mixed","Rotherham","73"
"Mixed","Rutland","100"
"Mixed","Salford","81"
"Mixed","Sandwell","71"
"Mixed","Sefton","71"
"Mixed","Sheffield","76"
"Mixed","Shropshire","77"
"Mixed","Slough","72"
"Mixed","Solihull","75"
"Mixed","Somerset","78"
"Mixed","South Gloucestershire","78"
"Mixed","South Tyneside","76"
"Mixed","Southampton","74"
"Mixed","Southend-on-Sea","77"
"Mixed","Southwark","80"
"Mixed","St. Helens","79"
"Mixed","Staffordshire","79"
"Mixed","Stockport","77"
"Mixed","Stockton-on-Tees","74"
"Mixed","Stoke-on-Trent","72"
"Mixed","Suffolk","73"
"Mixed","Sunderland","75"
"Mixed","Surrey","80"
"Mixed","Sutton","76"
"Mixed","Swindon","78"
"Mixed","Tameside","68"
"Mixed","Telford and Wrekin","81"
"Mixed","Thurrock","81"
"Mixed","Torbay","80"
"Mixed","Tower Hamlets","76"
"Mixed","Trafford","78"
"Mixed","Wakefield","80"
"Mixed","Walsall","73"
"Mixed","Waltham Forest","81"
"Mixed","Wandsworth","80"
"Mixed","Warrington","84"
"Mixed","Warwickshire","78"
"Mixed","West Berkshire","76"
"Mixed","West Sussex","70"
"Mixed","Westminster","79"
"Mixed","Wigan","81"
"Mixed","Wiltshire","68"
"Mixed","Windsor and Maidenhead","80"
"Mixed","Wirral","76"
"Mixed","Wokingham","74"
"Mixed","Wolverhampton","75"
"Mixed","Worcestershire","72"
"Mixed","York","78"
"White","Barking and Dagenham","74"
"White","Barnet","80"
"White","Barnsley","74"
"White","Bath and North East Somerset","75"
"White","Bedford","73"
"White","Bexley","80"
"White","Birmingham","70"
"White","Blackburn with Darwen","73"
"White","Blackpool","74"
"White","Bolton","74"
"White","Bournemouth","76"
"White","Bracknell Forest","76"
"White","Bradford","72"
"White","Brent","78"
"White","Brighton and Hove","76"
"White","Bristol, City of","76"
"White","Bromley","80"
"White","Buckinghamshire","78"
"White","Bury","74"
"White","Calderdale","73"
"White","Cambridgeshire","73"
"White","Camden","78"
"White","Central Bedfordshire","77"
"White","Cheshire East","75"
"White","Cheshire West and Chester","73"
"White","City of London","!"
"White","Cornwall","72"
"White","County Durham","78"
"White","Coventry","71"
"White","Croydon","77"
"White","Cumbria","73"
"White","Darlington","76"
"White","Derby","72"
"White","Derbyshire","75"
"White","Devon","75"
"White","Doncaster","74"
"White","Dorset","74"
"White","Dudley","73"
"White","Ealing","79"
"White","East Riding of Yorkshire","76"
"White","East Sussex","77"
"White","Enfield","72"
"White","Essex","76"
"White","Gateshead","76"
"White","Gloucestershire","74"
"White","Greenwich","79"
"White","Hackney","84"
"White","Halton","66"
"White","Hammersmith and Fulham","84"
"White","Hampshire","79"
"White","Haringey","80"
"White","Harrow","73"
"White","Hartlepool","75"
"White","Havering","77"
"White","Herefordshire, County of","77"
"White","Hertfordshire","77"
"White","Hillingdon","75"
"White","Hounslow","81"
"White","Isle of Wight","68"
"White","Isles of Scilly","!"
"White","Islington","79"
"White","Kensington and Chelsea","86"
"White","Kent","78"
"White","Kingston upon Hull, City of","72"
"White","Kingston upon Thames","80"
"White","Kirklees","73"
"White","Knowsley","71"
"White","Lambeth","82"
"White","Lancashire","76"
"White","Leeds","69"
"White","Leicester","66"
"White","Leicestershire","74"
"White","Lewisham","82"
"White","Lincolnshire","73"
"White","Liverpool","67"
"White","Luton","71"
"White","Manchester","72"
"White","Medway","77"
"White","Merton","78"
"White","Middlesbrough","71"
"White","Milton Keynes","75"
"White","Newcastle upon Tyne","76"
"White","Newham","78"
"White","Norfolk","73"
"White","North East Lincolnshire","73"
"White","North Lincolnshire","77"
"White","North Somerset","78"
"White","North Tyneside","79"
"White","North Yorkshire","74"
"White","Northamptonshire","75"
"White","Northumberland","79"
"White","Nottingham","70"
"White","Nottinghamshire","74"
"White","Oldham","72"
"White","Oxfordshire","75"
"White","Peterborough","71"
"White","Plymouth","72"
"White","Poole","80"
"White","Portsmouth","74"
"White","Reading","74"
"White","Redbridge","76"
"White","Redcar and Cleveland","78"
"White","Richmond upon Thames","82"
"White","Rochdale","72"
"White","Rotherham","75"
"White","Rutland","79"
"White","Salford","74"
"White","Sandwell","70"
"White","Sefton","75"
"White","Sheffield","76"
"White","Shropshire","72"
"White","Slough","74"
"White","Solihull","77"
"White","Somerset","77"
"White","South Gloucestershire","80"
"White","South Tyneside","78"
"White","Southampton","75"
"White","Southend-on-Sea","77"
"White","Southwark","80"
"White","St. Helens","71"
"White","Staffordshire","78"
"White","Stockport","76"
"White","Stockton-on-Tees","77"
"White","Stoke-on-Trent","71"
"White","Suffolk","74"
"White","Sunderland","78"
"White","Surrey","78"
"White","Sutton","77"
"White","Swindon","77"
"White","Tameside","72"
"White","Telford and Wrekin","77"
"White","Thurrock","75"
"White","Torbay","75"
"White","Tower Hamlets","75"
"White","Trafford","81"
"White","Wakefield","73"
"White","Walsall","72"
"White","Waltham Forest","81"
"White","Wandsworth","85"
"White","Warrington","78"
"White","Warwickshire","76"
"White","West Berkshire","74"
"White","West Sussex","71"
"White","Westminster","82"
"White","Wigan","75"
"White","Wiltshire","73"
"White","Windsor and Maidenhead","79"
"White","Wirral","72"
"White","Wokingham","81"
"White","Wolverhampton","73"
"White","Worcestershire","77"
"White","York","76"
