"Title","Mathematics attainment for children aged 6 to 7 by ethnicity, area and gender"
"Location","England"
"Time period","2016/17"
"Data source","Key stage 1 statistics"
"Data source link","https://www.gov.uk/government/statistics/phonics-screening-check-and-key-stage-1-assessments-england-2017"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","28/09/17"

"Ethnicity","Local authority","Boys","Girls"
"White","Milton Keynes","74","75"
"White","Newcastle upon Tyne","75","76"
"White","Newham","76","80"
"White","Norfolk","73","73"
"White","North East Lincolnshire","73","73"
"White","North Lincolnshire","75","79"
"White","North Somerset","76","79"
"White","North Tyneside","77","81"
"White","North Yorkshire","74","74"
"White","Northamptonshire","74","76"
"White","Northumberland","79","79"
"White","Nottingham","68","72"
"White","Nottinghamshire","72","75"
"White","Oldham","70","74"
"White","Oxfordshire","75","76"
"White","Peterborough","70","72"
"White","Plymouth","71","74"
"White","Poole","80","80"
"White","Portsmouth","70","77"
"White","Reading","74","73"
"White","Redbridge","74","77"
"White","Redcar and Cleveland","76","81"
"White","Richmond upon Thames","84","81"
"White","Rochdale","71","73"
"White","Rotherham","73","77"
"White","Rutland","82","76"
"White","Salford","73","76"
"White","Sandwell","68","72"
"White","Sefton","73","76"
"White","Sheffield","75","77"
"White","Shropshire","71","73"
"White","Slough","71","76"
"White","Solihull","76","77"
"White","Somerset","75","79"
"White","South Gloucestershire","78","83"
"White","South Tyneside","76","79"
"White","Southampton","73","76"
"White","Southend-on-Sea","74","80"
"White","Southwark","81","80"
"White","St. Helens","70","73"
"White","Staffordshire","77","79"
"White","Stockport","74","78"
"White","Stockton-on-Tees","76","79"
"White","Stoke-on-Trent","69","73"
"White","Suffolk","73","74"
"White","Sunderland","76","80"
"White","Surrey","77","78"
"White","Sutton","76","78"
"White","Swindon","76","79"
"White","Tameside","70","74"
"White","Telford and Wrekin","74","80"
"White","Thurrock","74","76"
"White","Torbay","76","74"
"White","Tower Hamlets","75","76"
"White","Trafford","79","82"
"White","Wakefield","71","74"
"White","Walsall","70","73"
"White","Waltham Forest","79","84"
"White","Wandsworth","85","85"
"White","Warrington","79","78"
"White","Warwickshire","75","77"
"White","West Berkshire","74","74"
"White","West Sussex","70","71"
"White","Westminster","81","83"
"White","Wigan","74","76"
"White","Wiltshire","72","74"
"White","Windsor and Maidenhead","77","81"
"White","Wirral","72","72"
"White","Wokingham","83","80"
"White","Wolverhampton","72","75"
"White","Worcestershire","77","76"
"White","York","75","78"
