"Title","Employment"
"Location","England, Wales and Scotland"
"Time period","2004 to 2016"
"Data source","Department for Work and Pensions"
"Data source link","https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/qmis/annualpopulationsurveyapsqmi"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","December 2016"
"DATE","ECON_STATUS","REGION","ETHNICITY","SEX","AGE_BAND","AGE_GROUP","NUMERATOR","DENOMINATOR","SAMP_SIZE","Value","CONFIDENCE_INTERVAL","SUPRESS"
"Jan04-Dec04","Employed","East of England","White British","All","16-24","16-64","333,841","497,830","3,895","67.1","2.3",""
"Jan04-Dec04","Employed","East of England","White British","All","25-49","16-64","1,421,802","1,673,631","13,579","85","1",""
"Jan04-Dec04","Employed","East of England","White British","All","50-64","16-64","646,761","932,983","8,118","69.3","1.6",""
"Jan04-Dec04","Employed","East of England","White British","Female","All","16-64","1,099,690","1,563,102","13,137","70.4","1.2",""
"Jan04-Dec04","Employed","East of England","White British","Female","16-24","16-64","159,856","248,297","1,927","64.4","3.4",""
"Jan04-Dec04","Employed","East of England","White British","Female","25-49","16-64","651,015","844,749","7,123","77.1","1.5",""
"Jan04-Dec04","Employed","East of England","White British","Female","50-64","16-64","288,819","470,056","4,087","61.4","2.4",""
"Jan04-Dec04","Employed","East of England","White British","Male","All","16-64","1,302,714","1,541,342","12,455","84.5","1",""
"Jan04-Dec04","Employed","East of England","White British","Male","16-24","16-64","173,985","249,533","1,968","69.7","3.2",""
"Jan04-Dec04","Employed","East of England","White British","Male","25-49","16-64","770,787","828,882","6,456","93","1",""
"Jan04-Dec04","Employed","East of England","White British","Male","50-64","16-64","357,942","462,927","4,031","77.3","2",""
"Jan04-Dec04","Employed","East of England","White Other","All","All","16-64","129,950","169,006","1,496","76.9","3.4",""
"Jan04-Dec04","Employed","East of England","White Other","All","16-24","16-64","15,610","22,159","177","70.4","10.6",""
"Jan04-Dec04","Employed","East of England","White Other","All","25-49","16-64","83,715","102,549","888","81.6","4",""
"Jan04-Dec04","Employed","East of England","White Other","All","50-64","16-64","30,625","44,298","431","69.1","6.9",""
"Jan04-Dec04","Employed","East of England","White Other","Female","All","16-64","60,610","88,393","795","68.6","5.1",""
"Jan04-Dec04","Employed","East of England","White Other","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","White Other","Female","25-49","16-64","37,777","51,765","462","73","6.4",""
"Jan04-Dec04","Employed","East of England","White Other","Female","50-64","16-64","14,704","24,736","237","59.4","9.9",""
"Jan04-Dec04","Employed","East of England","White Other","Male","All","16-64","69,340","80,613","701","86","4.1",""
"Jan04-Dec04","Employed","East of England","White Other","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","White Other","Male","25-49","16-64","45,938","50,784","426","90.5","4.4",""
"Jan04-Dec04","Employed","East of England","White Other","Male","50-64","16-64","15,921","19,562","194","81.4","8.7",""
"Jan04-Dec04","Employed","East of England","Black","All","All","16-64","34,784","44,105","382","78.9","6.5",""
"Jan04-Dec04","Employed","East of England","Black","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Black","All","25-49","16-64","25,132","30,083","264","83.5","7.1",""
"Jan04-Dec04","Employed","East of England","Black","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Black","Female","All","16-64","17,739","23,019","206","77.1","9.1",""
"Jan04-Dec04","Employed","East of England","Black","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Black","Female","25-49","16-64","12,439","15,027","140","82.8","9.9",""
"Jan04-Dec04","Employed","East of England","Black","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Black","Male","All","16-64","17,045","21,086","176","80.8","9.2",""
"Jan04-Dec04","Employed","East of England","Black","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Black","Male","25-49","16-64","12,693","15,056","124","84.3","10.1",""
"Jan04-Dec04","Employed","East of England","Black","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Mixed","All","All","16-64","12,466","18,123","148","68.8","11.8",""
"Jan04-Dec04","Employed","East of England","Mixed","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Mixed","All","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Mixed","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Mixed","Female","All","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Mixed","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Mixed","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Mixed","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Mixed","Male","All","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Mixed","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Mixed","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Mixed","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Indian","All","All","16-64","29,489","39,333","322","75","7.5",""
"Jan04-Dec04","Employed","East of England","Indian","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Indian","All","25-49","16-64","20,418","23,525","192","86.8","7.6",""
"Jan04-Dec04","Employed","East of England","Indian","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Indian","Female","All","16-64","12,152","18,940","155","64.2","11.9",""
"Jan04-Dec04","Employed","East of England","Indian","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Indian","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Indian","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Indian","Male","All","16-64","17,337","20,393","167","85","8.6",""
"Jan04-Dec04","Employed","East of England","Indian","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Indian","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Indian","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Pakistani/Bangladeshi","All","All","16-64","14,363","30,613","265","46.9","9.5",""
"Jan04-Dec04","Employed","East of England","Pakistani/Bangladeshi","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Pakistani/Bangladeshi","All","25-49","16-64","10,310","19,958","172","51.7","11.8",""
"Jan04-Dec04","Employed","East of England","Pakistani/Bangladeshi","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Pakistani/Bangladeshi","Female","All","16-64","2,937","14,093","130","20.8","11",""
"Jan04-Dec04","Employed","East of England","Pakistani/Bangladeshi","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Pakistani/Bangladeshi","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Pakistani/Bangladeshi","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Pakistani/Bangladeshi","Male","All","16-64","11,426","16,520","135","69.2","12.3",""
"Jan04-Dec04","Employed","East of England","Pakistani/Bangladeshi","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Pakistani/Bangladeshi","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Pakistani/Bangladeshi","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Other Asian","All","All","16-64","20,436","30,979","248","66","9.3",""
"Jan04-Dec04","Employed","East of England","Other Asian","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Other Asian","All","25-49","16-64","13,981","18,819","151","74.3","11",""
"Jan04-Dec04","Employed","East of England","Other Asian","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Other Asian","Female","All","16-64","9,542","16,560","134","57.6","13.2",""
"Jan04-Dec04","Employed","East of England","Other Asian","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Other Asian","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Other Asian","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Other Asian","Male","All","16-64","10,894","14,419","114","75.6","12.5",""
"Jan04-Dec04","Employed","East of England","Other Asian","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Other Asian","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Other Asian","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Other","All","All","16-64","21,995","31,907","268","68.9","8.8",""
"Jan04-Dec04","Employed","East of England","Other","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Other","All","25-49","16-64","16,257","21,953","185","74.1","10",""
"Jan04-Dec04","Employed","East of England","Other","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Other","Female","All","16-64","10,497","16,874","146","62.2","12.4",""
"Jan04-Dec04","Employed","East of England","Other","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Other","Female","25-49","16-64","7,472","11,502","101","65","14.7",""
"Jan04-Dec04","Employed","East of England","Other","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Other","Male","All","16-64","11,498","15,033","122","76.5","11.9",""
"Jan04-Dec04","Employed","East of England","Other","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Other","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Other","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Unreported","All","All","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Unreported","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Unreported","All","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Unreported","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Unreported","Female","All","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Unreported","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Unreported","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Unreported","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Unreported","Male","All","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Unreported","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Unreported","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","East of England","Unreported","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","London","All","All","All","16-64","3,433,727","5,039,046","18,997","68.1","0.7",""
"Jan04-Dec04","Employed","London","All","All","16-24","16-64","424,111","898,863","3,155","47.2","1.7",""
"Jan04-Dec04","Employed","London","All","All","25-49","16-64","2,360,317","3,113,430","11,463","75.8","0.8",""
"Jan04-Dec04","Employed","London","All","All","50-64","16-64","649,299","1,026,753","4,379","63.2","1.4",""
"Jan04-Dec04","Employed","London","All","Female","All","16-64","1,529,879","2,528,597","10,083","60.5","1",""
"Jan04-Dec04","Employed","London","All","Female","16-24","16-64","206,712","452,238","1,591","45.7","2.4",""
"Jan04-Dec04","Employed","London","All","Female","25-49","16-64","1,028,564","1,545,576","6,184","66.5","1.2",""
"Jan04-Dec04","Employed","London","All","Female","50-64","16-64","294,603","530,783","2,308","55.5","2",""
"Jan04-Dec04","Employed","London","All","Male","All","16-64","1,903,848","2,510,449","8,914","75.8","0.9",""
"Jan04-Dec04","Employed","London","All","Male","16-24","16-64","217,399","446,625","1,564","48.7","2.5",""
"Jan04-Dec04","Employed","London","All","Male","25-49","16-64","1,331,753","1,567,854","5,279","84.9","1",""
"Jan04-Dec04","Employed","London","All","Male","50-64","16-64","354,696","495,970","2,071","71.5","1.9",""
"Jan04-Dec04","Employed","London","White British","All","All","16-64","2,064,888","2,788,411","10,575","74.1","1.3",""
"Jan04-Dec04","Employed","London","White British","All","16-24","16-64","244,567","442,533","1,540","55.3","3.9",""
"Jan04-Dec04","Employed","London","White British","All","25-49","16-64","1,368,001","1,663,071","6,134","82.3","1.5",""
"Jan04-Dec04","Employed","London","White British","All","50-64","16-64","452,320","682,807","2,901","66.2","2.7",""
"Jan04-Dec04","Employed","London","White British","Female","All","16-64","916,758","1,356,546","5,442","67.6","2",""
"Jan04-Dec04","Employed","London","White British","Female","16-24","16-64","119,678","215,610","755","55.5","5.6",""
"Jan04-Dec04","Employed","London","White British","Female","25-49","16-64","593,497","796,652","3,199","74.5","2.4",""
"Jan04-Dec04","Employed","London","White British","Female","50-64","16-64","203,583","344,284","1,488","59.1","3.9",""
"Jan04-Dec04","Employed","London","White British","Male","All","16-64","1,148,130","1,431,865","5,133","80.2","1.7",""
"Jan04-Dec04","Employed","London","White British","Male","16-24","16-64","124,889","226,923","785","55","5.5",""
"Jan04-Dec04","Employed","London","White British","Male","25-49","16-64","774,504","866,419","2,935","89.4","1.8",""
"Jan04-Dec04","Employed","London","White British","Male","50-64","16-64","248,737","338,523","1,413","73.5","3.6",""
"Jan04-Dec04","Employed","London","White Other","All","All","16-64","453,353","641,608","2,380","70.7","2.9",""
"Jan04-Dec04","Employed","London","White Other","All","16-24","16-64","49,517","90,405","300","54.8","8.9",""
"Jan04-Dec04","Employed","London","White Other","All","25-49","16-64","331,204","434,932","1,579","76.2","3.3",""
"Jan04-Dec04","Employed","London","White Other","All","50-64","16-64","72,632","116,271","501","62.5","6.7",""
"Jan04-Dec04","Employed","London","White Other","Female","All","16-64","207,574","332,708","1,301","62.4","4.2",""
"Jan04-Dec04","Employed","London","White Other","Female","16-24","16-64","27,954","52,655","172","53.1","11.8",""
"Jan04-Dec04","Employed","London","White Other","Female","25-49","16-64","144,534","216,557","854","66.7","5",""
"Jan04-Dec04","Employed","London","White Other","Female","50-64","16-64","35,086","63,496","275","55.3","9.3",""
"Jan04-Dec04","Employed","London","White Other","Male","All","16-64","245,779","308,900","1,079","79.6","3.8",""
"Jan04-Dec04","Employed","London","White Other","Male","16-24","16-64","21,563","37,750","128","57.1","13.5",""
"Jan04-Dec04","Employed","London","White Other","Male","25-49","16-64","186,670","218,375","725","85.5","4.1",""
"Jan04-Dec04","Employed","London","White Other","Male","50-64","16-64","37,546","52,775","226","71.1","9.3",""
"Jan04-Dec04","Employed","London","Black","All","All","16-64","294,856","514,822","1,928","57.3","3.5",""
"Jan04-Dec04","Employed","London","Black","All","16-24","16-64","35,721","112,001","399","31.9","7.2",""
"Jan04-Dec04","Employed","London","Black","All","25-49","16-64","220,730","338,104","1,254","65.3","4.2",""
"Jan04-Dec04","Employed","London","Black","All","50-64","16-64","38,405","64,717","275","59.3","9.2",""
"Jan04-Dec04","Employed","London","Black","Female","All","16-64","155,326","295,542","1,162","52.6","4.5",""
"Jan04-Dec04","Employed","London","Black","Female","16-24","16-64","18,731","63,252","220","29.6","9.5",""
"Jan04-Dec04","Employed","London","Black","Female","25-49","16-64","116,186","194,263","775","59.8","5.5",""
"Jan04-Dec04","Employed","London","Black","Female","50-64","16-64","20,409","38,027","167","53.7","11.9",""
"Jan04-Dec04","Employed","London","Black","Male","All","16-64","139,530","219,280","766","63.6","5.4",""
"Jan04-Dec04","Employed","London","Black","Male","16-24","16-64","16,990","48,749","179","34.9","11",""
