"Title","Armed forces workforce"
"Location","UK"
"Time period","2012 to 2018"
"Data source","Ministry of Defence"
"Data source link","https://www.gov.uk/government/statistics/uk-armed-forces-biannual-diversity-statistics-2018"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-02"
"Ethnicity","Service","Rank","NATO_code","Rank","Year","Value","Number","Note","Number_Note"
"Unknown","All Services","Officers","OF-2","NA","Apr-17","NA","120","NA","NA"
"Unknown","All Services","Officers","OF-2","NA","Apr-18","*","120","NA","NA"
"Unknown","All Services","Officers","OF-2","NA","Oct-12","NA","370","NA","NA"
"Unknown","All Services","Officers","OF-2","NA","Oct-13","NA","280","NA","NA"
"Unknown","All Services","Officers","OF-2","NA","Oct-14","NA","240","NA","NA"
"Unknown","All Services","Officers","OF-2","NA","Oct-15","NA","180","NA","NA"
"Unknown","All Services","Officers","OF-2","NA","Oct-16","NA","170","NA","NA"
"Unknown","All Services","Officers","OF-2","NA","Oct-17","*","130","NA","NA"
"Unknown","All Services","Officers","OF-3","NA","Apr-12","NA","320","NA","NA"
"Unknown","All Services","Officers","OF-3","NA","Apr-13","NA","300","NA","NA"
"Unknown","All Services","Officers","OF-3","NA","Apr-14","NA","290","NA","NA"
"Unknown","All Services","Officers","OF-3","NA","Apr-15","NA","210","NA","NA"
"Unknown","All Services","Officers","OF-3","NA","Apr-16","NA","200","NA","NA"
"Unknown","All Services","Officers","OF-3","NA","Apr-17","NA","180","NA","NA"
"Unknown","All Services","Officers","OF-3","NA","Apr-18","*","170","NA","NA"
"Unknown","All Services","Officers","OF-3","NA","Oct-12","NA","300","NA","NA"
"Unknown","All Services","Officers","OF-3","NA","Oct-13","NA","290","NA","NA"
"Unknown","All Services","Officers","OF-3","NA","Oct-14","NA","270","NA","NA"
"Unknown","All Services","Officers","OF-3","NA","Oct-15","NA","200","NA","NA"
"Unknown","All Services","Officers","OF-3","NA","Oct-16","NA","190","NA","NA"
"Unknown","All Services","Officers","OF-3","NA","Oct-17","*","180","NA","NA"
"Unknown","All Services","Officers","OF-4","NA","Apr-12","NA","110","NA","NA"
"Unknown","All Services","Officers","OF-4","NA","Apr-13","NA","100","NA","NA"
"Unknown","All Services","Officers","OF-4","NA","Apr-14","NA","100","NA","NA"
"Unknown","All Services","Officers","OF-4","NA","Apr-15","NA","90","NA","NA"
"Unknown","All Services","Officers","OF-4","NA","Apr-16","NA","90","NA","NA"
"Unknown","All Services","Officers","OF-4","NA","Apr-17","NA","80","NA","NA"
"Unknown","All Services","Officers","OF-4","NA","Apr-18","*","80","NA","NA"
"Unknown","All Services","Officers","OF-4","NA","Oct-12","NA","100","NA","NA"
"Unknown","All Services","Officers","OF-4","NA","Oct-13","NA","100","NA","NA"
"Unknown","All Services","Officers","OF-4","NA","Oct-14","NA","110","NA","NA"
"Unknown","All Services","Officers","OF-4","NA","Oct-15","NA","90","NA","NA"
"Unknown","All Services","Officers","OF-4","NA","Oct-16","NA","100","NA","NA"
"Unknown","All Services","Officers","OF-4","NA","Oct-17","*","80","NA","NA"
"Unknown","All Services","Officers","OF-5","NA","Apr-12","NA","20","NA","NA"
"Unknown","All Services","Officers","OF-5","NA","Apr-13","NA","20","NA","NA"
"Unknown","All Services","Officers","OF-5","NA","Apr-14","NA","20","NA","NA"
"Unknown","All Services","Officers","OF-5","NA","Apr-15","NA","20","NA","NA"
"Unknown","All Services","Officers","OF-5","NA","Apr-16","NA","20","NA","NA"
"Unknown","All Services","Officers","OF-5","NA","Apr-17","NA","20","NA","NA"
"Unknown","All Services","Officers","OF-5","NA","Apr-18","*","20","NA","NA"
"Unknown","All Services","Officers","OF-5","NA","Oct-12","NA","20","NA","NA"
"Unknown","All Services","Officers","OF-5","NA","Oct-13","NA","20","NA","NA"
"Unknown","All Services","Officers","OF-5","NA","Oct-14","NA","20","NA","NA"
"Unknown","All Services","Officers","OF-5","NA","Oct-15","NA","20","NA","NA"
"Unknown","All Services","Officers","OF-5","NA","Oct-16","NA","20","NA","NA"
"Unknown","All Services","Officers","OF-5","NA","Oct-17","*","20","NA","NA"
"Unknown","All Services","Officers","OF-6 and above","NA","Apr-12","NA","NA","NA","NA"
"Unknown","All Services","Officers","OF-6 and above","NA","Apr-13","NA","NA","NA","NA"
"Unknown","All Services","Officers","OF-6 and above","NA","Apr-14","NA","10","NA","NA"
"Unknown","All Services","Officers","OF-6 and above","NA","Apr-15","NA","NA","NA","NA"
"Unknown","All Services","Officers","OF-6 and above","NA","Apr-16","NA","NA","NA","NA"
"Unknown","All Services","Officers","OF-6 and above","NA","Apr-17","NA","NA","NA","NA"
"Unknown","All Services","Officers","OF-6 and above","NA","Apr-18","*","!","NA","NA"
"Unknown","All Services","Officers","OF-6 and above","NA","Oct-12","NA","NA","NA","NA"
"Unknown","All Services","Officers","OF-6 and above","NA","Oct-13","NA","NA","NA","NA"
"Unknown","All Services","Officers","OF-6 and above","NA","Oct-14","NA","NA","NA","NA"
"Unknown","All Services","Officers","OF-6 and above","NA","Oct-15","NA","NA","NA","NA"
"Unknown","All Services","Officers","OF-6 and above","NA","Oct-16","NA","NA","NA","NA"
"Unknown","All Services","Officers","OF-6 and above","NA","Oct-17","*","!","NA","NA"
"Unknown","All Services","Other Ranks","All Other Ranks","All Other Ranks","Apr-12","NA","1820","NA","NA"
"Unknown","All Services","Other Ranks","All Other Ranks","All Other Ranks","Apr-13","NA","1450","NA","NA"
"Unknown","All Services","Other Ranks","All Other Ranks","All Other Ranks","Apr-14","NA","1260","NA","NA"
"Unknown","All Services","Other Ranks","All Other Ranks","All Other Ranks","Apr-15","NA","980","NA","NA"
"Unknown","All Services","Other Ranks","All Other Ranks","All Other Ranks","Apr-16","NA","1000","NA","NA"
"Unknown","All Services","Other Ranks","All Other Ranks","All Other Ranks","Apr-17","NA","800","NA","NA"
"Unknown","All Services","Other Ranks","All Other Ranks","All Other Ranks","Apr-18","*","1010","NA","NA"
"Unknown","All Services","Other Ranks","All Other Ranks","All Other Ranks","Oct-12","NA","1580","NA","NA"
"Unknown","All Services","Other Ranks","All Other Ranks","All Other Ranks","Oct-13","NA","1470","NA","NA"
"Unknown","All Services","Other Ranks","All Other Ranks","All Other Ranks","Oct-14","NA","1190","NA","NA"
"Unknown","All Services","Other Ranks","All Other Ranks","All Other Ranks","Oct-15","NA","980","NA","NA"
"Unknown","All Services","Other Ranks","All Other Ranks","All Other Ranks","Oct-16","NA","910","NA","NA"
"Unknown","All Services","Other Ranks","All Other Ranks","All Other Ranks","Oct-17","*","840","NA","NA"
"Unknown","All Services","Other Ranks","OR-1/OR-2","NA","Apr-12","NA","450","NA","NA"
"Unknown","All Services","Other Ranks","OR-1/OR-2","NA","Apr-13","NA","330","NA","NA"
"Unknown","All Services","Other Ranks","OR-1/OR-2","NA","Apr-14","NA","250","NA","NA"
"Unknown","All Services","Other Ranks","OR-1/OR-2","NA","Apr-15","NA","180","NA","NA"
"Unknown","All Services","Other Ranks","OR-1/OR-2","NA","Apr-16","NA","240","NA","NA"
"Unknown","All Services","Other Ranks","OR-1/OR-2","NA","Apr-17","NA","140","NA","NA"
"Unknown","All Services","Other Ranks","OR-1/OR-2","NA","Apr-18","*","390","NA","NA"
"Unknown","All Services","Other Ranks","OR-1/OR-2","NA","Oct-12","NA","360","NA","NA"
"Unknown","All Services","Other Ranks","OR-1/OR-2","NA","Oct-13","NA","420","NA","NA"
"Unknown","All Services","Other Ranks","OR-1/OR-2","NA","Oct-14","NA","220","NA","NA"
"Unknown","All Services","Other Ranks","OR-1/OR-2","NA","Oct-15","NA","210","NA","NA"
"Unknown","All Services","Other Ranks","OR-1/OR-2","NA","Oct-16","NA","190","NA","NA"
"Unknown","All Services","Other Ranks","OR-1/OR-2","NA","Oct-17","*","190","NA","NA"
"Unknown","All Services","Other Ranks","OR-3","NA","Apr-12","NA","60","NA","NA"
"Unknown","All Services","Other Ranks","OR-3","NA","Apr-13","NA","50","NA","NA"
"Unknown","All Services","Other Ranks","OR-3","NA","Apr-14","NA","40","NA","NA"
"Unknown","All Services","Other Ranks","OR-3","NA","Apr-15","NA","40","NA","NA"
"Unknown","All Services","Other Ranks","OR-3","NA","Apr-16","NA","30","NA","NA"
"Unknown","All Services","Other Ranks","OR-3","NA","Apr-17","NA","20","NA","NA"
"Unknown","All Services","Other Ranks","OR-3","NA","Apr-18","*","10","NA","NA"
"Unknown","All Services","Other Ranks","OR-3","NA","Oct-12","NA","60","NA","NA"
"Unknown","All Services","Other Ranks","OR-3","NA","Oct-13","NA","50","NA","NA"
"Unknown","All Services","Other Ranks","OR-3","NA","Oct-14","NA","40","NA","NA"
"Unknown","All Services","Other Ranks","OR-3","NA","Oct-15","NA","30","NA","NA"
"Unknown","All Services","Other Ranks","OR-3","NA","Oct-16","NA","20","NA","NA"
"Unknown","All Services","Other Ranks","OR-3","NA","Oct-17","*","20","NA","NA"
"Unknown","All Services","Other Ranks","OR-4","NA","Apr-12","NA","570","NA","NA"
"Unknown","All Services","Other Ranks","OR-4","NA","Apr-13","NA","420","NA","NA"
"Unknown","All Services","Other Ranks","OR-4","NA","Apr-14","NA","350","NA","NA"
"Unknown","All Services","Other Ranks","OR-4","NA","Apr-15","NA","260","NA","NA"
"Unknown","All Services","Other Ranks","OR-4","NA","Apr-16","NA","240","NA","NA"
"Unknown","All Services","Other Ranks","OR-4","NA","Apr-17","NA","190","NA","NA"
"Unknown","All Services","Other Ranks","OR-4","NA","Apr-18","*","170","NA","NA"
"Unknown","All Services","Other Ranks","OR-4","NA","Oct-12","NA","500","NA","NA"
"Unknown","All Services","Other Ranks","OR-4","NA","Oct-13","NA","380","NA","NA"
"Unknown","All Services","Other Ranks","OR-4","NA","Oct-14","NA","330","NA","NA"
"Unknown","All Services","Other Ranks","OR-4","NA","Oct-15","NA","250","NA","NA"
"Unknown","All Services","Other Ranks","OR-4","NA","Oct-16","NA","220","NA","NA"
"Unknown","All Services","Other Ranks","OR-4","NA","Oct-17","*","180","NA","NA"
"Unknown","All Services","Other Ranks","OR-6","NA","Apr-12","NA","460","NA","NA"
"Unknown","All Services","Other Ranks","OR-6","NA","Apr-13","NA","400","NA","NA"
"Unknown","All Services","Other Ranks","OR-6","NA","Apr-14","NA","380","NA","NA"
"Unknown","All Services","Other Ranks","OR-6","NA","Apr-15","NA","300","NA","NA"
"Unknown","All Services","Other Ranks","OR-6","NA","Apr-16","NA","290","NA","NA"
"Unknown","All Services","Other Ranks","OR-6","NA","Apr-17","NA","260","NA","NA"
"Unknown","All Services","Other Ranks","OR-6","NA","Apr-18","*","240","NA","NA"
"Unknown","All Services","Other Ranks","OR-6","NA","Oct-12","NA","410","NA","NA"
"Unknown","All Services","Other Ranks","OR-6","NA","Oct-13","NA","370","NA","NA"
"Unknown","All Services","Other Ranks","OR-6","NA","Oct-14","NA","360","NA","NA"
"Unknown","All Services","Other Ranks","OR-6","NA","Oct-15","NA","290","NA","NA"
"Unknown","All Services","Other Ranks","OR-6","NA","Oct-16","NA","280","NA","NA"
"Unknown","All Services","Other Ranks","OR-6","NA","Oct-17","*","250","NA","NA"
"Unknown","All Services","Other Ranks","OR-7","NA","Apr-12","NA","210","NA","NA"
"Unknown","All Services","Other Ranks","OR-7","NA","Apr-13","NA","180","NA","NA"
"Unknown","All Services","Other Ranks","OR-7","NA","Apr-14","NA","180","NA","NA"
"Unknown","All Services","Other Ranks","OR-7","NA","Apr-15","NA","150","NA","NA"
"Unknown","All Services","Other Ranks","OR-7","NA","Apr-16","NA","140","NA","NA"
"Unknown","All Services","Other Ranks","OR-7","NA","Apr-17","NA","140","NA","NA"
"Unknown","All Services","Other Ranks","OR-7","NA","Apr-18","*","140","NA","NA"
"Unknown","All Services","Other Ranks","OR-7","NA","Oct-12","NA","190","NA","NA"
"Unknown","All Services","Other Ranks","OR-7","NA","Oct-13","NA","190","NA","NA"
"Unknown","All Services","Other Ranks","OR-7","NA","Oct-14","NA","190","NA","NA"
"Unknown","All Services","Other Ranks","OR-7","NA","Oct-15","NA","140","NA","NA"
"Unknown","All Services","Other Ranks","OR-7","NA","Oct-16","NA","150","NA","NA"
"Unknown","All Services","Other Ranks","OR-7","NA","Oct-17","*","150","NA","NA"
"Unknown","All Services","Other Ranks","OR-8","NA","Apr-12","NA","20","NA","NA"
"Unknown","All Services","Other Ranks","OR-8","NA","Apr-13","NA","20","NA","NA"
"Unknown","All Services","Other Ranks","OR-8","NA","Apr-14","NA","20","NA","NA"
"Unknown","All Services","Other Ranks","OR-8","NA","Apr-15","NA","10","NA","NA"
"Unknown","All Services","Other Ranks","OR-8","NA","Apr-16","NA","10","NA","NA"
"Unknown","All Services","Other Ranks","OR-8","NA","Apr-17","NA","10","NA","NA"
"Unknown","All Services","Other Ranks","OR-8","NA","Apr-18","*","10","NA","NA"
"Unknown","All Services","Other Ranks","OR-8","NA","Oct-12","NA","20","NA","NA"
"Unknown","All Services","Other Ranks","OR-8","NA","Oct-13","NA","20","NA","NA"
"Unknown","All Services","Other Ranks","OR-8","NA","Oct-14","NA","10","NA","NA"
"Unknown","All Services","Other Ranks","OR-8","NA","Oct-15","NA","20","NA","NA"
"Unknown","All Services","Other Ranks","OR-8","NA","Oct-16","NA","20","NA","NA"
"Unknown","All Services","Other Ranks","OR-8","NA","Oct-17","*","10","NA","NA"
"Unknown","All Services","Other Ranks","OR-9","NA","Apr-12","NA","50","NA","NA"
"Unknown","All Services","Other Ranks","OR-9","NA","Apr-13","NA","40","NA","NA"
"Unknown","All Services","Other Ranks","OR-9","NA","Apr-14","NA","40","NA","NA"
"Unknown","All Services","Other Ranks","OR-9","NA","Apr-15","NA","40","NA","NA"
"Unknown","All Services","Other Ranks","OR-9","NA","Apr-16","NA","40","NA","NA"
"Unknown","All Services","Other Ranks","OR-9","NA","Apr-17","NA","40","NA","NA"
"Unknown","All Services","Other Ranks","OR-9","NA","Apr-18","*","50","NA","NA"
"Unknown","All Services","Other Ranks","OR-9","NA","Oct-12","NA","40","NA","NA"
"Unknown","All Services","Other Ranks","OR-9","NA","Oct-13","NA","40","NA","NA"
"Unknown","All Services","Other Ranks","OR-9","NA","Oct-14","NA","40","NA","NA"
"Unknown","All Services","Other Ranks","OR-9","NA","Oct-15","NA","40","NA","NA"
"Unknown","All Services","Other Ranks","OR-9","NA","Oct-16","NA","40","NA","NA"
"Unknown","All Services","Other Ranks","OR-9","NA","Oct-17","*","40","NA","NA"
"Unknown","Army","All Ranks","All","All","Apr-12","NA","310","NA","NA"
"Unknown","Army","All Ranks","All","All","Apr-13","NA","240","NA","NA"
"Unknown","Army","All Ranks","All","All","Apr-14","NA","170","NA","NA"
"Unknown","Army","All Ranks","All","All","Apr-15","NA","130","NA","NA"
"Unknown","Army","All Ranks","All","All","Apr-16","NA","190","NA","NA"
"Unknown","Army","All Ranks","All","All","Apr-17","NA","110","NA","NA"
"Unknown","Army","All Ranks","All","All","Apr-18","*","340","NA","NA"
"Unknown","Army","All Ranks","All","All","Oct-12","NA","250","NA","NA"
"Unknown","Army","All Ranks","All","All","Oct-13","NA","340","NA","NA"
"Unknown","Army","All Ranks","All","All","Oct-14","NA","150","NA","NA"
"Unknown","Army","All Ranks","All","All","Oct-15","NA","140","NA","NA"
"Unknown","Army","All Ranks","All","All","Oct-16","NA","160","NA","NA"
"Unknown","Army","All Ranks","All","All","Oct-17","*","230","NA","NA"
"Unknown","Army","Officers","All Officers","All Officers","Apr-12","NA","120","NA","NA"
"Unknown","Army","Officers","All Officers","All Officers","Apr-13","NA","90","NA","NA"
"Unknown","Army","Officers","All Officers","All Officers","Apr-14","NA","70","NA","NA"
"Unknown","Army","Officers","All Officers","All Officers","Apr-15","NA","50","NA","NA"
"Unknown","Army","Officers","All Officers","All Officers","Apr-16","NA","70","NA","NA"
"Unknown","Army","Officers","All Officers","All Officers","Apr-17","NA","40","NA","NA"
"Unknown","Army","Officers","All Officers","All Officers","Apr-18","*","40","NA","NA"
"Unknown","Army","Officers","All Officers","All Officers","Oct-12","NA","100","NA","NA"
"Unknown","Army","Officers","All Officers","All Officers","Oct-13","NA","80","NA","NA"
"Unknown","Army","Officers","All Officers","All Officers","Oct-14","NA","60","NA","NA"
"Unknown","Army","Officers","All Officers","All Officers","Oct-15","NA","60","NA","NA"
"Unknown","Army","Officers","All Officers","All Officers","Oct-16","NA","80","NA","NA"
"Unknown","Army","Officers","All Officers","All Officers","Oct-17","*","90","NA","NA"
"Unknown","Army","Officers","OF-1(D)","Officer Designate","Apr-12","NA","NA","NA","NA"
"Unknown","Army","Officers","OF-1(D)","Officer Designate","Apr-13","NA","NA","NA","NA"
"Unknown","Army","Officers","OF-1(D)","Officer Designate","Apr-14","NA","NA","NA","NA"
"Unknown","Army","Officers","OF-1(D)","Officer Designate","Apr-15","NA","NA","NA","NA"
"Unknown","Army","Officers","OF-1(D)","Officer Designate","Apr-16","NA","10","NA","NA"
"Unknown","Army","Officers","OF-1(D)","Officer Designate","Apr-17","NA","NA","NA","NA"
"Unknown","Army","Officers","OF-1(D)","Officer Designate","Apr-18","*","-","NA","NA"
"Unknown","Army","Officers","OF-1(D)","Officer Designate","Oct-12","NA","10","NA","NA"
"Unknown","Army","Officers","OF-1(D)","Officer Designate","Oct-13","NA","10","NA","NA"
"Unknown","Army","Officers","OF-1(D)","Officer Designate","Oct-14","NA","NA","NA","NA"
"Unknown","Army","Officers","OF-1(D)","Officer Designate","Oct-15","NA","NA","NA","NA"
"Unknown","Army","Officers","OF-1(D)","Officer Designate","Oct-16","NA","20","NA","NA"
"Unknown","Army","Officers","OF-1(D)","Officer Designate","Oct-17","*","40","NA","NA"
"Unknown","Army","Officers","OF-2","Captain","Apr-12","NA","40","NA","NA"
"Unknown","Army","Officers","OF-2","Captain","Apr-13","NA","20","NA","NA"
"Unknown","Army","Officers","OF-2","Captain","Apr-14","NA","20","NA","NA"
"Unknown","Army","Officers","OF-2","Captain","Apr-15","NA","10","NA","NA"
"Unknown","Army","Officers","OF-2","Captain","Apr-16","NA","30","NA","NA"
"Unknown","Army","Officers","OF-2","Captain","Apr-17","NA","10","NA","NA"
"Unknown","Army","Officers","OF-2","Captain","Apr-18","*","10","NA","NA"
"Unknown","Army","Officers","OF-2","Captain","Oct-12","NA","30","NA","NA"
"Unknown","Army","Officers","OF-2","Captain","Oct-13","NA","10","NA","NA"
"Unknown","Army","Officers","OF-2","Captain","Oct-14","NA","10","NA","NA"
