"Title","Armed forces workforce"
"Location","UK"
"Time period","2012 to 2018"
"Data source","Ministry of Defence"
"Data source link","https://www.gov.uk/government/statistics/uk-armed-forces-biannual-diversity-statistics-2018"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-02"
"Ethnicity","Service","Rank","NATO_code","Rank","Year","Value","Number","Note","Number_Note"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-2","Sub-Lieutenant","Oct-12","2","60","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-2","Sub-Lieutenant","Oct-13","1.8","50","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-2","Sub-Lieutenant","Oct-14","1.8","50","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-2","Sub-Lieutenant","Oct-15","2","50","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-2","Sub-Lieutenant","Oct-16","1.8","40","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-2","Sub-Lieutenant","Oct-17","1.8","40","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Apr-12","1.6","30","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Apr-13","1.7","30","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Apr-14","1.8","40","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Apr-15","1.8","40","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Apr-16","1.7","30","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Apr-17","1.8","40","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Apr-18","1.9","40","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Oct-12","1.7","30","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Oct-13","1.8","40","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Oct-14","1.9","40","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Oct-15","1.7","30","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Oct-16","1.6","30","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Oct-17","1.9","40","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-4","Commander","Apr-12","1.5","20","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-4","Commander","Apr-13","1.5","20","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-4","Commander","Apr-14","1.7","20","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-4","Commander","Apr-15","1.6","20","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-4","Commander","Apr-16","1.6","20","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-4","Commander","Apr-17","1.5","20","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-4","Commander","Apr-18","1.2","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-4","Commander","Oct-12","1.5","20","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-4","Commander","Oct-13","1.7","20","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-4","Commander","Oct-14","1.6","20","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-4","Commander","Oct-15","1.8","20","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-4","Commander","Oct-16","1.7","20","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-4","Commander","Oct-17","1.5","20","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-5","Captain","Apr-12","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-5","Captain","Apr-13","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-5","Captain","Apr-14","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-5","Captain","Apr-15","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-5","Captain","Apr-16","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-5","Captain","Apr-17","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-5","Captain","Apr-18","!","!","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-5","Captain","Oct-12","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-5","Captain","Oct-13","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-5","Captain","Oct-14","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-5","Captain","Oct-15","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-5","Captain","Oct-16","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-5","Captain","Oct-17","!","!","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Apr-12","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Apr-13","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Apr-14","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Apr-15","!","!","!","!"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Apr-16","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Apr-17","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Apr-18","!","!","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Oct-12","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Oct-13","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Oct-14","!","!","!","!"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Oct-15","!","!","!","!"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Oct-16","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Oct-17","!","!","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Apr-12","4","1110","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Apr-13","3.9","1040","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Apr-14","3.9","1020","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Apr-15","4","1020","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Apr-16","3.9","990","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Apr-17","3.9","1010","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Apr-18","4.3","1100","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Oct-12","3.9","1070","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Oct-13","3.9","1020","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Oct-14","4","1030","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Oct-15","4","1010","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Oct-16","3.9","1000","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Oct-17","4.1","1030","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Apr-12","5.4","660","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Apr-13","5.2","620","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Apr-14","4.7","570","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Apr-15","4.7","560","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Apr-16","4.3","510","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Apr-17","4.2","480","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Apr-18","4.9","550","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Oct-12","5.4","640","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Oct-13","5","590","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Oct-14","4.8","560","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Oct-15","4.6","540","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Oct-16","4.3","500","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Oct-17","4.4","490","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Apr-12","2.8","20","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Apr-13","2.2","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Apr-14","4.2","30","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Apr-15","3.4","20","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Apr-16","2.6","20","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Apr-17","2.9","20","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Apr-18","3.2","20","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Oct-12","2.8","20","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Oct-13","2.8","20","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Oct-14","4","20","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Oct-15","2.8","20","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Oct-16","2.6","20","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Oct-17","3.4","20","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Apr-12","4.6","270","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Apr-13","4.7","270","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Apr-14","5.2","290","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Apr-15","5.3","290","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Apr-16","5.6","300","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Apr-17","5.7","310","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Apr-18","5.6","320","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Oct-12","4.6","260","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Oct-13","4.9","280","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Oct-14","5.2","290","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Oct-15","5.4","290","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Oct-16","5.5","300","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Oct-17","5.7","320","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Apr-12","2.1","90","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Apr-13","2.1","80","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Apr-14","2.1","80","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Apr-15","2.4","90","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Apr-16","2.7","100","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Apr-17","3.4","130","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Apr-18","3.7","140","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Oct-12","2.1","80","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Oct-13","1.9","70","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Oct-14","2.4","90","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Oct-15","2.7","100","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Oct-16","3.4","120","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Oct-17","3.5","130","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Apr-12","1.5","50","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Apr-13","1.5","50","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Apr-14","1.8","60","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Apr-15","2.1","60","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Apr-16","2.1","60","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Apr-17","2.2","60","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Apr-18","2.1","60","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Oct-12","1.4","50","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Oct-13","1.7","60","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Oct-14","1.9","60","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Oct-15","2","60","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Oct-16","2.1","60","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Oct-17","2.3","60","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-8","Warrant Officer Class 2","Apr-12","1.1","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-8","Warrant Officer Class 2","Apr-13","0.8","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-8","Warrant Officer Class 2","Apr-14","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-8","Warrant Officer Class 2","Apr-15","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-8","Warrant Officer Class 2","Apr-16","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-8","Warrant Officer Class 2","Apr-17","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-8","Warrant Officer Class 2","Apr-18","!","!","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-8","Warrant Officer Class 2","Oct-12","1","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-8","Warrant Officer Class 2","Oct-13","0.8","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-8","Warrant Officer Class 2","Oct-14","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-8","Warrant Officer Class 2","Oct-15","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-8","Warrant Officer Class 2","Oct-16","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-8","Warrant Officer Class 2","Oct-17","!","!","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-9","Warrant Officer Class 1","Apr-12","1","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-9","Warrant Officer Class 1","Apr-13","1.1","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-9","Warrant Officer Class 1","Apr-14","0.9","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-9","Warrant Officer Class 1","Apr-15","0.8","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-9","Warrant Officer Class 1","Apr-16","0.7","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-9","Warrant Officer Class 1","Apr-17","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-9","Warrant Officer Class 1","Apr-18","0.6","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-9","Warrant Officer Class 1","Oct-12","1.4","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-9","Warrant Officer Class 1","Oct-13","1.1","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-9","Warrant Officer Class 1","Oct-14","1","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-9","Warrant Officer Class 1","Oct-15","0.7","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-9","Warrant Officer Class 1","Oct-16","0.6","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Royal Navy/Royal Marines","Other Ranks","OR-9","Warrant Officer Class 1","Oct-17","!","!","NA","NA"
"Unknown","All Services","All Ranks","All","All","Apr-12","NA","2750","NA","NA"
"Unknown","All Services","All Ranks","All","All","Apr-13","NA","2210","NA","NA"
"Unknown","All Services","All Ranks","All","All","Apr-14","NA","1980","NA","NA"
"Unknown","All Services","All Ranks","All","All","Apr-15","NA","1500","NA","NA"
"Unknown","All Services","All Ranks","All","All","Apr-16","NA","1500","NA","NA"
"Unknown","All Services","All Ranks","All","All","Apr-17","NA","1230","NA","NA"
"Unknown","All Services","All Ranks","All","All","Apr-18","*","1410","NA","NA"
"Unknown","All Services","All Ranks","All","All","Oct-12","NA","2390","NA","NA"
"Unknown","All Services","All Ranks","All","All","Oct-13","NA","2180","NA","NA"
"Unknown","All Services","All Ranks","All","All","Oct-14","NA","1890","NA","NA"
"Unknown","All Services","All Ranks","All","All","Oct-15","NA","1490","NA","NA"
"Unknown","All Services","All Ranks","All","All","Oct-16","NA","1420","NA","NA"
"Unknown","All Services","All Ranks","All","All","Oct-17","*","1300","NA","NA"
"Unknown","All Services","Officers","All Officers","All Officers","Apr-12","NA","930","NA","NA"
"Unknown","All Services","Officers","All Officers","All Officers","Apr-13","NA","760","NA","NA"
"Unknown","All Services","Officers","All Officers","All Officers","Apr-14","NA","720","NA","NA"
"Unknown","All Services","Officers","All Officers","All Officers","Apr-15","NA","520","NA","NA"
"Unknown","All Services","Officers","All Officers","All Officers","Apr-16","NA","500","NA","NA"
"Unknown","All Services","Officers","All Officers","All Officers","Apr-17","NA","430","NA","NA"
"Unknown","All Services","Officers","All Officers","All Officers","Apr-18","*","390","NA","NA"
"Unknown","All Services","Officers","All Officers","All Officers","Oct-12","NA","820","NA","NA"
"Unknown","All Services","Officers","All Officers","All Officers","Oct-13","NA","720","NA","NA"
"Unknown","All Services","Officers","All Officers","All Officers","Oct-14","NA","700","NA","NA"
"Unknown","All Services","Officers","All Officers","All Officers","Oct-15","NA","510","NA","NA"
"Unknown","All Services","Officers","All Officers","All Officers","Oct-16","NA","510","NA","NA"
"Unknown","All Services","Officers","All Officers","All Officers","Oct-17","*","460","NA","NA"
"Unknown","All Services","Officers","OF-1(D)","NA","Apr-12","NA","30","NA","NA"
"Unknown","All Services","Officers","OF-1(D)","NA","Apr-13","NA","10","NA","NA"
"Unknown","All Services","Officers","OF-1(D)","NA","Apr-14","NA","40","NA","NA"
"Unknown","All Services","Officers","OF-1(D)","NA","Apr-15","NA","20","NA","NA"
"Unknown","All Services","Officers","OF-1(D)","NA","Apr-16","NA","30","NA","NA"
"Unknown","All Services","Officers","OF-1(D)","NA","Apr-17","NA","20","NA","NA"
"Unknown","All Services","Officers","OF-1(D)","NA","Apr-18","*","10","NA","NA"
"Unknown","All Services","Officers","OF-1(D)","NA","Oct-12","NA","20","NA","NA"
"Unknown","All Services","Officers","OF-1(D)","NA","Oct-13","NA","20","NA","NA"
"Unknown","All Services","Officers","OF-1(D)","NA","Oct-14","NA","50","NA","NA"
"Unknown","All Services","Officers","OF-1(D)","NA","Oct-15","NA","30","NA","NA"
"Unknown","All Services","Officers","OF-1(D)","NA","Oct-16","NA","40","NA","NA"
"Unknown","All Services","Officers","OF-1(D)","NA","Oct-17","*","60","NA","NA"
"Unknown","All Services","Officers","OF-2","NA","Apr-12","NA","440","NA","NA"
"Unknown","All Services","Officers","OF-2","NA","Apr-13","NA","320","NA","NA"
"Unknown","All Services","Officers","OF-2","NA","Apr-14","NA","270","NA","NA"
"Unknown","All Services","Officers","OF-2","NA","Apr-15","NA","190","NA","NA"
"Unknown","All Services","Officers","OF-2","NA","Apr-16","NA","160","NA","NA"
