"Title","A* to C in English and Maths GCSE by ethnicity and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 attainment data https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value"," Denominator ","Lower confidence interval","Upper confidence interval","Notes"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","59"," 2,470 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Worcestershire","Local Authority","E10000034","All pupils","All pupils","65"," 5,565 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Bedford","Local Authority","E06000055","All pupils","All pupils","59"," 1,862 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","68"," 5,707 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","64"," 2,596 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Essex","Local Authority","E10000012","All pupils","All pupils","64"," 14,607 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","70"," 12,613 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Luton","Local Authority","E06000032","All pupils","All pupils","56"," 2,442 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Norfolk","Local Authority","E10000020","All pupils","All pupils","61"," 8,014 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Peterborough","Local Authority","E06000031","All pupils","All pupils","55"," 2,292 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","69"," 2,047 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Suffolk","Local Authority","E10000029","All pupils","All pupils","60"," 7,158 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Thurrock","Local Authority","E06000034","All pupils","All pupils","62"," 1,721 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Camden","Local Authority","E09000007","All pupils","All pupils","63"," 1,422 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","City of London","Local Authority","E09000001","All pupils","All pupils","."," . ","NA","NA","Not applicable"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Hackney","Local Authority","E09000012","All pupils","All pupils","70"," 2,038 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","70"," 1,350 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Haringey","Local Authority","E09000014","All pupils","All pupils","64"," 2,231 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Islington","Local Authority","E09000019","All pupils","All pupils","64"," 1,397 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","76"," 740 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Lambeth","Local Authority","E09000022","All pupils","All pupils","62"," 1,887 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Lewisham","Local Authority","E09000023","All pupils","All pupils","56"," 2,334 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Newham","Local Authority","E09000025","All pupils","All pupils","63"," 3,489 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Southwark","Local Authority","E09000028","All pupils","All pupils","69"," 2,386 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","63"," 2,570 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Wandsworth","Local Authority","E09000032","All pupils","All pupils","70"," 1,660 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Westminster","Local Authority","E09000033","All pupils","All pupils","72"," 1,566 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","60"," 2,201 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Barnet","Local Authority","E09000003","All pupils","All pupils","73"," 3,647 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Bexley","Local Authority","E09000004","All pupils","All pupils","67"," 3,192 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Brent","Local Authority","E09000005","All pupils","All pupils","64"," 3,035 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Bromley","Local Authority","E09000006","All pupils","All pupils","72"," 3,305 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Croydon","Local Authority","E09000008","All pupils","All pupils","61"," 3,844 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Ealing","Local Authority","E09000009","All pupils","All pupils","65"," 2,781 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Enfield","Local Authority","E09000010","All pupils","All pupils","63"," 3,579 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Greenwich","Local Authority","E09000011","All pupils","All pupils","61"," 2,204 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Harrow","Local Authority","E09000015","All pupils","All pupils","68"," 2,127 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Havering","Local Authority","E09000016","All pupils","All pupils","64"," 2,917 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Hillingdon","Local Authority","E09000017","All pupils","All pupils","65"," 3,136 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Hounslow","Local Authority","E09000018","All pupils","All pupils","66"," 2,667 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","78"," 1,515 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Merton","Local Authority","E09000024","All pupils","All pupils","70"," 1,440 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Redbridge","Local Authority","E09000026","All pupils","All pupils","72"," 3,363 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","71"," 1,367 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Sutton","Local Authority","E09000029","All pupils","All pupils","77"," 2,667 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","64"," 2,539 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","61"," 1,076 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","65"," 2,139 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","74"," 5,622 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","East Sussex","Local Authority","E10000011","All pupils","All pupils","63"," 4,930 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Hampshire","Local Authority","E10000014","All pupils","All pupils","67"," 13,101 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","52"," 1,305 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Kent","Local Authority","E10000016","All pupils","All pupils","64"," 15,727 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Medway","Local Authority","E06000035","All pupils","All pupils","65"," 2,967 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","60"," 2,800 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","66"," 5,975 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Portsmouth","Local Authority","E06000044","All pupils","All pupils","58"," 1,729 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Reading","Local Authority","E06000038","All pupils","All pupils","64"," 1,169 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Slough","Local Authority","E06000039","All pupils","All pupils","72"," 1,632 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Southampton","Local Authority","E06000045","All pupils","All pupils","57"," 1,952 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Surrey","Local Authority","E10000030","All pupils","All pupils","70"," 10,399 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","West Berkshire","Local Authority","E06000037","All pupils","All pupils","65"," 1,906 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","West Sussex","Local Authority","E10000032","All pupils","All pupils","65"," 8,118 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","72"," 1,470 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Wokingham","Local Authority","E06000041","All pupils","All pupils","73"," 1,601 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","70"," 2,022 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Bournemouth","Local Authority","E06000028","All pupils","All pupils","67"," 1,617 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","60"," 3,138 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Cornwall","Local Authority","E06000052","All pupils","All pupils","64"," 5,432 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Devon","Local Authority","E10000008","All pupils","All pupils","65"," 6,971 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Dorset","Local Authority","E10000009","All pupils","All pupils","65"," 4,153 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","66"," 6,385 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","70"," 23 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","North Somerset","Local Authority","E06000024","All pupils","All pupils","63"," 2,176 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Plymouth","Local Authority","E06000026","All pupils","All pupils","58"," 2,640 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Poole","Local Authority","E06000029","All pupils","All pupils","68"," 1,438 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Somerset","Local Authority","E10000027","All pupils","All pupils","63"," 5,137 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","60"," 2,770 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Swindon","Local Authority","E06000030","All pupils","All pupils","61"," 2,109 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Torbay","Local Authority","E06000027","All pupils","All pupils","63"," 1,511 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Wiltshire","Local Authority","E06000054","All pupils","All pupils","66"," 4,899 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","County Durham","Local Authority","E06000047","All pupils","All pupils","63"," 4,846 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Darlington","Local Authority","E06000005","All pupils","All pupils","62"," 1,086 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Gateshead","Local Authority","E08000037","All pupils","All pupils","64"," 1,810 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Hartlepool","Local Authority","E06000001","All pupils","All pupils","55"," 1,036 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","53"," 1,164 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","62"," 1,913 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","North Tyneside","Local Authority","E08000022","All pupils","All pupils","68"," 1,833 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Northumberland","Local Authority","E06000057","All pupils","All pupils","61"," 3,100 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","61"," 1,567 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","South Tyneside","Local Authority","E08000023","All pupils","All pupils","63"," 1,421 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","64"," 1,842 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Sunderland","Local Authority","E08000024","All pupils","All pupils","59"," 2,677 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","61"," 922 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Blackpool","Local Authority","E06000009","All pupils","All pupils","48"," 1,270 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Bolton","Local Authority","E08000001","All pupils","All pupils","58"," 2,354 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Bury","Local Authority","E08000002","All pupils","All pupils","63"," 1,636 ","NA","NA",""
