"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Local_Authority","Local_Authority_Code","Gender","Value","Value_Type","Denominator"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Leicester","E06000016","All","70","%","4758"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Leicestershire","E10000018","All","73","%","7568"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Nottinghamshire","E10000024","All","73","%","9558"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Camden","E09000007","All","75","%","1633"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Tower Hamlets","E09000030","All","76","%","3447"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Havering","E09000016","All","77","%","3071"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Sutton","E09000029","All","78","%","2543"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Islington","E09000019","All","76","%","2094"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Hackney","E09000012","All","81","%","2698"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","City of London","E09000001","All","!","%","*"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Croydon","E09000008","All","76","%","4753"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Southwark","E09000028","All","77","%","3391"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Merton","E09000024","All","74","%","2489"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Croydon","E09000008","All","77","%","4865"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Bexley","E09000004","All","81","%","3314"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Westminster","E09000033","All","77","%","1563"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Greenwich","E09000011","All","81","%","3459"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Sutton","E09000029","All","78","%","2521"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Brent","E09000005","All","74","%","3936"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Haringey","E09000014","All","78","%","3138"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Ealing","E09000009","All","75","%","4608"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Bexley","E09000004","All","81","%","3145"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Barnet","E09000003","All","78","%","4343"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Wandsworth","E09000032","All","81","%","2772"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Waltham Forest","E09000031","All","79","%","3633"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Hounslow","E09000018","All","79","%","3359"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Hillingdon","E09000017","All","75","%","4178"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Newham","E09000025","All","78","%","4916"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Hackney","E09000012","All","80","%","2763"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Tower Hamlets","E09000030","All","76","%","3351"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Brent","E09000005","All","75","%","3844"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Waltham Forest","E09000031","All","81","%","3613"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Barnet","E09000003","All","77","%","4275"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Bromley","E09000006","All","80","%","4053"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Redbridge","E09000026","All","77","%","4057"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Lewisham","E09000023","All","79","%","3665"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Hammersmith and Fulham","E09000013","All","79","%","1472"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Hillingdon","E09000017","All","77","%","4066"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Kingston upon Thames","E09000021","All","80","%","1957"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Greenwich","E09000011","All","80","%","3597"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Barking and Dagenham","E09000002","All","75","%","3643"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Havering","E09000016","All","77","%","3159"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Harrow","E09000015","All","78","%","3238"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Richmond upon Thames","E09000027","All","83","%","2533"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Redbridge","E09000026","All","79","%","4226"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","City of London","E09000001","All","!","%","!"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Haringey","E09000014","All","79","%","3186"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Lambeth","E09000022","All","78","%","3195"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Wandsworth","E09000032","All","82","%","2864"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Kensington and Chelsea","E09000020","All","81","%","986"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Hounslow","E09000018","All","80","%","3433"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Richmond upon Thames","E09000027","All","79","%","2442"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Camden","E09000007","All","74","%","1628"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Kingston upon Thames","E09000021","All","76","%","2004"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Lambeth","E09000022","All","79","%","3177"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Barking and Dagenham","E09000002","All","76","%","3690"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Islington","E09000019","All","75","%","2033"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Newham","E09000025","All","79","%","4844"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Harrow","E09000015","All","77","%","3074"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Lewisham","E09000023","All","80","%","3747"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Westminster","E09000033","All","76","%","1525"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Enfield","E09000010","All","73","%","4638"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Enfield","E09000010","All","72","%","4722"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Merton","E09000024","All","77","%","2529"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Kensington and Chelsea","E09000020","All","82","%","1008"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","London","Southwark","E09000028","All","79","%","3414"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Hammersmith and Fulham","E09000013","All","78","%","1494"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Ealing","E09000009","All","72","%","4537"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Bromley","E09000006","All","80","%","3838"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North East","North Tyneside","E08000022","All","79","%","2385"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North East","Middlesbrough","E06000002","All","67","%","1863"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North East","County Durham","E06000047","All","77","%","5784"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North East","Newcastle upon Tyne","E08000021","All","73","%","3126"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North East","South Tyneside","E08000023","All","78","%","1670"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North East","Redcar and Cleveland","E06000003","All","77","%","1516"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North East","Gateshead","E08000037","All","77","%","2246"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North East","Sunderland","E08000024","All","76","%","3175"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North East","Middlesbrough","E06000002","All","68","%","1928"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North East","North Tyneside","E08000022","All","76","%","2345"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North East","South Tyneside","E08000023","All","77","%","1689"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North East","Hartlepool","E06000001","All","74","%","1171"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North East","Sunderland","E08000024","All","75","%","3122"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North East","Darlington","E06000005","All","77","%","1333"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North East","Darlington","E06000005","All","75","%","1317"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North East","Stockton-on-Tees","E06000004","All","76","%","2397"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North East","Hartlepool","E06000001","All","73","%","1184"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North East","Northumberland","E06000057","All","78","%","3297"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North East","Redcar and Cleveland","E06000003","All","78","%","1641"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North East","Stockton-on-Tees","E06000004","All","78","%","2550"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North East","Newcastle upon Tyne","E08000021","All","74","%","3206"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North East","Northumberland","E06000057","All","80","%","3332"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North East","Gateshead","E08000037","All","77","%","2175"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North East","County Durham","E06000047","All","75","%","5445"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Blackpool","E06000009","All","74","%","1632"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Salford","E08000006","All","74","%","3070"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North West","Halton","E06000006","All","66","%","1604"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North West","Tameside","E08000008","All","72","%","3136"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Wirral","E08000015","All","71","%","3741"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North West","Trafford","E08000009","All","80","%","3019"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North West","Blackpool","E06000009","All","75","%","1706"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North West","St. Helens","E08000013","All","72","%","2128"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North West","Warrington","E06000007","All","77","%","2624"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Halton","E06000006","All","67","%","1454"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Wigan","E08000010","All","74","%","3832"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Liverpool","E08000012","All","64","%","5098"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North West","Manchester","E08000003","All","71","%","7198"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North West","Sefton","E08000014","All","74","%","3022"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North West","Knowsley","E08000011","All","71","%","1817"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North West","Cumbria","E10000006","All","73","%","5175"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North West","Wigan","E08000010","All","75","%","3867"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Sefton","E08000014","All","70","%","2965"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North West","Liverpool","E08000012","All","67","%","5230"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Manchester","E08000003","All","70","%","7075"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North West","Oldham","E08000004","All","69","%","3534"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North West","Cheshire East","E06000049","All","77","%","4203"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North West","Lancashire","E10000017","All","75","%","14008"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Cumbria","E10000006","All","69","%","5228"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North West","Cheshire West and Chester","E06000050","All","74","%","3928"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North West","Salford","E08000006","All","75","%","3141"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Tameside","E08000008","All","70","%","2937"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North West","Bolton","E08000001","All","73","%","4012"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North West","Wirral","E08000015","All","73","%","3767"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Warrington","E06000007","All","76","%","2541"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Cheshire West and Chester","E06000050","All","74","%","3778"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North West","Stockport","E08000007","All","77","%","3475"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North West","Blackburn with Darwen","E06000008","All","74","%","2151"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Oldham","E08000004","All","67","%","3533"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Knowsley","E08000011","All","68","%","1831"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Stockport","E08000007","All","76","%","3473"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Cheshire East","E06000049","All","75","%","4127"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North West","Bury","E08000002","All","73","%","2387"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Bury","E08000002","All","72","%","2400"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Rochdale","E08000005","All","71","%","3027"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","St. Helens","E08000013","All","68","%","2072"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Lancashire","E10000017","All","74","%","14020"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Bolton","E08000001","All","71","%","3997"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","North West","Rochdale","E08000005","All","71","%","3016"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Trafford","E08000009","All","79","%","2959"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Blackburn with Darwen","E06000008","All","74","%","2235"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","South East","Oxfordshire","E10000025","All","76","%","7595"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","South East","Brighton and Hove","E06000043","All","76","%","2849"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","South East","Buckinghamshire","E10000002","All","78","%","6445"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","South East","Hampshire","E10000014","All","82","%","15348"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","South East","Kent","E10000016","All","79","%","18030"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","South East","Portsmouth","E06000044","All","74","%","2418"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South East","Bracknell Forest","E06000036","All","77","%","1502"
"Percentage of pupils reaching the key stage 1 expected standard in reading","All","ONS 2001 5+1","2016/2017","Academic year","South East","Bracknell Forest","E06000036","All","75","%","1492"
