"Title","Reading attainment for children aged 5 to 7 by ethnicity, gender and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 1 statistics"
"Data source link","https://www.gov.uk/government/statistics/phonics-screening-check-and-key-stage-1-assessments-england-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","14/12/16"

"Standard Ethnicity","Local authority","Boys","Girls"
"White","Newham","66","73"
"White","Norfolk","69","80"
"White","North East Lincolnshire","67","77"
"White","North Lincolnshire","74","82"
"White","North Somerset","73","81"
"White","North Tyneside","73","80"
"White","North Yorkshire","68","77"
"White","Northamptonshire","69","77"
"White","Northumberland","73","84"
"White","Nottingham","60","68"
"White","Nottinghamshire","67","78"
"White","Oldham","66","74"
"White","Oxfordshire","71","79"
"White","Peterborough","63","74"
"White","Plymouth","66","76"
"White","Poole","72","83"
"White","Portsmouth","68","80"
"White","Reading","69","79"
"White","Redbridge","66","79"
"White","Redcar and Cleveland","72","83"
"White","Richmond upon Thames","76","84"
"White","Rochdale","65","77"
"White","Rotherham","65","76"
"White","Rutland","78","83"
"White","Salford","72","80"
"White","Sandwell","62","70"
"White","Sefton","67","75"
"White","Sheffield","67","76"
"White","Shropshire","67","79"
"White","Slough","66","68"
"White","Solihull","75","83"
"White","Somerset","71","79"
"White","South Gloucestershire","74","81"
"White","South Tyneside","76","83"
"White","Southampton","69","80"
"White","Southend-on-Sea","72","82"
"White","Southwark","78","79"
"White","St. Helens","63","73"
"White","Staffordshire","72","82"
"White","Stockport","73","80"
"White","Stockton-on-Tees","71","82"
"White","Stoke-on-Trent","65","75"
"White","Suffolk","68","77"
"White","Sunderland","72","80"
"White","Surrey","74","82"
"White","Sutton","70","80"
"White","Swindon","65","76"
"White","Tameside","66","76"
"White","Telford and Wrekin","73","82"
"White","Thurrock","72","77"
"White","Torbay","68","78"
"White","Tower Hamlets","68","76"
"White","Trafford","76","83"
"White","Wakefield","66","79"
"White","Walsall","67","75"
"White","Waltham Forest","74","80"
"White","Wandsworth","83","86"
"White","Warrington","72","80"
"White","Warwickshire","71","81"
"White","West Berkshire","71","78"
"White","West Sussex","63","75"
"White","Westminster","78","83"
"White","Wigan","69","79"
"White","Wiltshire","70","77"
"White","Windsor and Maidenhead","79","84"
"White","Wirral","65","78"
"White","Wokingham","75","82"
"White","Wolverhampton","63","73"
"White","Worcestershire","69","77"
"White","York","72","78"
