"Standard Ethnicity","Local authority","Boys","Girls"
"Asian","Kirklees","68","75"
"Asian","Knowsley","73","100"
"Asian","Lambeth","76","93"
"Asian","Lancashire","67","78"
"Asian","Leeds","64","73"
"Asian","Leicester","73","78"
"Asian","Leicestershire","76","86"
"Asian","Lewisham","73","84"
"Asian","Lincolnshire","90","!"
"Asian","Liverpool","56","75"
"Asian","Luton","67","78"
"Asian","Manchester","64","73"
"Asian","Medway","75","!"
"Asian","Merton","74","83"
"Asian","Middlesbrough","62","75"
"Asian","Milton Keynes","79","90"
"Asian","Newcastle upon Tyne","67","72"
"Asian","Newham","78","83"
"Asian","Norfolk","72","83"
"Asian","North East Lincolnshire","!","!"
"Asian","North Lincolnshire","86","88"
"Asian","North Somerset","!","!"
"Asian","North Tyneside","52","68"
"Asian","North Yorkshire","72","79"
"Asian","Northamptonshire","68","85"
"Asian","Northumberland","!","!"
"Asian","Nottingham","71","76"
"Asian","Nottinghamshire","74","78"
"Asian","Oldham","61","70"
"Asian","Oxfordshire","72","80"
"Asian","Peterborough","64","77"
"Asian","Plymouth","74","84"
"Asian","Poole","77","100"
"Asian","Portsmouth","72","79"
"Asian","Reading","76","81"
"Asian","Redbridge","79","89"
"Asian","Redcar and Cleveland","!","!"
"Asian","Richmond upon Thames","83","94"
"Asian","Rochdale","65","79"
"Asian","Rotherham","70","76"
"Asian","Rutland","!","!"
"Asian","Salford","84","82"
"Asian","Sandwell","70","80"
"Asian","Sefton","81","73"
"Asian","Sheffield","71","77"
"Asian","Shropshire","!","!"
"Asian","Slough","78","88"
"Asian","Solihull","80","87"
"Asian","Somerset","82","89"
"Asian","South Gloucestershire","88","88"
"Asian","South Tyneside","!","!"
"Asian","Southampton","77","85"
"Asian","Southend-on-Sea","73","86"
"Asian","Southwark","67","87"
"Asian","St. Helens","!","!"
"Asian","Staffordshire","80","82"
"Asian","Stockport","67","78"
"Asian","Stockton-on-Tees","75","84"
"Asian","Stoke-on-Trent","69","79"
"Asian","Suffolk","77","82"
"Asian","Sunderland","73","78"
"Asian","Surrey","75","84"
"Asian","Sutton","83","87"
"Asian","Swindon","72","78"
"Asian","Tameside","61","74"
"Asian","Telford and Wrekin","69","82"
"Asian","Thurrock","81","85"
"Asian","Torbay","!","!"
"Asian","Tower Hamlets","74","82"
"Asian","Trafford","81","83"
"Asian","Wakefield","61","65"
"Asian","Walsall","68","81"
"Asian","Waltham Forest","82","89"
"Asian","Wandsworth","82","81"
"Asian","Warrington","82","82"
"Asian","Warwickshire","76","85"
"Asian","West Berkshire","82","89"
"Asian","West Sussex","64","74"
"Asian","Westminster","67","76"
"Asian","Wigan","69","88"
"Asian","Wiltshire","80","74"
"Asian","Windsor and Maidenhead","82","83"
"Asian","Wirral","58","74"
"Asian","Wokingham","85","83"
"Asian","Wolverhampton","74","80"
"Asian","Worcestershire","72","73"
"Asian","York","57","75"
"Black","Barking and Dagenham","76","86"
"Black","Barnet","71","78"
"Black","Barnsley","!","!"
"Black","Bath and North East Somerset","50","100"
"Black","Bedford","72","!"
"Black","Bexley","87","94"
"Black","Birmingham","69","78"
"Black","Blackburn with Darwen","55","80"
"Black","Blackpool","!","!"
"Black","Bolton","54","68"
"Black","Bournemouth","!","!"
"Black","Bracknell Forest","68","88"
"Black","Bradford","70","!"
"Black","Brent","68","83"
"Black","Brighton and Hove","79","79"
"Black","Bristol, City of","59","65"
"Black","Bromley","75","90"
"Black","Buckinghamshire","69","78"
"Black","Bury","71","74"
"Black","Calderdale","!","!"
"Black","Cambridgeshire","64","74"
"Black","Camden","69","79"
"Black","Central Bedfordshire","79","89"
"Black","Cheshire East","!","!"
"Black","Cheshire West and Chester","!","!"
"Black","City of London","!","!"
"Black","Cornwall","N/A","!"
"Black","County Durham","!","!"
"Black","Coventry","67","83"
"Black","Croydon","72","81"
"Black","Cumbria","!","!"
"Black","Darlington","!","!"
"Black","Derby","70","81"
"Black","Derbyshire","!","!"
"Black","Devon","!","!"
"Black","Doncaster","78","79"
"Black","Dorset","!","!"
"Black","Dudley","70","78"
"Black","Ealing","63","76"
"Black","East Riding of Yorkshire","!","!"
"Black","East Sussex","64","72"
"Black","Enfield","69","78"
"Black","Essex","80","88"
"Black","Gateshead","!","!"
"Black","Gloucestershire","75","76"
"Black","Greenwich","78","90"
"Black","Hackney","75","82"
"Black","Halton","N/A","N/A"
"Black","Hammersmith and Fulham","70","82"
"Black","Hampshire","77","88"
"Black","Haringey","75","84"
"Black","Harrow","65","79"
"Black","Hartlepool","!","!"
"Black","Havering","77","89"
"Black","Herefordshire, County of","!","!"
"Black","Hertfordshire","72","83"
"Black","Hillingdon","69","84"
"Black","Hounslow","74","84"
"Black","Isle of Wight","!","!"
"Black","Isles of Scilly","!","!"
"Black","Islington","69","77"
"Black","Kensington and Chelsea","82","87"
"Black","Kent","83","92"
"Black","Kingston upon Hull, City of","52","50"
"Black","Kingston upon Thames","76","79"
"Black","Kirklees","60","80"
"Black","Knowsley","!","!"
"Black","Lambeth","71","83"
"Black","Lancashire","71","77"
"Black","Leeds","56","68"
"Black","Leicester","69","78"
"Black","Leicestershire","62","91"
"Black","Lewisham","76","82"
"Black","Lincolnshire","79","80"
"Black","Liverpool","60","72"
"Black","Luton","69","87"
"Black","Manchester","72","81"
"Black","Medway","83","93"
"Black","Merton","75","77"
"Black","Middlesbrough","!","!"
"Black","Milton Keynes","78","84"
"Black","Newcastle upon Tyne","74","86"
"Black","Newham","76","82"
"Black","Norfolk","66","74"
"Black","North East Lincolnshire","!","!"
"Black","North Lincolnshire","!","!"
"Black","North Somerset","!","!"
"Black","North Tyneside","!","!"
"Black","North Yorkshire","!","!"
"Black","Northamptonshire","69","82"
"Black","Northumberland","N/A","!"
"Black","Nottingham","74","77"
"Black","Nottinghamshire","69","80"
"Black","Oldham","56","64"
"Black","Oxfordshire","73","85"
"Black","Peterborough","63","77"
"Black","Plymouth","!","!"
"Black","Poole","!","!"
"Black","Portsmouth","74","79"
"Black","Reading","71","77"
"Black","Redbridge","72","85"
"Black","Redcar and Cleveland","!","N/A"
"Black","Richmond upon Thames","71","72"
"Black","Rochdale","66","71"
"Black","Rotherham","81","81"
"Black","Rutland","!","!"
"Black","Salford","72","83"
"Black","Sandwell","67","76"
"Black","Sefton","50","100"
"Black","Sheffield","68","77"
"Black","Shropshire","!","!"
"Black","Slough","!","!"
"Black","Solihull","67","100"
"Black","Somerset","!","!"
"Black","South Gloucestershire","81","66"
"Black","South Tyneside","!","!"
"Black","Southampton","70","86"
"Black","Southend-on-Sea","80","80"
"Black","Southwark","75","86"
"Black","St. Helens","!","!"
"Black","Staffordshire","68","87"
"Black","Stockport","73","69"
"Black","Stockton-on-Tees","!","!"
"Black","Stoke-on-Trent","64","79"
"Black","Suffolk","69","76"
"Black","Sunderland","!","!"
"Black","Surrey","74","86"
"Black","Sutton","83","81"
"Black","Swindon","78","83"
"Black","Tameside","69","71"
"Black","Telford and Wrekin","71","80"
"Black","Thurrock","77","92"
"Black","Torbay","!","N/A"
"Black","Tower Hamlets","73","83"
"Black","Trafford","67","77"
"Black","Wakefield","61","70"
"Black","Walsall","71","82"
"Black","Waltham Forest","77","88"
"Black","Wandsworth","72","77"
"Black","Warrington","!","!"
"Black","Warwickshire","86","73"
"Black","West Berkshire","!","!"
"Black","West Sussex","68","68"
"Black","Westminster","72","82"
"Black","Wigan","72","!"
"Black","Wiltshire","73","76"
"Black","Windsor and Maidenhead","!","!"
"Black","Wirral","!","!"
"Black","Wokingham","73","77"
"Black","Wolverhampton","73","82"
"Black","Worcestershire","67","67"
"Black","York","!","!"
"Chinese","Barking and Dagenham","!","!"
"Chinese","Barnet","77","!"
"Chinese","Barnsley","!","N/A"
"Chinese","Bath and North East Somerset","!","!"
"Chinese","Bedford","!","!"
"Chinese","Bexley","83","100"
"Chinese","Birmingham","84","86"
"Chinese","Blackburn with Darwen","N/A","67"
"Chinese","Blackpool","!","!"
"Chinese","Bolton","!","!"
"Chinese","Bournemouth","!","!"
"Chinese","Bracknell Forest","N/A","!"
"Chinese","Bradford","!","!"
"Chinese","Brent","!","!"
"Chinese","Brighton and Hove","70","!"
"Chinese","Bristol, City of","!","!"
"Chinese","Bromley","85","80"
"Chinese","Buckinghamshire","!","100"
"Chinese","Bury","!","!"
"Chinese","Calderdale","!","!"
"Chinese","Cambridgeshire","85","91"
"Chinese","Camden","!","!"
"Chinese","Central Bedfordshire","100","!"
"Chinese","Cheshire East","!","!"
"Chinese","Cheshire West and Chester","!","!"
"Chinese","City of London","!","!"
"Chinese","Cornwall","!","57"
"Chinese","County Durham","100","!"
"Chinese","Coventry","!","100"
"Chinese","Croydon","!","100"
"Chinese","Cumbria","!","!"
"Chinese","Darlington","!","!"
"Chinese","Derby","77","77"
"Chinese","Derbyshire","!","!"
"Chinese","Devon","!","!"
"Chinese","Doncaster","100","63"
"Chinese","Dorset","!","!"
"Chinese","Dudley","!","!"
"Chinese","Ealing","!","!"
"Chinese","East Riding of Yorkshire","N/A","!"
"Chinese","East Sussex","!","!"
"Chinese","Enfield","!","!"
"Chinese","Essex","84","!"
"Chinese","Gateshead","!","!"
"Chinese","Gloucestershire","!","!"
"Chinese","Greenwich","90","100"
"Chinese","Hackney","!","!"
"Chinese","Halton","!","N/A"
"Chinese","Hammersmith and Fulham","!","!"
"Chinese","Hampshire","73","90"
"Chinese","Haringey","!","!"
"Chinese","Harrow","!","100"
"Chinese","Hartlepool","!","!"
"Chinese","Havering","100","100"
"Chinese","Herefordshire, County of","!","N/A"
"Chinese","Hertfordshire","!","!"
"Chinese","Hillingdon","!","!"
"Chinese","Hounslow","!","!"
"Chinese","Isle of Wight","!","!"
"Chinese","Isles of Scilly","!","!"
"Chinese","Islington","100","100"
"Chinese","Kensington and Chelsea","100","N/A"
"Chinese","Kent","!","!"
"Chinese","Kingston upon Hull, City of","!","!"
"Chinese","Kingston upon Thames","!","!"
"Chinese","Kirklees","!","!"
"Chinese","Knowsley","!","!"
"Chinese","Lambeth","!","100"
"Chinese","Lancashire","67","77"
"Chinese","Leeds","82","87"
"Chinese","Leicester","!","100"
"Chinese","Leicestershire","67","!"
"Chinese","Lewisham","81","86"
"Chinese","Lincolnshire","73","!"
"Chinese","Liverpool","65","73"
"Chinese","Luton","!","!"
"Chinese","Manchester","76","82"
"Chinese","Medway","!","!"
"Chinese","Merton","!","!"
"Chinese","Middlesbrough","!","!"
"Chinese","Milton Keynes","!","!"
"Chinese","Newcastle upon Tyne","75","81"
"Chinese","Newham","!","!"
"Chinese","Norfolk","!","85"
"Chinese","North East Lincolnshire","!","!"
"Chinese","North Lincolnshire","!","!"
"Chinese","North Somerset","!","!"
"Chinese","North Tyneside","100","!"
"Chinese","North Yorkshire","!","!"
"Chinese","Northamptonshire","!","!"
"Chinese","Northumberland","!","!"
"Chinese","Nottingham","!","!"
"Chinese","Nottinghamshire","80","79"
"Chinese","Oldham","!","!"
"Chinese","Oxfordshire","100","!"
"Chinese","Peterborough","!","!"
"Chinese","Plymouth","!","!"
"Chinese","Poole","!","!"
"Chinese","Portsmouth","!","100"
"Chinese","Reading","100","100"
"Chinese","Redbridge","!","!"
"Chinese","Redcar and Cleveland","N/A","N/A"
"Chinese","Richmond upon Thames","!","86"
"Chinese","Rochdale","!","!"
"Chinese","Rotherham","!","!"
"Chinese","Rutland","N/A","N/A"
"Chinese","Salford","!","100"
"Chinese","Sandwell","!","100"
"Chinese","Sefton","!","100"
"Chinese","Sheffield","!","!"
"Chinese","Shropshire","!","!"
"Chinese","Slough","!","!"
"Chinese","Solihull","!","100"
"Chinese","Somerset","!","!"
"Chinese","South Gloucestershire","!","100"
"Chinese","South Tyneside","!","!"
"Chinese","Southampton","!","!"
"Chinese","Southend-on-Sea","!","!"
"Chinese","Southwark","82","!"
"Chinese","St. Helens","45","100"
"Chinese","Staffordshire","!","!"
"Chinese","Stockport","!","!"
"Chinese","Stockton-on-Tees","!","!"
"Chinese","Stoke-on-Trent","!","!"
"Chinese","Suffolk","!","!"
"Chinese","Sunderland","!","!"
"Chinese","Surrey","74","81"
"Chinese","Sutton","!","!"
"Chinese","Swindon","!","!"
"Chinese","Tameside","!","!"
"Chinese","Telford and Wrekin","!","!"
"Chinese","Thurrock","!","!"
"Chinese","Torbay","!","!"
"Chinese","Tower Hamlets","!","!"
"Chinese","Trafford","76","!"
"Chinese","Wakefield","!","!"
"Chinese","Walsall","!","!"
"Chinese","Waltham Forest","84","86"
"Chinese","Wandsworth","!","!"
"Chinese","Warrington","!","!"
"Chinese","Warwickshire","!","!"
"Chinese","West Berkshire","!","!"
"Chinese","West Sussex","75","100"
"Chinese","Westminster","!","100"
"Chinese","Wigan","!","!"
"Chinese","Wiltshire","!","!"
"Chinese","Windsor and Maidenhead","!","!"
"Chinese","Wirral","!","100"
"Chinese","Wokingham","100","100"
"Chinese","Wolverhampton","!","!"
"Chinese","Worcestershire","!","!"
"Chinese","York","!","!"
"Mixed","Barking and Dagenham","65","82"
"Mixed","Barnet","77","86"
"Mixed","Barnsley","59","79"
"Mixed","Bath and North East Somerset","77","85"
"Mixed","Bedford","65","73"
"Mixed","Bexley","73","83"
"Mixed","Birmingham","68","80"
"Mixed","Blackburn with Darwen","79","85"
"Mixed","Blackpool","83","86"
"Mixed","Bolton","78","81"
"Mixed","Bournemouth","80","82"
"Mixed","Bracknell Forest","78","85"
"Mixed","Bradford","65","77"
"Mixed","Brent","71","!"
"Mixed","Brighton and Hove","66","78"
"Mixed","Bristol, City of","69","78"
"Mixed","Bromley","77","82"
"Mixed","Buckinghamshire","74","84"
"Mixed","Bury","68","69"
"Mixed","Calderdale","67","77"
"Mixed","Cambridgeshire","78","82"
"Mixed","Camden","78","86"
"Mixed","Central Bedfordshire","83","87"
"Mixed","Cheshire East","65","79"
"Mixed","Cheshire West and Chester","73","87"
"Mixed","City of London","!","!"
"Mixed","Cornwall","74","79"
"Mixed","County Durham","65","86"
"Mixed","Coventry","69","81"
"Mixed","Croydon","71","83"
"Mixed","Cumbria","71","82"
"Mixed","Darlington","!","!"
"Mixed","Derby","64","66"
"Mixed","Derbyshire","68","86"
"Mixed","Devon","78","84"
"Mixed","Doncaster","70","75"
"Mixed","Dorset","68","83"
"Mixed","Dudley","66","72"
"Mixed","Ealing","76","83"
"Mixed","East Riding of Yorkshire","73","93"
"Mixed","East Sussex","73","81"
"Mixed","Enfield","70","81"
"Mixed","Essex","78","84"
"Mixed","Gateshead","73","88"
"Mixed","Gloucestershire","74","79"
"Mixed","Greenwich","82","88"
"Mixed","Hackney","77","92"
"Mixed","Halton","56","75"
"Mixed","Hammersmith and Fulham","74","85"
"Mixed","Hampshire","86","90"
"Mixed","Haringey","83","90"
"Mixed","Harrow","81","87"
"Mixed","Hartlepool","!","!"
"Mixed","Havering","77","84"
"Mixed","Herefordshire, County of","75","93"
"Mixed","Hertfordshire","75","86"
"Mixed","Hillingdon","78","86"
"Mixed","Hounslow","82","86"
"Mixed","Isle of Wight","57","83"
"Mixed","Isles of Scilly","!","!"
"Mixed","Islington","70","86"
"Mixed","Kensington and Chelsea","81","83"
"Mixed","Kent","77","89"
"Mixed","Kingston upon Hull, City of","64","75"
"Mixed","Kingston upon Thames","77","86"
"Mixed","Kirklees","68","79"
"Mixed","Knowsley","50","67"
"Mixed","Lambeth","78","86"
"Mixed","Lancashire","69","79"
"Mixed","Leeds","62","74"
"Mixed","Leicester","70","79"
"Mixed","Leicestershire","71","86"
"Mixed","Lewisham","76","83"
"Mixed","Lincolnshire","69","81"
"Mixed","Liverpool","61","73"
"Mixed","Luton","64","80"
"Mixed","Manchester","67","80"
"Mixed","Medway","85","86"
"Mixed","Merton","79","81"
"Mixed","Middlesbrough","57","66"
"Mixed","Milton Keynes","74","86"
"Mixed","Newcastle upon Tyne","71","79"
"Mixed","Newham","75","87"
"Mixed","Norfolk","67","78"
"Mixed","North East Lincolnshire","83","77"
"Mixed","North Lincolnshire","!","!"
"Mixed","North Somerset","73","81"
"Mixed","North Tyneside","79","!"
"Mixed","North Yorkshire","72","84"
"Mixed","Northamptonshire","75","82"
"Mixed","Northumberland","74","84"
"Mixed","Nottingham","67","78"
"Mixed","Nottinghamshire","68","84"
"Mixed","Oldham","73","79"
"Mixed","Oxfordshire","74","77"
"Mixed","Peterborough","68","84"
"Mixed","Plymouth","73","79"
"Mixed","Poole","85","74"
"Mixed","Portsmouth","80","90"
"Mixed","Reading","76","87"
"Mixed","Redbridge","71","84"
"Mixed","Redcar and Cleveland","!","!"
"Mixed","Richmond upon Thames","84","83"
"Mixed","Rochdale","65","81"
"Mixed","Rotherham","71","73"
"Mixed","Rutland","!","!"
"Mixed","Salford","76","87"
"Mixed","Sandwell","68","78"
"Mixed","Sefton","73","70"
"Mixed","Sheffield","70","77"
"Mixed","Shropshire","74","!"
"Mixed","Slough","71","77"
"Mixed","Solihull","79","82"
"Mixed","Somerset","71","80"
"Mixed","South Gloucestershire","68","92"
"Mixed","South Tyneside","70","82"
"Mixed","Southampton","68","86"
"Mixed","Southend-on-Sea","80","80"
"Mixed","Southwark","76","87"
"Mixed","St. Helens","70","84"
"Mixed","Staffordshire","78","83"
"Mixed","Stockport","74","89"
"Mixed","Stockton-on-Tees","70","86"
"Mixed","Stoke-on-Trent","61","82"
"Mixed","Suffolk","68","76"
"Mixed","Sunderland","88","75"
"Mixed","Surrey","80","88"
"Mixed","Sutton","75","81"
"Mixed","Swindon","74","86"
"Mixed","Tameside","54","77"
"Mixed","Telford and Wrekin","77","93"
"Mixed","Thurrock","76","88"
"Mixed","Torbay","64","84"
"Mixed","Tower Hamlets","75","79"
"Mixed","Trafford","74","83"
"Mixed","Wakefield","79","84"
"Mixed","Walsall","65","82"
"Mixed","Waltham Forest","80","88"
"Mixed","Wandsworth","79","83"
"Mixed","Warrington","91","78"
"Mixed","Warwickshire","79","81"
"Mixed","West Berkshire","74","88"
"Mixed","West Sussex","73","79"
"Mixed","Westminster","75","86"
"Mixed","Wigan","80","80"
"Mixed","Wiltshire","73","84"
"Mixed","Windsor and Maidenhead","84","85"
"Mixed","Wirral","69","80"
"Mixed","Wokingham","77","83"
"Mixed","Wolverhampton","71","77"
"Mixed","Worcestershire","70","83"
"Mixed","York","69","91"
"White","Barking and Dagenham","67","79"
"White","Barnet","77","83"
"White","Barnsley","67","79"
"White","Bath and North East Somerset","73","80"
"White","Bedford","69","78"
"White","Bexley","74","83"
"White","Birmingham","67","74"
"White","Blackburn with Darwen","69","77"
"White","Blackpool","69","79"
"White","Bolton","69","78"
"White","Bournemouth","71","79"
"White","Bracknell Forest","68","79"
"White","Bradford","67","76"
"White","Brent","71","79"
"White","Brighton and Hove","74","81"
"White","Bristol, City of","74","78"
"White","Bromley","77","83"
"White","Buckinghamshire","76","83"
"White","Bury","72","77"
"White","Calderdale","68","76"
"White","Cambridgeshire","70","77"
"White","Camden","75","81"
"White","Central Bedfordshire","74","83"
"White","Cheshire East","73","82"
"White","Cheshire West and Chester","69","80"
"White","City of London","!","!"
"White","Cornwall","70","79"
"White","County Durham","74","81"
"White","Coventry","67","74"
"White","Croydon","73","81"
"White","Cumbria","69","78"
"White","Darlington","70","84"
"White","Derby","65","76"
"White","Derbyshire","70","81"
"White","Devon","72","82"
"White","Doncaster","68","76"
"White","Dorset","70","82"
"White","Dudley","69","79"
"White","Ealing","75","84"
"White","East Riding of Yorkshire","71","80"
"White","East Sussex","73","82"
"White","Enfield","67","72"
"White","Essex","73","82"
"White","Gateshead","73","82"
"White","Gloucestershire","71","80"
"White","Greenwich","73","80"
"White","Hackney","78","85"
"White","Halton","64","70"
"White","Hammersmith and Fulham","79","87"
"White","Hampshire","78","86"
"White","Haringey","71","84"
"White","Harrow","65","77"
"White","Hartlepool","70","79"
"White","Havering","72","79"
"White","Herefordshire, County of","73","83"
"White","Hertfordshire","75","83"
"White","Hillingdon","71","77"
"White","Hounslow","72","84"
"White","Isle of Wight","68","77"
"White","Isles of Scilly","!","!"
"White","Islington","74","81"
"White","Kensington and Chelsea","83","86"
"White","Kent","74","83"
"White","Kingston upon Hull, City of","67","77"
"White","Kingston upon Thames","76","84"
"White","Kirklees","68","78"
"White","Knowsley","67","75"
"White","Lambeth","76","85"
"White","Lancashire","72","80"
"White","Leeds","65","74"
"White","Leicester","60","69"
"White","Leicestershire","71","78"
"White","Lewisham","78","85"
"White","Lincolnshire","70","78"
"White","Liverpool","64","71"
"White","Luton","67","74"
"White","Manchester","67","77"
"White","Medway","73","82"
"White","Merton","75","80"
"White","Middlesbrough","66","73"
"White","Milton Keynes","70","80"
"White","Newcastle upon Tyne","72","78"
"White","Newham","68","77"
"White","Norfolk","71","79"
"White","North East Lincolnshire","69","76"
"White","North Lincolnshire","72","81"
"White","North Somerset","74","84"
"White","North Tyneside","74","85"
"White","North Yorkshire","71","79"
"White","Northamptonshire","71","79"
"White","Northumberland","78","84"
"White","Nottingham","64","76"
"White","Nottinghamshire","68","78"
"White","Oldham","68","77"
"White","Oxfordshire","72","80"
"White","Peterborough","65","74"
"White","Plymouth","68","78"
"White","Poole","75","83"
"White","Portsmouth","68","80"
"White","Reading","67","78"
"White","Redbridge","70","77"
"White","Redcar and Cleveland","73","83"
