"Title","Writing attainments for children aged 5 to 7 by ethnicity, area and gender"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 1 statistics"
"Data source link","https://www.gov.uk/government/statistics/phonics-screening-check-and-key-stage-1-assessments-england-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","12/1/17"

"Ethnicity","Local authority","Boys","Girls"
"White","Tameside","55","71"
"White","Trafford","61","78"
"White","Warrington","64","78"
"White","Wigan","59","75"
"White","Wirral","53","72"
"White","Bracknell Forest","61","73"
"White","Brighton and Hove","60","74"
"White","Buckinghamshire","59","74"
"White","East Sussex","62","76"
"White","Hampshire","63","77"
"White","Isle of Wight","63","74"
"White","Kent","64","78"
"White","Medway","61","72"
"White","Milton Keynes","54","69"
"White","Oxfordshire","55","70"
"White","Portsmouth","54","72"
"White","Reading","55","73"
"White","Slough","53","62"
"White","Southampton","60","76"
"White","Surrey","62","76"
"White","West Berkshire","58","70"
"White","West Sussex","43","62"
"White","Windsor and Maidenhead","67","78"
"White","Wokingham","60","74"
"White","Bath and North East Somerset","59","70"
"White","Bournemouth","55","68"
"White","Bristol, City of","55","71"
"White","Cornwall","56","73"
"White","Devon","55","71"
"White","Dorset","53","68"
"White","Gloucestershire","55","69"
"White","Isles of Scilly","!","!"
"White","North Somerset","59","75"
"White","Plymouth","55","70"
"White","Poole","63","73"
"White","Somerset","60","74"
"White","South Gloucestershire","62","71"
"White","Swindon","51","71"
"White","Torbay","57","74"
"White","Wiltshire","56","70"
"White","Birmingham","51","67"
"White","Coventry","52","66"
"White","Dudley","56","73"
"White","Herefordshire, County of","61","75"
"White","Sandwell","49","63"
"White","Shropshire","54","71"
"White","Solihull","63","76"
"White","Staffordshire","60","76"
"White","Stoke-on-Trent","54","68"
"White","Telford and Wrekin","60","76"
"White","Walsall","54","68"
"White","Warwickshire","59","74"
"White","Wolverhampton","52","65"
"White","Worcestershire","55","69"
"White","Barnsley","56","73"
"White","Bradford","54","68"
"White","Calderdale","48","65"
"White","Doncaster","58","71"
"White","East Riding of Yorkshire","60","75"
"White","Kingston upon Hull, City of","58","72"
"White","Kirklees","56","69"
"White","Leeds","48","63"
"White","North East Lincolnshire","60","76"
"White","North Lincolnshire","65","79"
"White","North Yorkshire","56","71"
"White","Rotherham","58","73"
"White","Sheffield","57","73"
"White","Wakefield","55","71"
"White","York","58","70"
